single_pass_record_id,doi,paper_title,paper_status,source_kind,formulation_label,formulation_name,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,excipient_composition,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,device,study_type,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,source_evidence,confidence,notes,label_norm,time_h
10.1208/s12249-015-0474-y::sp0002,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,,ESP-BA,Escitalopram - Benzoic Acid,Escitalopram,,,,,"[{'name': 'Benzoic Acid', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}, {'name': 'Isopropyl Palmitate', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}]",flux,169.85,μg/(cm2 h),8.0,h,side-by-side glass diffusion cell,in vitro,rabbit abdominal skin,rabbit,,"PBS, pH 7.4",finite,null,0.95,Table III,1.0,,espba,8.0
10.1208/s12249-015-0474-y::sp0003,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,,ESP-IB,Escitalopram - Ibuprofen,Escitalopram,,,,,"[{'name': 'Ibuprofen', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}, {'name': 'Isopropyl Palmitate', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}]",flux,113.09,μg/(cm2 h),8.0,h,side-by-side glass diffusion cell,in vitro,rabbit abdominal skin,rabbit,,"PBS, pH 7.4",finite,null,0.95,Table III,1.0,,espib,8.0
10.1208/s12249-015-0474-y::sp0004,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,,ESP-SA,Escitalopram - Salicylic Acid,Escitalopram,,,,,"[{'name': 'Salicylic Acid', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}, {'name': 'Isopropyl Palmitate', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}]",flux,45.61,μg/(cm2 h),8.0,h,side-by-side glass diffusion cell,in vitro,rabbit abdominal skin,rabbit,,"PBS, pH 7.4",finite,null,0.95,Table III,1.0,,espsa,8.0
10.1208/s12249-015-0474-y::sp0005,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,,ESP-PABA,Escitalopram - p-Aminobenzoic Acid,Escitalopram,,,,,"[{'name': 'p-Aminobenzoic Acid', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}, {'name': 'Isopropyl Palmitate', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}]",flux,35.11,μg/(cm2 h),8.0,h,side-by-side glass diffusion cell,in vitro,rabbit abdominal skin,rabbit,,"PBS, pH 7.4",finite,null,0.95,Table III,1.0,,esppaba,8.0
10.1208/s12249-015-0474-y::sp0006,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,,ESP-BSA,Escitalopram - Benzenesulfonic Acid,Escitalopram,,,,,"[{'name': 'Benzenesulfonic Acid', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}, {'name': 'Isopropyl Palmitate', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}]",flux,0.32,μg/(cm2 h),8.0,h,side-by-side glass diffusion cell,in vitro,rabbit abdominal skin,rabbit,,"PBS, pH 7.4",finite,null,0.95,Table III,1.0,,espbsa,8.0
10.1208/s12249-019-1481-1::sp0001,10.1208/s12249-019-1481-1,Effects of Temperature and Humidity on the Skin Permeation of Hydrophilic and Hydrophobic Drugs.,ok,,T48RH95_IP,Ibuprofen,Ibuprofen,,w/v,,,"[{'name': 'PBS', 'concentration_value': 58.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'PBS phosphate-buffered saline'}, {'name': 'Glycerin', 'concentration_value': 24.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'Glycerin'}, {'name': '1,3-PD', 'concentration_value': 6.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': '1,3-Propanediol'}, {'name': '1,3-BG', 'concentration_value': 5.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': '1,3-Butanediol'}, {'name': 'DPG', 'concentration_value': 4.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'Dipropylene Glycol'}, {'name': 'PEG60 CAS', 'concentration_value': 3.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'Polyoxyethylene (60) hydrogenated castor oil'}]",cumulative amount,700.0,μg/cm2,8.0,hours,Franz cell,IVPT,Porcine skin,Porcine ear skin,,PBS (pH 7.4),finite,1.0 ml,1.77,Fig. 2a and Table III,1.0,,t48rh95ip,8.0
10.1208/s12249-019-1481-1::sp0002,10.1208/s12249-019-1481-1,Effects of Temperature and Humidity on the Skin Permeation of Hydrophilic and Hydrophobic Drugs.,ok,,T48RH95_ANP,Antipyrine,Antipyrine,,w/v,,,"[{'name': 'PBS', 'concentration_value': 58.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'PBS phosphate-buffered saline'}, {'name': 'Glycerin', 'concentration_value': 24.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'Glycerin'}, {'name': '1,3-PD', 'concentration_value': 6.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': '1,3-Propanediol'}, {'name': '1,3-BG', 'concentration_value': 5.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': '1,3-Butanediol'}, {'name': 'DPG', 'concentration_value': 4.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'Dipropylene Glycol'}, {'name': 'PEG60 CAS', 'concentration_value': 3.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'Polyoxyethylene (60) hydrogenated castor oil'}]",cumulative amount,600.0,μg/cm2,8.0,hours,Franz cell,IVPT,Porcine skin,Porcine ear skin,,PBS (pH 7.4),finite,1.0 ml,1.77,Fig. 2b and Table III,1.0,,t48rh95anp,8.0
10.1208/s12249-019-1481-1::sp0003,10.1208/s12249-019-1481-1,Effects of Temperature and Humidity on the Skin Permeation of Hydrophilic and Hydrophobic Drugs.,ok,,T52RH30_MP,Methylparaben,Methylparaben,,w/v,,,"[{'name': 'PBS', 'concentration_value': 58.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'PBS phosphate-buffered saline'}, {'name': 'Glycerin', 'concentration_value': 24.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'Glycerin'}, {'name': '1,3-PD', 'concentration_value': 6.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': '1,3-Propanediol'}, {'name': '1,3-BG', 'concentration_value': 5.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': '1,3-Butanediol'}, {'name': 'DPG', 'concentration_value': 4.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'Dipropylene Glycol'}, {'name': 'PEG60 CAS', 'concentration_value': 3.0, 'concentration_unit': 'wt%', 'basis': '', 'raw': 'Polyoxyethylene (60) hydrogenated castor oil'}]",cumulative amount,500.0,μg/cm2,8.0,hours,Franz cell,IVPT,Porcine skin,Porcine ear skin,,PBS (pH 7.4),finite,1.0 ml,1.77,Fig. 2 and Table III,1.0,,t52rh30mp,8.0
10.1248/bpb.b19-00221::sp0001,10.1248/bpb.b19-00221,Three-Compartment Model Analysis with Minimal Sampling Points in the Caco-2 Permeability Assay.,ok,,Acetaminophen,Acetaminophen,Acetaminophen,10.0,µM,null,10 µM,[],Papp,15.6,× 10−6 cm/s,,,Caco-2,Conventional method,Caco-2,n/a,,HBSS/HEPES,finite,10 µM,0.33,Table 1,,,acetaminophen,
10.1248/bpb.b19-00221::sp0002,10.1248/bpb.b19-00221,Three-Compartment Model Analysis with Minimal Sampling Points in the Caco-2 Permeability Assay.,ok,,Atenolol,Atenolol,Atenolol,10.0,µM,null,10 µM,[],Papp,0.885,× 10−6 cm/s,,,Caco-2,Conventional method,Caco-2,n/a,,HBSS/HEPES,finite,10 µM,0.33,Table 1,,,atenolol,
10.1248/bpb.b19-00221::sp0003,10.1248/bpb.b19-00221,Three-Compartment Model Analysis with Minimal Sampling Points in the Caco-2 Permeability Assay.,ok,,Corticosterone,Corticosterone,Corticosterone,,,null,n/a,[],Papp,45.7,× 10−6 cm/s,,,Caco-2,Conventional method,Caco-2,n/a,,HBSS/HEPES,finite,n/a,0.33,Table 1,,,corticosterone,
10.1248/bpb.b19-00221::sp0004,10.1248/bpb.b19-00221,Three-Compartment Model Analysis with Minimal Sampling Points in the Caco-2 Permeability Assay.,ok,,Doxepin,Doxepin,Doxepin,10.0,µM,null,10 µM,[],Papp,39.8,× 10−6 cm/s,,,Caco-2,Conventional method,Caco-2,n/a,,HBSS/HEPES,finite,10 µM,0.33,Table 1,,,doxepin,
10.1248/bpb.b19-00221::sp0005,10.1248/bpb.b19-00221,Three-Compartment Model Analysis with Minimal Sampling Points in the Caco-2 Permeability Assay.,ok,,Fluconazole,Fluconazole,Fluconazole,10.0,µM,null,10 µM,[],Papp,22.3,× 10−6 cm/s,,,Caco-2,Conventional method,Caco-2,n/a,,HBSS/HEPES,finite,10 µM,0.33,Table 1,,,fluconazole,
10.1248/bpb.b19-00221::sp0006,10.1248/bpb.b19-00221,Three-Compartment Model Analysis with Minimal Sampling Points in the Caco-2 Permeability Assay.,ok,,Fluoxetine,Fluoxetine,Fluoxetine,10.0,µM,null,10 µM,[],Papp,14.0,× 10−6 cm/s,,,Caco-2,Conventional method,Caco-2,n/a,,HBSS/HEPES,finite,10 µM,0.33,Table 1,,,fluoxetine,
10.1248/bpb.b19-00221::sp0007,10.1248/bpb.b19-00221,Three-Compartment Model Analysis with Minimal Sampling Points in the Caco-2 Permeability Assay.,ok,,Ibuprofen,Ibuprofen,Ibuprofen,10.0,µM,null,10 µM,[],Papp,96.1,× 10−6 cm/s,,,Caco-2,Conventional method,Caco-2,n/a,,HBSS/HEPES,finite,10 µM,0.33,Table 1,,,ibuprofen,
10.1248/bpb.b19-00221::sp0008,10.1248/bpb.b19-00221,Three-Compartment Model Analysis with Minimal Sampling Points in the Caco-2 Permeability Assay.,ok,,Imipramine,Imipramine,Imipramine,10.0,µM,null,10 µM,[],Papp,33.4,× 10−6 cm/s,,,Caco-2,Conventional method,Caco-2,n/a,,HBSS/HEPES,finite,10 µM,0.33,Table 1,,,imipramine,
10.1248/bpb.b19-00221::sp0009,10.1248/bpb.b19-00221,Three-Compartment Model Analysis with Minimal Sampling Points in the Caco-2 Permeability Assay.,ok,,Metoprolol,Metoprolol,Metoprolol,10.0,µM,null,10 µM,[],Papp,29.2,× 10−6 cm/s,,,Caco-2,Conventional method,Caco-2,n/a,,HBSS/HEPES,finite,10 µM,0.33,Table 1,,,metoprolol,
10.1248/bpb.b19-00221::sp0010,10.1248/bpb.b19-00221,Three-Compartment Model Analysis with Minimal Sampling Points in the Caco-2 Permeability Assay.,ok,,Propranolol,Propranolol,Propranolol,10.0,µM,null,10 µM,[],Papp,34.2,× 10−6 cm/s,,,Caco-2,Conventional method,Caco-2,n/a,,HBSS/HEPES,finite,10 µM,0.33,Table 1,,,propranolol,
10.1248/cpb.c21-00033::sp0001,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,ok,,Preparation #1,Lidocaine/Ibuprofen IL,Lidocaine,0.1,,,0.1,[],cumulative amount,1.82,µmol,8.0,h,Diffusion cell,In vitro,Silicone membrane,LINTEC Corporation,75.0,PBS,finite,3.0 mL,,Fig. 3,1.0,,preparation#1,8.0
10.1248/cpb.c21-00033::sp0002,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,ok,,Preparation #1,Lidocaine/Ibuprofen IL,Ibuprofen,0.9,,,0.9,[],cumulative amount,1.2,µmol,8.0,h,Diffusion cell,In vitro,Silicone membrane,LINTEC Corporation,75.0,PBS,finite,3.0 mL,,Fig. 3,1.0,,preparation#1,8.0
10.1248/cpb.c21-00033::sp0003,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,ok,,Preparation #5,Lidocaine/Ibuprofen IL,Lidocaine,0.5,,,0.5,[],flux,3.99,µmol/cm2/h,,,Diffusion cell,In vitro,Silicone membrane,LINTEC Corporation,75.0,PBS,finite,3.0 mL,,Fig. 4,1.0,,preparation#5,
10.1248/cpb.c21-00033::sp0004,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,ok,,Preparation #5,Lidocaine/Ibuprofen IL,Ibuprofen,0.5,,,0.5,[],flux,1.18,µmol/cm2/h,,,Diffusion cell,In vitro,Silicone membrane,LINTEC Corporation,75.0,PBS,finite,3.0 mL,,Fig. 4,1.0,,preparation#5,
10.18433/j3160b::sp0001,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,ok,,NSVs/gel+CALC,Niosomes-Hydrogel,Calcein,,,,,"[{'name': 'Locust Bean Gum', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Locust Bean Gum (LBG) 0.5% w/v'}, {'name': 'Xanthan', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Xanthan 0.5% w/v'}, {'name': 'Tween 20', 'concentration_value': 0.15, 'concentration_unit': 'M', 'basis': '', 'raw': 'Tween 20 (Polysorbate 20) 15 mM'}, {'name': 'Cholesterol', 'concentration_value': 0.15, 'concentration_unit': 'M', 'basis': '', 'raw': 'Cholesterol (CHOL) 15 mM'}]",percent released,100.0,%,24.0,hours,Beaker,in vitro release,,,,HEPES buffer (pH 7.4),infinite,2 cm³,,Figure 2a,1.0,,nsvsgelcalc,24.0
10.18433/j3160b::sp0002,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,ok,,gel+CALC,Hydrogel,Calcein,,,,,"[{'name': 'Locust Bean Gum', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Locust Bean Gum (LBG) 0.5% w/v'}, {'name': 'Xanthan', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Xanthan 0.5% w/v'}]",percent released,100.0,%,24.0,hours,Beaker,in vitro release,,,,HEPES buffer (pH 7.4),infinite,2 cm³,,Figure 2a,1.0,,gelcalc,24.0
10.18433/j3160b::sp0003,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,ok,,NSVs/gel+NR,Niosomes-Hydrogel,Nile Red,2.5,mM,,Nile Red 2.5 mM,"[{'name': 'Locust Bean Gum', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Locust Bean Gum (LBG) 0.5% w/v'}, {'name': 'Xanthan', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Xanthan 0.5% w/v'}, {'name': 'Tween 20', 'concentration_value': 0.15, 'concentration_unit': 'M', 'basis': '', 'raw': 'Tween 20 (Polysorbate 20) 15 mM'}, {'name': 'Cholesterol', 'concentration_value': 0.15, 'concentration_unit': 'M', 'basis': '', 'raw': 'Cholesterol (CHOL) 15 mM'}]",percent released,70.0,%,48.0,hours,Beaker,in vitro release,,,,HEPES buffer (pH 7.4),infinite,2 cm³,,Figure 2a,1.0,,nsvsgelnr,48.0
10.18433/j3160b::sp0004,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,ok,,gel+NR,Hydrogel,Nile Red,2.5,mM,,Nile Red 2.5 mM,"[{'name': 'Locust Bean Gum', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Locust Bean Gum (LBG) 0.5% w/v'}, {'name': 'Xanthan', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Xanthan 0.5% w/v'}]",percent released,0.0,%,48.0,hours,Beaker,in vitro release,,,,HEPES buffer (pH 7.4),infinite,2 cm³,,Figure 2a,1.0,,gelnr,48.0
10.18433/j3160b::sp0005,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,ok,,NSVs/gel+CAFF,Niosomes-Hydrogel,Caffeine,3.0,%,,Caffeine 3% w/v,"[{'name': 'Locust Bean Gum', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Locust Bean Gum (LBG) 0.5% w/v'}, {'name': 'Xanthan', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Xanthan 0.5% w/v'}, {'name': 'Tween 20', 'concentration_value': 0.15, 'concentration_unit': 'M', 'basis': '', 'raw': 'Tween 20 (Polysorbate 20) 15 mM'}, {'name': 'Cholesterol', 'concentration_value': 0.15, 'concentration_unit': 'M', 'basis': '', 'raw': 'Cholesterol (CHOL) 15 mM'}]",percent released,100.0,%,48.0,hours,Beaker,in vitro release,,,,HEPES buffer (pH 7.4),infinite,2 cm³,,Figure 3a,1.0,,nsvsgelcaff,48.0
10.18433/j3160b::sp0006,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,ok,,gel+CAFF,Hydrogel,Caffeine,3.0,%,,Caffeine 3% w/v,"[{'name': 'Locust Bean Gum', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Locust Bean Gum (LBG) 0.5% w/v'}, {'name': 'Xanthan', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Xanthan 0.5% w/v'}]",percent released,38.0,%,48.0,hours,Beaker,in vitro release,,,,HEPES buffer (pH 7.4),infinite,2 cm³,,Figure 3a,1.0,,gelcaff,48.0
10.18433/j3160b::sp0007,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,ok,,NSVs/gel+IBU,Niosomes-Hydrogel,Ibuprofen,1.0,%,,Ibuprofen 1% w/v,"[{'name': 'Locust Bean Gum', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Locust Bean Gum (LBG) 0.5% w/v'}, {'name': 'Xanthan', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Xanthan 0.5% w/v'}, {'name': 'Tween 20', 'concentration_value': 0.15, 'concentration_unit': 'M', 'basis': '', 'raw': 'Tween 20 (Polysorbate 20) 15 mM'}, {'name': 'Cholesterol', 'concentration_value': 0.15, 'concentration_unit': 'M', 'basis': '', 'raw': 'Cholesterol (CHOL) 15 mM'}]",percent released,60.0,%,48.0,hours,Beaker,in vitro release,,,,HEPES buffer (pH 7.4),infinite,2 cm³,,Figure 3a,1.0,,nsvsgelibu,48.0
10.18433/j3160b::sp0008,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,ok,,gel+IBU,Hydrogel,Ibuprofen,1.0,%,,Ibuprofen 1% w/v,"[{'name': 'Locust Bean Gum', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Locust Bean Gum (LBG) 0.5% w/v'}, {'name': 'Xanthan', 'concentration_value': 0.5, 'concentration_unit': 'w/v', 'basis': 'Polysaccharide', 'raw': 'Xanthan 0.5% w/v'}]",percent released,40.0,%,48.0,hours,Beaker,in vitro release,,,,HEPES buffer (pH 7.4),infinite,2 cm³,,Figure 3a,1.0,,gelibu,48.0
10.21203/rs.3.rs-3773667/v1::sp0001,10.21203/rs.3.rs-3773667/v1,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,C,Cotton with PLA-PEG,Ibuprofen,1.0,mg/cm²,dose per area,1 mg/cm²,[],percent released,6.0,%,2.0,minutes,diffusion cell,in vitro,null,null,,"PBS 0.1 M, pH 7.4",finite,1 mg/cm²,1.0,Table 4,,,c,0.03333333333333333
10.21203/rs.3.rs-3773667/v1::sp0002,10.21203/rs.3.rs-3773667/v1,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,C,Cotton with PLA-PEG,Ibuprofen,1.0,mg/cm²,dose per area,1 mg/cm²,[],percent released,10.0,%,120.0,minutes,diffusion cell,in vitro,null,null,,"PBS 0.1 M, pH 7.4",finite,1 mg/cm²,1.0,Table 4,,,c,2.0
10.21203/rs.3.rs-3773667/v1::sp0003,10.21203/rs.3.rs-3773667/v1,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,C,Cotton with PLA-PEG,Ibuprofen,1.0,mg/cm²,dose per area,1 mg/cm²,[],percent released,21.0,%,14.0,days,diffusion cell,in vitro,null,null,,"PBS 0.1 M, pH 7.4",finite,1 mg/cm²,1.0,Table 4,,,c,336.0
10.21203/rs.3.rs-3773667/v1::sp0004,10.21203/rs.3.rs-3773667/v1,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,E,Cotton with star-PLA,Ibuprofen,1.0,mg/cm²,dose per area,1 mg/cm²,[],percent released,6.0,%,2.0,minutes,diffusion cell,in vitro,null,null,,"PBS 0.1 M, pH 7.4",finite,1 mg/cm²,1.0,Table 4,,,e,0.03333333333333333
10.21203/rs.3.rs-3773667/v1::sp0005,10.21203/rs.3.rs-3773667/v1,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,E,Cotton with star-PLA,Ibuprofen,1.0,mg/cm²,dose per area,1 mg/cm²,[],percent released,11.0,%,48.0,hours,diffusion cell,in vitro,null,null,,"PBS 0.1 M, pH 7.4",finite,1 mg/cm²,1.0,Table 4,,,e,48.0
10.21203/rs.3.rs-3773667/v1::sp0006,10.21203/rs.3.rs-3773667/v1,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,E,Cotton with star-PLA,Ibuprofen,1.0,mg/cm²,dose per area,1 mg/cm²,[],percent released,24.0,%,14.0,days,diffusion cell,in vitro,null,null,,"PBS 0.1 M, pH 7.4",finite,1 mg/cm²,1.0,Table 4,,,e,336.0
10.1007/s11095-024-03747-6::sp0001,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU-PAMAM G2-α-tfm-β-Ala-Arg,IBU-PAMAM G2-α-tfm-β-Ala-Arg conjugate 1,Ibuprofen,10.0,mg/g,w/w,10 mg/g,"[{'name': 'PAMAM G2', 'concentration_value': None, 'concentration_unit': '', 'basis': 'w/w', 'raw': 'PAMAM G2'}]",percent released,80.0,%,72.0,h,Franz Cell,in vitro,SpectraPor RC,Spectrum Laboratories,1000.0,PBS,finite,5 mg,,Figure 4B,1.0,Release was evaluated at alkaline pH (8),ibupamamg2tfmalaarg,72.0
10.1007/s11095-024-03747-6::sp0002,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU-PAMAM G4-α-tfm-β-Ala-Arg,IBU-PAMAM G4-α-tfm-β-Ala-Arg conjugate 2,Ibuprofen,10.0,mg/g,w/w,10 mg/g,"[{'name': 'PAMAM G4', 'concentration_value': None, 'concentration_unit': '', 'basis': 'w/w', 'raw': 'PAMAM G4'}]",percent released,80.0,%,72.0,h,Franz Cell,in vitro,SpectraPor RC,Spectrum Laboratories,1000.0,PBS,finite,5 mg,,Figure 4B,1.0,Release was evaluated at alkaline pH (8),ibupamamg4tfmalaarg,72.0
10.1007/s11095-024-03747-6::sp0003,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU-PAMAM G2-α-tfm-β-Ala-Arg,IBU-PAMAM G2-α-tfm-β-Ala-Arg conjugate 1,Ibuprofen,10.0,mg/g,w/w,10 mg/g,"[{'name': 'PAMAM G2', 'concentration_value': None, 'concentration_unit': '', 'basis': 'w/w', 'raw': 'PAMAM G2'}]",percent released,50.0,%,72.0,h,Franz Cell,in vitro,SpectraPor RC,Spectrum Laboratories,1000.0,PBS,finite,5 mg,,Figure 4B,1.0,Release was evaluated at physiological pH (7.5),ibupamamg2tfmalaarg,72.0
10.1007/s11095-024-03747-6::sp0004,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU-PAMAM G4-α-tfm-β-Ala-Arg,IBU-PAMAM G4-α-tfm-β-Ala-Arg conjugate 2,Ibuprofen,10.0,mg/g,w/w,10 mg/g,"[{'name': 'PAMAM G4', 'concentration_value': None, 'concentration_unit': '', 'basis': 'w/w', 'raw': 'PAMAM G4'}]",percent released,50.0,%,72.0,h,Franz Cell,in vitro,SpectraPor RC,Spectrum Laboratories,1000.0,PBS,finite,5 mg,,Figure 4B,1.0,Release was evaluated at physiological pH (7.5),ibupamamg4tfmalaarg,72.0
10.1016/j.ijpharm.2019.118975::sp0001,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,L-R_IB,L-R_IB,Ibuprofen,10.0,%,w/w,10%,"[{'name': 'SEBS-L', 'concentration_value': 9.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '9%'}, {'name': 'Regalite™ H1100', 'concentration_value': 36.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '36%'}, {'name': 'Paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '45%'}]",cumulative amount,465.77,µg/cm²,24.0,h,Franz cell,in vitro,pig ear skin,local slaughterhouse,,PBS buffer (pH 7.4),finite,2.54 cm²,0.636,Table 5,1.0,,lrib,24.0
10.1016/j.ijpharm.2019.118975::sp0002,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,L-E_IB,L-E_IB,Ibuprofen,10.0,%,w/w,10%,"[{'name': 'SEBS-L', 'concentration_value': 9.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '9%'}, {'name': 'Eastotac™ H100W', 'concentration_value': 36.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '36%'}, {'name': 'Paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '45%'}]",cumulative amount,522.8,µg/cm²,24.0,h,Franz cell,in vitro,pig ear skin,local slaughterhouse,,PBS buffer (pH 7.4),finite,2.54 cm²,0.636,Table 5,1.0,,leib,24.0
