single_pass_record_id,doi,paper_title,paper_status,source_kind,formulation_label,formulation_name,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,excipient_composition,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,device,study_type,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,source_evidence,confidence,notes,label_norm,time_h
10.1038/s41598-024-57883-5::sp0004,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,C,Ibuprofen-PLA-PEG,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'PLA-PEG', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,87.0,μg,90.0,min,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,c,1.5
10.1038/s41598-024-57883-5::sp0005,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,C,Ibuprofen-PLA-PEG,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'PLA-PEG', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,97.0,μg,120.0,min,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,c,2.0
10.1038/s41598-024-57883-5::sp0006,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,C,Ibuprofen-PLA-PEG,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'PLA-PEG', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,111.0,μg,48.0,h,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,c,48.0
10.1038/s41598-024-57883-5::sp0007,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,C,Ibuprofen-PLA-PEG,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'PLA-PEG', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,135.0,μg,5.0,days,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,c,120.0
10.1038/s41598-024-57883-5::sp0008,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,C,Ibuprofen-PLA-PEG,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'PLA-PEG', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,188.0,μg,9.0,days,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,c,216.0
10.1038/s41598-024-57883-5::sp0010,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,E,Ibuprofen-Star-PLA,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'Star-PLA', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,64.0,μg,2.0,min,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,e,0.03333333333333333
10.1038/s41598-024-57883-5::sp0011,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,E,Ibuprofen-Star-PLA,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'Star-PLA', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,72.0,μg,30.0,min,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,e,0.5
10.1038/s41598-024-57883-5::sp0012,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,E,Ibuprofen-Star-PLA,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'Star-PLA', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,80.0,μg,60.0,min,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,e,1.0
10.1038/s41598-024-57883-5::sp0013,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,E,Ibuprofen-Star-PLA,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'Star-PLA', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,87.0,μg,90.0,min,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,e,1.5
10.1038/s41598-024-57883-5::sp0014,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,E,Ibuprofen-Star-PLA,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'Star-PLA', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,97.0,μg,120.0,min,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,e,2.0
10.1038/s41598-024-57883-5::sp0015,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,E,Ibuprofen-Star-PLA,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'Star-PLA', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,111.0,μg,48.0,h,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,e,48.0
10.1038/s41598-024-57883-5::sp0016,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,E,Ibuprofen-Star-PLA,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'Star-PLA', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,135.0,μg,5.0,days,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,e,120.0
10.1038/s41598-024-57883-5::sp0017,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,E,Ibuprofen-Star-PLA,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'Star-PLA', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,188.0,μg,9.0,days,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,e,216.0
10.1039/d0ra00100g::sp0001,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,ok,pdf_text,[ValOEt][IBU],L-valine ethyl ester ibuprofenate,Ibuprofen,,mg/cm2,Cumulative mass,366.64 mg/cm2,[],Cumulative amount,215.19,mg IBU/cm2,24.0,h,Franz cell,In vitro skin penetration,porcine skin,Porcine skin,,phosphate buffer pH 7.4,finite,500µL of 0.01 g/cm2,1.0,Table 5,1.0,,valoetibu,24.0
10.1039/d0ra00100g::sp0002,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,ok,pdf_text,[ValOiPr][IBU],L-valine isopropyl ester ibuprofenate,Ibuprofen,,mg/cm2,Cumulative mass,604.51 mg/cm2,[],Cumulative amount,341.2,mg IBU/cm2,24.0,h,Franz cell,In vitro skin penetration,porcine skin,Porcine skin,,phosphate buffer pH 7.4,finite,500µL of 0.01 g/cm2,1.0,Table 5,1.0,,valoipribu,24.0
10.1039/d0ra00100g::sp0003,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,ok,pdf_text,[ValOPr][IBU],L-valine propyl ester ibuprofenate,Ibuprofen,,mg/cm2,Cumulative mass,677.41 mg/cm2,[],Cumulative amount,382.35,mg IBU/cm2,24.0,h,Franz cell,In vitro skin penetration,porcine skin,Porcine skin,,phosphate buffer pH 7.4,finite,500µL of 0.01 g/cm2,1.0,Table 5,1.0,,valopribu,24.0
10.1039/d0ra00100g::sp0006,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,ok,pdf_text,[ValOHex][IBU],L-valine hexyl ester ibuprofenate,Ibuprofen,,mg/cm2,Cumulative mass,490.33 mg/cm2,[],Cumulative amount,249.46,mg IBU/cm2,24.0,h,Franz cell,In vitro skin penetration,porcine skin,Porcine skin,,phosphate buffer pH 7.4,finite,500µL of 0.01 g/cm2,1.0,Table 5,1.0,,valohexibu,24.0
10.1186/2050-6511-13-5::sp0001,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Diclofenac 200 μm,Diclofenac,Diclofenac,2.6,mg/ml,not specified,2.6 mg/ml,[],Jmax,8.75,μg/cm²/h,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,diclofenac200m,
10.1186/2050-6511-13-5::sp0002,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Diclofenac 300 μm,Diclofenac,Diclofenac,2.6,mg/ml,not specified,2.6 mg/ml,[],Jmax,11.55,μg/cm²/h,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,diclofenac300m,
10.1186/2050-6511-13-5::sp0003,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Ibuprofen 200 μm,Ibuprofen,Ibuprofen,23.4,mg/ml,not specified,23.4 mg/ml,[],Jmax,368.69,μg/cm²/h,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,ibuprofen200m,
10.1186/2050-6511-13-5::sp0004,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Ibuprofen 300 μm,Ibuprofen,Ibuprofen,23.4,mg/ml,not specified,23.4 mg/ml,[],Jmax,431.52,μg/cm²/h,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,ibuprofen300m,
10.1186/2050-6511-13-5::sp0005,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Ketoprofen 200 μm,Ketoprofen,Ketoprofen,2.4,mg/ml,not specified,2.4 mg/ml,[],Jmax,2.36,μg/cm²/h,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,ketoprofen200m,
10.1186/2050-6511-13-5::sp0006,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Ketoprofen 300 μm,Ketoprofen,Ketoprofen,2.4,mg/ml,not specified,2.4 mg/ml,[],Jmax,2.99,μg/cm²/h,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,ketoprofen300m,
10.1186/2050-6511-13-5::sp0007,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Paracetamol 200 μm,Paracetamol,Paracetamol,17.5,mg/ml,not specified,17.5 mg/ml,[],Jmax,9.97,μg/cm²/h,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,paracetamol200m,
10.1186/2050-6511-13-5::sp0008,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Paracetamol 300 μm,Paracetamol,Paracetamol,17.5,mg/ml,not specified,17.5 mg/ml,[],Jmax,19.42,μg/cm²/h,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,paracetamol300m,
10.1186/2050-6511-13-5::sp0009,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Diclofenac 200 μm,Diclofenac,Diclofenac,2.6,mg/ml,not specified,2.6 mg/ml,[],10-6 Papp,0.93,cm/s,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,diclofenac200m,
10.1186/2050-6511-13-5::sp0010,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Diclofenac 300 μm,Diclofenac,Diclofenac,2.6,mg/ml,not specified,2.6 mg/ml,[],10-6 Papp,1.24,cm/s,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,diclofenac300m,
10.1186/2050-6511-13-5::sp0011,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Ibuprofen 200 μm,Ibuprofen,Ibuprofen,23.4,mg/ml,not specified,23.4 mg/ml,[],10-6 Papp,4.21,cm/s,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,ibuprofen200m,
10.1186/2050-6511-13-5::sp0012,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Ibuprofen 300 μm,Ibuprofen,Ibuprofen,23.4,mg/ml,not specified,23.4 mg/ml,[],10-6 Papp,5.27,cm/s,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,ibuprofen300m,
10.1186/2050-6511-13-5::sp0013,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Ketoprofen 200 μm,Ketoprofen,Ketoprofen,2.4,mg/ml,not specified,2.4 mg/ml,[],10-6 Papp,0.28,cm/s,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,ketoprofen200m,
10.1186/2050-6511-13-5::sp0014,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Ketoprofen 300 μm,Ketoprofen,Ketoprofen,2.4,mg/ml,not specified,2.4 mg/ml,[],10-6 Papp,0.35,cm/s,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,ketoprofen300m,
10.1186/2050-6511-13-5::sp0015,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Paracetamol 200 μm,Paracetamol,Paracetamol,17.5,mg/ml,not specified,17.5 mg/ml,[],10-6 Papp,0.16,cm/s,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,paracetamol200m,
10.1186/2050-6511-13-5::sp0016,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,pdf_text,Paracetamol 300 μm,Paracetamol,Paracetamol,17.5,mg/ml,not specified,17.5 mg/ml,[],10-6 Papp,0.31,cm/s,,,Franz cell,in vitro,bovine split skin,bovine udders,,phosphate buffered saline (PBS),finite,not specified,1.77,Table 1,1.0,,paracetamol300m,
10.1208/s12249-013-9995-4::sp0001,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,html_cache:patcher_structured_sources,F1,Ibuprofen Nanosuspension,Ibuprofen,5.0,% (w/v),w/v,5% (w/v),"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '% (w/v)', 'basis': 'w/v', 'raw': '1% (w/v)'}, {'name': 'HPMC K100', 'concentration_value': 1.0, 'concentration_unit': '% (w/v)', 'basis': 'w/v', 'raw': '1% (w/v)'}]",flux,26.0,μg/cm²/h,,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,not specified,0.64,Table 2,1.0,Nanosuspension with high concentration of Vitamin E TPGS and low viscosity polymer showed favorable results.,f1,
10.1208/s12249-013-9995-4::sp0005,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,html_cache:patcher_structured_sources,F2,Ibuprofen Nanosuspension,Ibuprofen,5.0,% (w/v),w/v,5% (w/v),"[{'name': 'Vitamin E TPGS', 'concentration_value': 3.0, 'concentration_unit': '% (w/v)', 'basis': 'w/v', 'raw': '3% (w/v)'}, {'name': 'HPMC K100', 'concentration_value': 2.0, 'concentration_unit': '% (w/v)', 'basis': 'w/v', 'raw': '2% (w/v)'}]",flux,29.7,μg/cm²/h,,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,not specified,0.64,Table 2,1.0,Formulation with higher TPGS concentration showed higher flux.,f2,
10.1208/s12249-013-9995-4::sp0009,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,html_cache:patcher_structured_sources,F3,Ibuprofen Nanosuspension,Ibuprofen,5.0,% (w/v),w/v,5% (w/v),"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '% (w/v)', 'basis': 'w/v', 'raw': '1% (w/v)'}, {'name': 'HPMC K100', 'concentration_value': 2.0, 'concentration_unit': '% (w/v)', 'basis': 'w/v', 'raw': '2% (w/v)'}]",flux,19.3,μg/cm²/h,,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,not specified,0.64,Table 2,1.0,Formulation with lower concentrations showed lower flux.,f3,
10.1208/s12249-015-0474-y::sp0001,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,pdf_text,ESP,Escitalopram,Escitalopram,,mg,null,null,[],flux,224.48,μg/(cm2 h),8.0,h,diffusion cell,in vitro,rabbit skin,rabbit,,PBS (pH 7.4),finite,not reported,0.95,Table III,1.0,,esp,8.0
10.1208/s12249-015-0474-y::sp0002,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,pdf_text,ESP-BA,Escitalopram - Benzoic Acid,Escitalopram,,mg,null,null,"[{'name': 'Benzoic Acid', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Benzoic Acid'}]",flux,169.85,μg/(cm2 h),8.0,h,diffusion cell,in vitro,rabbit skin,rabbit,,PBS (pH 7.4),finite,not reported,0.95,Table III,1.0,,espba,8.0
10.1208/s12249-015-0474-y::sp0003,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,pdf_text,ESP-IB,Escitalopram - Ibuprofen,Escitalopram,,mg,null,null,"[{'name': 'Ibuprofen', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Ibuprofen'}]",flux,113.09,μg/(cm2 h),8.0,h,diffusion cell,in vitro,rabbit skin,rabbit,,PBS (pH 7.4),finite,not reported,0.95,Table III,1.0,,espib,8.0
10.1208/s12249-015-0474-y::sp0004,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,pdf_text,ESP-SA,Escitalopram - Salicylic Acid,Escitalopram,,mg,null,null,"[{'name': 'Salicylic Acid', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Salicylic Acid'}]",flux,45.61,μg/(cm2 h),8.0,h,diffusion cell,in vitro,rabbit skin,rabbit,,PBS (pH 7.4),finite,not reported,0.95,Table III,1.0,,espsa,8.0
10.1208/s12249-015-0474-y::sp0005,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,pdf_text,ESP-PABA,Escitalopram - p-Aminobenzoic Acid,Escitalopram,,mg,null,null,"[{'name': 'p-Aminobenzoic Acid', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'p-Aminobenzoic Acid'}]",flux,35.11,μg/(cm2 h),8.0,h,diffusion cell,in vitro,rabbit skin,rabbit,,PBS (pH 7.4),finite,not reported,0.95,Table III,1.0,,esppaba,8.0
10.1208/s12249-015-0474-y::sp0006,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,pdf_text,ESP-BSA,Escitalopram - Benzenesulfonic Acid,Escitalopram,,mg,null,null,"[{'name': 'Benzenesulfonic Acid', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Benzenesulfonic Acid'}]",flux,0.32,μg/(cm2 h),8.0,h,diffusion cell,in vitro,rabbit skin,rabbit,,PBS (pH 7.4),finite,not reported,0.95,Table III,1.0,,espbsa,8.0
10.1208/s12249-019-1481-1::sp0001,10.1208/s12249-019-1481-1,Effects of Temperature and Humidity on the Skin Permeation of Hydrophilic and Hydrophobic Drugs.,ok,pdf_text,Mixed Vehicle with AMP,AMP and glycerin vehicle,Aminopyrine,,wt%,Saturated solution,Saturated solution,"[{'name': 'Glycerin', 'concentration_value': 24.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': 'Glycerin 24% in the vehicle'}, {'name': '1,3-Propanediol', 'concentration_value': 6.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': '1,3-Propanediol 6% in the vehicle'}, {'name': '1,3-Butanediol', 'concentration_value': 5.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': '1,3-Butanediol 5% in the vehicle'}, {'name': 'Dipropylene Glycol', 'concentration_value': 4.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': 'Dipropylene Glycol 4% in the vehicle'}, {'name': 'PEG60 CAS', 'concentration_value': 3.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': 'PEG60 CAS 3% in the vehicle'}]",flux,2.33,× 10^-5,1.0,h,Franz cell,IVPT,Porcine ear skin,Landrace-Yorkshire hybrids,1000.0,Phosphate-buffered saline,finite,1.0 ml,1.77,Figure 2b and Table III,,Permeation data reflects cumulative values at different AH.,mixedvehiclewithamp,1.0
10.1208/s12249-019-1481-1::sp0002,10.1208/s12249-019-1481-1,Effects of Temperature and Humidity on the Skin Permeation of Hydrophilic and Hydrophobic Drugs.,ok,pdf_text,Mixed Vehicle with ANP,ANP and glycerin vehicle,Antipyrine,,wt%,Saturated solution,Saturated solution,"[{'name': 'Glycerin', 'concentration_value': 24.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': 'Glycerin 24% in the vehicle'}, {'name': '1,3-Propanediol', 'concentration_value': 6.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': '1,3-Propanediol 6% in the vehicle'}, {'name': '1,3-Butanediol', 'concentration_value': 5.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': '1,3-Butanediol 5% in the vehicle'}, {'name': 'Dipropylene Glycol', 'concentration_value': 4.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': 'Dipropylene Glycol 4% in the vehicle'}, {'name': 'PEG60 CAS', 'concentration_value': 3.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': 'PEG60 CAS 3% in the vehicle'}]",flux,2.33,× 10^-5,1.0,h,Franz cell,IVPT,Porcine ear skin,Landrace-Yorkshire hybrids,1000.0,Phosphate-buffered saline,finite,1.0 ml,1.77,Figure 2a and Table III,,Permeation data for ANP is presented.,mixedvehiclewithanp,1.0
10.1208/s12249-019-1481-1::sp0003,10.1208/s12249-019-1481-1,Effects of Temperature and Humidity on the Skin Permeation of Hydrophilic and Hydrophobic Drugs.,ok,pdf_text,Mixed Vehicle with MP,MP and glycerin vehicle,Methylparaben,,wt%,Saturated solution,Saturated solution,"[{'name': 'Glycerin', 'concentration_value': 24.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': 'Glycerin 24% in the vehicle'}, {'name': '1,3-Propanediol', 'concentration_value': 6.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': '1,3-Propanediol 6% in the vehicle'}, {'name': '1,3-Butanediol', 'concentration_value': 5.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': '1,3-Butanediol 5% in the vehicle'}, {'name': 'Dipropylene Glycol', 'concentration_value': 4.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': 'Dipropylene Glycol 4% in the vehicle'}, {'name': 'PEG60 CAS', 'concentration_value': 3.0, 'concentration_unit': 'wt%', 'basis': 'Vehicle', 'raw': 'PEG60 CAS 3% in the vehicle'}]",flux,2.33,× 10^-5,1.0,h,Franz cell,IVPT,Porcine ear skin,Landrace-Yorkshire hybrids,1000.0,Phosphate-buffered saline,finite,1.0 ml,1.77,Figure 2b and Table III,,Permeation data reflects cumulative values at different AH.,mixedvehiclewithmp,1.0
