single_pass_record_id,doi,paper_title,paper_status,source_kind,formulation_label,formulation_name,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,excipient_composition,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,device,study_type,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,source_evidence,confidence,notes,label_norm,time_h
10.1016/j.ijpharm.2019.118975::sp0006,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,H-E_IB,SEBS-H / Eastotac™ H100W / paraffin oil / ibuprofen patch,ibuprofen,10.0,% w/w,w/w,10% w/w,"[{'name': 'SEBS-H', 'concentration_value': 9.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '9% w/w'}, {'name': 'Eastotac™ H100W', 'concentration_value': 36.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '36% w/w'}, {'name': 'paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '45% w/w'}]",percent released,,null,7.0,h,SR8 PLUS dissolution test station,in vitro release,,,,PBS buffer (pH 7.4),finite,8.04 cm2 patch disk; drug loading 586.5 ± 5.1 µg/cm2,,Section 2.12 Dissolution test; Table 5; Section 3.3 states release completed within 7 h.,0.93,No explicit time-resolved release percentages were reported.,heib,7.0
10.1016/j.ijpharm.2019.118975::sp0007,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,L-R_IB,SEBS-L / Regalite™ R1100 / paraffin oil / ibuprofen patch,ibuprofen,10.0,% w/w,w/w,10% w/w,"[{'name': 'SEBS-L', 'concentration_value': 9.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '9% w/w'}, {'name': 'Regalite™ R1100', 'concentration_value': 36.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '36% w/w'}, {'name': 'paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '45% w/w'}]",flux,21.94,µg/cm2 h,24.0,h,modified Franz cell,in vitro skin permeation,pig ear skin,"ears of different pigs from a local slaughterhouse (Milan, Italy)",,physiological solution,finite,2.54 cm2 patch applied to skin; permeation cell diffusion area 0.636 cm2,0.636,Section 2.13 In vitro skin permeation study; Table 5 reports J = 21.94 ± 0.48 µg/cm2 h and Q24h = 465.77 ± 12.83 µg/cm2; Fig. 6 shows the profile.,0.98,"Occlusive conditions; receptor continuously stirred; samples taken at 1, 3, 5, 7, 24 h.",lrib,24.0
10.1016/j.ijpharm.2019.118975::sp0008,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,L-E_IB,SEBS-L / Eastotac™ H100W / paraffin oil / ibuprofen patch,ibuprofen,10.0,% w/w,w/w,10% w/w,"[{'name': 'SEBS-L', 'concentration_value': 9.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '9% w/w'}, {'name': 'Eastotac™ H100W', 'concentration_value': 36.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '36% w/w'}, {'name': 'paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '45% w/w'}]",flux,23.65,µg/cm2 h,24.0,h,modified Franz cell,in vitro skin permeation,pig ear skin,"ears of different pigs from a local slaughterhouse (Milan, Italy)",,physiological solution,finite,2.54 cm2 patch applied to skin; permeation cell diffusion area 0.636 cm2,0.636,Section 2.13; Table 5; Fig. 6.,0.98,"Permeation timepoints explicitly reported as 1, 3, 5, 7, 24 h in methods, but only 24 h summary values are tabulated.",leib,24.0
10.1016/j.ijpharm.2019.118975::sp0009,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,M-R_IB,SEBS-M / Regalite™ R1100 / paraffin oil / ibuprofen patch,ibuprofen,10.0,% w/w,w/w,10% w/w,"[{'name': 'SEBS-M', 'concentration_value': 9.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '9% w/w'}, {'name': 'Regalite™ R1100', 'concentration_value': 36.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '36% w/w'}, {'name': 'paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '45% w/w'}]",flux,15.44,µg/cm2 h,24.0,h,modified Franz cell,in vitro skin permeation,pig ear skin,"ears of different pigs from a local slaughterhouse (Milan, Italy)",,physiological solution,finite,2.54 cm2 patch applied to skin; permeation cell diffusion area 0.636 cm2,0.636,Section 2.13; Table 5; Fig. 6.,0.98,Only Q24h/J summary values reported in Table 5.,mrib,24.0
10.1016/j.ijpharm.2019.118975::sp0010,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,M-E_IB,SEBS-M / Eastotac™ H100W / paraffin oil / ibuprofen patch,ibuprofen,10.0,% w/w,w/w,10% w/w,"[{'name': 'SEBS-M', 'concentration_value': 9.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '9% w/w'}, {'name': 'Eastotac™ H100W', 'concentration_value': 36.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '36% w/w'}, {'name': 'paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '45% w/w'}]",flux,14.39,µg/cm2 h,24.0,h,modified Franz cell,in vitro skin permeation,pig ear skin,"ears of different pigs from a local slaughterhouse (Milan, Italy)",,physiological solution,finite,2.54 cm2 patch applied to skin; permeation cell diffusion area 0.636 cm2,0.636,Section 2.13; Table 5; Fig. 6.,0.98,Only Q24h/J summary values reported in Table 5.,meib,24.0
10.1016/j.ijpharm.2019.118975::sp0011,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,H-R_IB,SEBS-H / Regalite™ R1100 / paraffin oil / ibuprofen patch,ibuprofen,10.0,% w/w,w/w,10% w/w,"[{'name': 'SEBS-H', 'concentration_value': 9.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '9% w/w'}, {'name': 'Regalite™ R1100', 'concentration_value': 36.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '36% w/w'}, {'name': 'paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '45% w/w'}]",flux,13.03,µg/cm2 h,24.0,h,modified Franz cell,in vitro skin permeation,pig ear skin,"ears of different pigs from a local slaughterhouse (Milan, Italy)",,physiological solution,finite,2.54 cm2 patch applied to skin; permeation cell diffusion area 0.636 cm2,0.636,Section 2.13; Table 5; Fig. 6.,0.98,Only Q24h/J summary values reported in Table 5.,hrib,24.0
10.1016/j.ijpharm.2019.118975::sp0012,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,H-E_IB,SEBS-H / Eastotac™ H100W / paraffin oil / ibuprofen patch,ibuprofen,10.0,% w/w,w/w,10% w/w,"[{'name': 'SEBS-H', 'concentration_value': 9.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '9% w/w'}, {'name': 'Eastotac™ H100W', 'concentration_value': 36.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '36% w/w'}, {'name': 'paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': '45% w/w'}]",flux,13.21,µg/cm2 h,24.0,h,modified Franz cell,in vitro skin permeation,pig ear skin,"ears of different pigs from a local slaughterhouse (Milan, Italy)",,physiological solution,finite,2.54 cm2 patch applied to skin; permeation cell diffusion area 0.636 cm2,0.636,Section 2.13; Table 5; Fig. 6.,0.98,Only Q24h/J summary values reported in Table 5.,heib,24.0
10.1016/j.ijpharm.2019.118975::sp0013,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,Ibupas®,commercial reference product Ibupas®,ibuprofen,,,,,[],flux,11.79,µg/cm2 h,24.0,h,modified Franz cell,in vitro skin permeation,pig ear skin,"ears of different pigs from a local slaughterhouse (Milan, Italy)",,physiological solution,finite,commercial reference patch; area not stated in permeation section,0.636,"Section 2.13 and Table 5; Fig. 6. Table 5 lists Ibupas® with k, J and Q24h; drug content not determined.",0.9,API concentration/excipients not reported in paper for the commercial product.,ibupas,24.0
10.1016/j.jpba.2019.04.040::sp0001,10.1016/j.jpba.2019.04.040,Selective modification of skin barrier lipids.,ok,,Water-treated control skin + caffeine,Water-treated control skin exposed to caffeine solution,caffeine,1.0,%,w/v in ethanol-water (1:1) solution,10 µl of ethanol-water (1:1) solution of caffeine (1%),"[{'name': 'ethanol-water', 'concentration_value': 1.0, 'concentration_unit': '1:1', 'basis': '', 'raw': 'ethanol-water (1:1)'}]",cumulative amount,3.22,µg/cm2,24.0,h,glass Franz diffusion cell,in vitro percutaneous assay,porcine skin (dermatomed skin discs),"freshly sacrificed domestic pigs (three donors), back skin",500.0,1% bovine serum albumin + 0.04% gentamicin sulfate in phosphate-buffered saline (pH 7.4) aqueous solution,finite,10 µl applied to entire skin surface after pretreatment; 90 µl pretreatment with water,1.86,Table 4 and Section 2.5 In vitro percutaneous assay; Table 4 lists RF = 3.22 ± 0.74 µg/cm2 and percutaneous absorption = 3.89 ± 0.95 for water-treated skin; conditions in Section 2.5 and 2.2.,0.95,Endpoint recorded as receptor-fluid amount because table reports compartmental distribution; cumulative amount over 24 h not explicitly separated for this cell beyond compartment sum. Here the extracted value is the receptor fluid amount from Table 4.,watertreatedcontrolskincaffeine,24.0
10.1016/j.jpba.2019.04.040::sp0002,10.1016/j.jpba.2019.04.040,Selective modification of skin barrier lipids.,ok,,SLS-treated skin + caffeine,SLS-pretreated skin exposed to caffeine solution,caffeine,1.0,%,w/v in ethanol-water (1:1) solution,10 µl of ethanol-water (1:1) solution of caffeine (1%),"[{'name': 'sodium laureth sulfate', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'pretreatment solution', 'raw': 'Ac or SLS (1 %)'}]",cumulative amount,25.45,µg/cm2,24.0,h,glass Franz diffusion cell,in vitro percutaneous assay,porcine skin (dermatomed skin discs),"freshly sacrificed domestic pigs (three donors), back skin",500.0,1% bovine serum albumin + 0.04% gentamicin sulfate in phosphate-buffered saline (pH 7.4) aqueous solution,finite,10 µl applied to entire skin surface after pretreatment; 90 µl pretreatment with 1% SLS,1.86,Table 4 and Section 2.5; Table 4 lists RF = 25.45 ± 7.55 µg/cm2 and percutaneous absorption = 27.00 ± 7.64 for SLS-treated skin; Section 2.5 gives Franz cell and dose conditions.,0.95,Extracted RF compartment amount. Table 4 also provides total percutaneous absorption 27.00 ± 7.64 µg/cm2.,slstreatedskincaffeine,24.0
10.1016/j.jpba.2019.04.040::sp0003,10.1016/j.jpba.2019.04.040,Selective modification of skin barrier lipids.,ok,,Acetone-treated skin + caffeine,Acetone-pretreated skin exposed to caffeine solution,caffeine,1.0,%,w/v in ethanol-water (1:1) solution,10 µl of ethanol-water (1:1) solution of caffeine (1%),"[{'name': 'acetone', 'concentration_value': 100.0, 'concentration_unit': '%', 'basis': 'pretreatment solution', 'raw': '90 µl of Ac (100 %)'}]",cumulative amount,1.65,µg/cm2,24.0,h,glass Franz diffusion cell,in vitro percutaneous assay,porcine skin (dermatomed skin discs),"freshly sacrificed domestic pigs (three donors), back skin",500.0,1% bovine serum albumin + 0.04% gentamicin sulfate in phosphate-buffered saline (pH 7.4) aqueous solution,finite,10 µl applied to entire skin surface after pretreatment; 90 µl pretreatment with acetone,1.86,Table 4 and Section 2.5; Table 4 lists RF = 1.65 ± 0.61 µg/cm2 and percutaneous absorption = 2.26 ± 0.72 for Ac-treated skin; Section 2.5 specifies 90 µl Ac pretreatment and 10 µl caffeine dosing.,0.95,Extracted RF compartment amount. Table 4 also provides total percutaneous absorption 2.26 ± 0.72 µg/cm2.,acetonetreatedskincaffeine,24.0
10.1016/j.jpba.2019.04.040::sp0004,10.1016/j.jpba.2019.04.040,Selective modification of skin barrier lipids.,ok,,Water-treated control skin + ibuprofen,Water-treated control skin exposed to ibuprofen solution,ibuprofen,1.0,%,w/v in ethanol-water (1:1) solution,10 µl of ethanol-water (1:1) solution of ibuprofen (1%),"[{'name': 'ethanol-water', 'concentration_value': 1.0, 'concentration_unit': '1:1', 'basis': '', 'raw': 'ethanol-water (1:1)'}]",cumulative amount,7.56,µg/cm2,24.0,h,glass Franz diffusion cell,in vitro percutaneous assay,porcine skin (dermatomed skin discs),"freshly sacrificed domestic pigs (three donors), back skin",500.0,phosphate-buffered saline (pH 7.4) aqueous solution,finite,10 µl applied to entire skin surface after pretreatment; 90 µl pretreatment with water,1.86,Table 5 and Section 2.5; Table 5 lists RF = 7.56 ± 0.84 µg/cm2 and percutaneous absorption = 9.03 ± 1.18 for water-treated skin; Section 2.5 states ibuprofen receptor fluid was PBS pH 7.4 and dosing conditions.,0.95,Extracted RF compartment amount. Table 5 also provides total percutaneous absorption 9.03 ± 1.18 µg/cm2.,watertreatedcontrolskinibuprofen,24.0
10.1016/j.jpba.2019.04.040::sp0005,10.1016/j.jpba.2019.04.040,Selective modification of skin barrier lipids.,ok,,SLS-treated skin + ibuprofen,SLS-pretreated skin exposed to ibuprofen solution,ibuprofen,1.0,%,w/v in ethanol-water (1:1) solution,10 µl of ethanol-water (1:1) solution of ibuprofen (1%),"[{'name': 'sodium laureth sulfate', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'pretreatment solution', 'raw': 'Ac or SLS (1 %)'}]",cumulative amount,35.4,µg/cm2,24.0,h,glass Franz diffusion cell,in vitro percutaneous assay,porcine skin (dermatomed skin discs),"freshly sacrificed domestic pigs (three donors), back skin",500.0,phosphate-buffered saline (pH 7.4) aqueous solution,finite,10 µl applied to entire skin surface after pretreatment; 90 µl pretreatment with 1% SLS,1.86,Table 5 and Section 2.5; Table 5 lists RF = 35.40 ± 10.78 µg/cm2 and percutaneous absorption = 37.05 ± 10.23 for SLS-treated skin; Section 2.5 provides pretreatment and receptor medium.,0.95,Extracted RF compartment amount. Table 5 also provides total percutaneous absorption 37.05 ± 10.23 µg/cm2.,slstreatedskinibuprofen,24.0
10.1016/j.jpba.2019.04.040::sp0006,10.1016/j.jpba.2019.04.040,Selective modification of skin barrier lipids.,ok,,Acetone-treated skin + ibuprofen,Acetone-pretreated skin exposed to ibuprofen solution,ibuprofen,1.0,%,w/v in ethanol-water (1:1) solution,10 µl of ethanol-water (1:1) solution of ibuprofen (1%),"[{'name': 'acetone', 'concentration_value': 100.0, 'concentration_unit': '%', 'basis': 'pretreatment solution', 'raw': '90 µl of Ac (100 %)'}]",cumulative amount,11.19,µg/cm2,24.0,h,glass Franz diffusion cell,in vitro percutaneous assay,porcine skin (dermatomed skin discs),"freshly sacrificed domestic pigs (three donors), back skin",500.0,phosphate-buffered saline (pH 7.4) aqueous solution,finite,10 µl applied to entire skin surface after pretreatment; 90 µl pretreatment with acetone,1.86,Table 5 and Section 2.5; Table 5 lists RF = 11.19 ± 2.72 µg/cm2 and percutaneous absorption = 13.68 ± 2.78 for Ac-treated skin; Section 2.5 gives Ac pretreatment and ibuprofen receptor fluid conditions.,0.95,Extracted RF compartment amount. Table 5 also provides total percutaneous absorption 13.68 ± 2.78 µg/cm2.,acetonetreatedskinibuprofen,24.0
10.1021/acs.molpharmaceut.0c00720::sp0001,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,ok,,P+-Ibuprofen ion-pair,Photo-switchable phosphonium azobenzene ibuprofen salt,Ibuprofen,8.0,mM,aqueous solution,8 mM aqueous solution of the P+-Ibuprofen ion-pair,[],cumulative permeation,,,3.0,min,membrane permeation test (not explicitly named Franz cell in the visible text),in vitro membrane permeation,Strat-M synthetic skin membrane,Merck Millipore / preclinical synthetic model skin membrane (brand Strat-M®),,,finite,drop applied to membrane,,"Main text page 5: ""the ion-pair was applied to synthetic model membranes of skin (Strat-M®-membranes). After 3 minutes, the ion-pair in cis (UV light) permeated into the membrane and could not be wiped off...""; Figure 4A/B/C caption. No numeric permeation amount reported for this timepoint.",0.88,Qualitative in vitro permeation result only; no cumulative amount or flux value explicitly reported in the visible paper text/figures.,pibuprofenionpair,0.05
10.1021/acs.molpharmaceut.0c00720::sp0002,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,ok,,P+-Ibuprofen ion-pair,Photo-switchable phosphonium azobenzene ibuprofen salt,Ibuprofen,8.0,mM,aqueous solution,8 mM aqueous solution of the P+-Ibuprofen ion-pair,[],lag time / permeation equilibrium time,18.0,h,,,membrane permeation test (not explicitly named Franz cell in the visible text),in vitro membrane permeation,Strat-M synthetic skin membrane,Merck Millipore / preclinical synthetic model skin membrane (brand Strat-M®),,,finite,drop applied to membrane,,"Main text page 5 and Figure 4C: ""The trans-isomer had a lag time of about 18 hours and reached equilibrium after 72 hours...""",0.93,"Reported as lag time, not a standard permeation endpoint; included because it directly describes permeation kinetics.",pibuprofenionpair,
10.1021/acs.molpharmaceut.0c00720::sp0003,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,ok,,P+-Ibuprofen ion-pair,Photo-switchable phosphonium azobenzene ibuprofen salt,Ibuprofen,8.0,mM,aqueous solution,8 mM aqueous solution of the P+-Ibuprofen ion-pair,[],cumulative permeation equilibrium time,72.0,h,,,membrane permeation test (not explicitly named Franz cell in the visible text),in vitro membrane permeation,Strat-M synthetic skin membrane,Merck Millipore / preclinical synthetic model skin membrane (brand Strat-M®),,,finite,drop applied to membrane,,"Main text page 5 and Figure 4C: ""The trans-isomer had a lag time of about 18 hours and reached equilibrium after 72 hours, whereas the cis-isomer readily penetrated through the model membrane and reached equilibrium in less than 12 hours...""",0.93,Equilibrium time used as permeation readout; no permeation amount/flux value explicitly given in visible text.,pibuprofenionpair,
10.1021/acs.molpharmaceut.0c00720::sp0004,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,ok,,P+-Ibuprofen ion-pair,Photo-switchable phosphonium azobenzene ibuprofen salt,Ibuprofen,8.0,mM,aqueous solution,8 mM aqueous solution of the P+-Ibuprofen ion-pair,[],permeation equilibrium time,12.0,h,,,membrane permeation test (not explicitly named Franz cell in the visible text),in vitro membrane permeation,Strat-M synthetic skin membrane,Merck Millipore / preclinical synthetic model skin membrane (brand Strat-M®),,,finite,drop applied to membrane,,"Main text page 5 and Figure 4C: ""whereas the cis-isomer readily penetrated through the model membrane and reached equilibrium in less than 12 hours following exponential patterns"".",0.93,Upper-bound time only ('less than 12 hours') reported; recorded as 12 h approximate ceiling since schema requires numeric value.,pibuprofenionpair,
10.1038/s41598-020-74885-1::sp0001,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,12% PCL-IBU,Single layer electrospun polycaprolactone mat with ibuprofen,Ibuprofen,4.0,mg/mL,solution concentration during fabrication,IBU (4 mg/ml) in 12% (w/v) PCL solution,"[{'name': 'Polycaprolactone (PCL)', 'concentration_value': 12.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '12% (w/v) PCL solution dissolved in 1:1 ratio of DCM and DMF'}, {'name': 'Dichloromethane (DCM)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': '1:1 ratio of DCM and DMF'}, {'name': 'Dimethyl formamide (DMF)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': '1:1 ratio of DCM and DMF'}]",percent released,66.43,%,1.0,day,other,in vitro release,electrospun PCL mat,fabricated in study,,"Dulbecco's phosphate buffered saline (DPBS, pH 7.4)",finite,1 cm × 1 cm fibrous mat suspended in 2 mL DPBS,1.0,"Results > Cumulative drug release analysis; Fig. 7; Experimental > Drug release and kinetics analysis (62-day release in 2 mL DPBS, n=3).",0.98,Day-1 burst release reported in text as part of cumulative release analysis.,12pclibu,24.0
10.1038/s41598-020-74885-1::sp0002,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,12% PCL-IBU,Single layer electrospun polycaprolactone mat with ibuprofen,Ibuprofen,4.0,mg/mL,solution concentration during fabrication,IBU (4 mg/ml) in 12% (w/v) PCL solution,"[{'name': 'Polycaprolactone (PCL)', 'concentration_value': 12.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '12% (w/v) PCL solution dissolved in 1:1 ratio of DCM and DMF'}, {'name': 'Dichloromethane (DCM)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': '1:1 ratio of DCM and DMF'}, {'name': 'Dimethyl formamide (DMF)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': '1:1 ratio of DCM and DMF'}]",percent released,86.08,%,62.0,day,other,in vitro release,electrospun PCL mat,fabricated in study,,"Dulbecco's phosphate buffered saline (DPBS, pH 7.4)",finite,1 cm × 1 cm fibrous mat suspended in 2 mL DPBS,1.0,Results > Cumulative drug release analysis; Fig. 7; Experimental > Drug release and kinetics analysis.,0.98,Cumulative release at end of 62 days.,12pclibu,1488.0
10.1038/s41598-020-74885-1::sp0003,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,10% PCLSW-1,Tri-layer electrospun polycaprolactone sandwich mat,Ibuprofen,4.0,mg/mL,solution concentration during fabrication of middle layer,"12% PCL-IBU loaded middle layer, 2 ml coat","[{'name': 'Polycaprolactone (PCL) bottom layer', 'concentration_value': 10.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '10% PCL, 1 ml coat'}, {'name': 'Polycaprolactone (PCL) middle layer with ibuprofen', 'concentration_value': 12.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '12% PCL-IBU Loaded, 2 ml coat'}, {'name': 'Polycaprolactone (PCL) top layer', 'concentration_value': 10.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '10% PCL, 1 ml coat'}, {'name': 'Dichloromethane (DCM)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'PCL dissolved in 1:1 ratio of DCM and DMF'}, {'name': 'Dimethyl formamide (DMF)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'PCL dissolved in 1:1 ratio of DCM and DMF'}]",percent released,57.87,%,1.0,day,other,in vitro release,electrospun PCL sandwich mat,fabricated in study,,"Dulbecco's phosphate buffered saline (DPBS, pH 7.4)",finite,1 cm × 1 cm fibrous mat suspended in 2 mL DPBS,1.0,Results > Cumulative drug release analysis; Fig. 7; Table 1 composition of sandwich and non sandwich mats; Experimental > Drug release and kinetics analysis.,0.98,Day-1 burst release.,10pclsw1,24.0
10.1038/s41598-020-74885-1::sp0004,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,10% PCLSW-1,Tri-layer electrospun polycaprolactone sandwich mat,Ibuprofen,4.0,mg/mL,solution concentration during fabrication of middle layer,"12% PCL-IBU loaded middle layer, 2 ml coat","[{'name': 'Polycaprolactone (PCL) bottom layer', 'concentration_value': 10.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '10% PCL, 1 ml coat'}, {'name': 'Polycaprolactone (PCL) middle layer with ibuprofen', 'concentration_value': 12.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '12% PCL-IBU Loaded, 2 ml coat'}, {'name': 'Polycaprolactone (PCL) top layer', 'concentration_value': 10.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '10% PCL, 1 ml coat'}, {'name': 'Dichloromethane (DCM)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'PCL dissolved in 1:1 ratio of DCM and DMF'}, {'name': 'Dimethyl formamide (DMF)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'PCL dissolved in 1:1 ratio of DCM and DMF'}]",percent released,69.45,%,62.0,day,other,in vitro release,electrospun PCL sandwich mat,fabricated in study,,"Dulbecco's phosphate buffered saline (DPBS, pH 7.4)",finite,1 cm × 1 cm fibrous mat suspended in 2 mL DPBS,1.0,Results > Cumulative drug release analysis; Fig. 7; Table 2 for kinetics context; Experimental > Drug release and kinetics analysis.,0.98,Cumulative release at end of 62 days.,10pclsw1,1488.0
10.1038/s41598-020-74885-1::sp0005,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,10% PCLSW-2,Tri-layer electrospun polycaprolactone sandwich mat,Ibuprofen,4.0,mg/mL,solution concentration during fabrication of middle layer,"12% PCL-IBU loaded middle layer, 2 ml coat","[{'name': 'Polycaprolactone (PCL) bottom layer', 'concentration_value': 10.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '10% PCL, 2 ml coat'}, {'name': 'Polycaprolactone (PCL) middle layer with ibuprofen', 'concentration_value': 12.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '12% PCL-IBU Loaded, 2 ml coat'}, {'name': 'Polycaprolactone (PCL) top layer', 'concentration_value': 10.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '10% PCL, 2 ml coat'}, {'name': 'Dichloromethane (DCM)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'PCL dissolved in 1:1 ratio of DCM and DMF'}, {'name': 'Dimethyl formamide (DMF)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'PCL dissolved in 1:1 ratio of DCM and DMF'}]",percent released,53.61,%,1.0,day,other,in vitro release,electrospun PCL sandwich mat,fabricated in study,,"Dulbecco's phosphate buffered saline (DPBS, pH 7.4)",finite,1 cm × 1 cm fibrous mat suspended in 2 mL DPBS,1.0,Results > Cumulative drug release analysis; Fig. 7; Table 1 composition of sandwich and non sandwich mats; Experimental > Drug release and kinetics analysis.,0.98,Day-1 burst release.,10pclsw2,24.0
10.1038/s41598-020-74885-1::sp0006,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,10% PCLSW-2,Tri-layer electrospun polycaprolactone sandwich mat,Ibuprofen,4.0,mg/mL,solution concentration during fabrication of middle layer,"12% PCL-IBU loaded middle layer, 2 ml coat","[{'name': 'Polycaprolactone (PCL) bottom layer', 'concentration_value': 10.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '10% PCL, 2 ml coat'}, {'name': 'Polycaprolactone (PCL) middle layer with ibuprofen', 'concentration_value': 12.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '12% PCL-IBU Loaded, 2 ml coat'}, {'name': 'Polycaprolactone (PCL) top layer', 'concentration_value': 10.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '10% PCL, 2 ml coat'}, {'name': 'Dichloromethane (DCM)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'PCL dissolved in 1:1 ratio of DCM and DMF'}, {'name': 'Dimethyl formamide (DMF)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'PCL dissolved in 1:1 ratio of DCM and DMF'}]",percent released,66.18,%,62.0,day,other,in vitro release,electrospun PCL sandwich mat,fabricated in study,,"Dulbecco's phosphate buffered saline (DPBS, pH 7.4)",finite,1 cm × 1 cm fibrous mat suspended in 2 mL DPBS,1.0,Results > Cumulative drug release analysis; Fig. 7; Experimental > Drug release and kinetics analysis.,0.98,Cumulative release at end of 62 days.,10pclsw2,1488.0
