source,id,pmid,pmcid,doi,title,abstract,year,journal,authors,url,query_used,rule_relevance_label,rule_confidence,rule_hints,rule_exclusions,queue,relevance_label,mentions_franz_in_abstract,likely_study_type,likely_has_measurable_endpoint,likely_has_formulation_info,likely_barrier_category,what_to_check_in_fulltext,rationale,confidence
MED,33178456,33178456.0,PMC7609152,10.1155/2020/8672850,"Inflammation, HIV, and Immune Quiescence: Leveraging on Immunomodulatory Products to Reduce HIV Susceptibility.","The relationship between inflammation and HIV has been a focus of research over the last decade. In HIV-infected individuals, increased HIV-associated immune activation significantly correlated to disease progression. While genital inflammation (GI) has been shown to significantly increase the risk of HIV acquisition and transmission, immune correlates for reduced risk remain limited. In certain HIV-exposed seronegative individuals, an immune quiescent phenotype characterized reduced risk. Immune quiescence is defined by specific, targeted, highly regulated immune responses that hinder overt inflammation or immune activation. Targeted management of inflammation, therefore, is a plausible strategy to mitigate HIV risk and slow disease progression. Nonsteroidal anti-inflammatory drugs (NSAIDs) such as hydroxychloroquine and aspirin have shown encouraging preliminary results in low-risk women by reducing systemic and genital immune activation. A topical NSAID, containing ibuprofen, is effective in treating vulvovaginal inflammation. Additionally, the glucocorticoids (GCs), prednisolone, and dexamethasone are used to treat HIV-associated immune activation. Collectively, these data inform on immune-modulating drugs to reduce HIV risk. However, the prolonged use of these pharmaceutical drugs is associated with adverse effects, both systemically and to a lesser extent topically. Natural products with their reduced side effects coupled with anti-inflammatory properties render them viable options. Lactic acid (LA) has immunomodulatory properties. LA regulates the genital microbiome by facilitating the growth of <i>Lactobacillus</i> species, while simultaneously limiting bacterial species that cause microbial dysbiosis and GI. Glycerol monolaurate, besides being anti-inflammatory, also inhibited SIV infections in rhesus macaques. The proposed pharmaceutical and natural products could be used in combination with either antiretrovirals for treatment or preexposure prophylaxis for HIV prevention. This review provides a summary on the associations between inflammation, HIV risk, and disease progression. Furthermore, we use the knowledge from immune quiescence to exploit the use of pharmaceutical and natural products as strategic interventions to manage inflammation, toward mitigating HIV infections.",2020,,"Cromarty R, Archary D.",https://downloads.hindawi.com/journals/art/2020/8672850.pdf,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,['\\btopical\\b'],[],later,maybe,no,uncertain,uncertain,yes,uncertain,"['Details on the topical NSAID formulation with ibuprofen', 'Study results on dermal absorption rates', 'Measurable outcomes related to skin inflammation', ""Comparison of ibuprofen's effects versus other substances mentioned""]","The abstract discusses topical NSAIDs, including ibuprofen, but lacks specific details on formulation and measurable endpoints relevant to IVPT or IVRT.",0.6
MED,33061985,33061985.0,PMC7542517,10.1155/2020/8885338,Repurposing of Drugs for Antibacterial Activities on Selected ESKAPE Bacteria <i>Staphylococcus aureus</i> and <i>Pseudomonas aeruginosa</i>.,"Increasing cases of multidrug-resistant pathogens have evolved into a global health crisis. ESKAPE group of bacteria are associated with antibiotic resistance, and infections caused by these pathogens result in high mortality and morbidity. However, <i>de novo</i> synthesis of antibiotics is expensive and time-consuming since the development of a new drug has to go through several clinical trials. Repurposing of old drugs for the treatment of antimicrobial resistant pathogens has been explored as an alternative strategy in the field of antimicrobial drug discovery. Ten non-antimicrobial compounds were screened for antibacterial activity on two ESKAPE organisms, <i>Staphylococcus aureus</i> and <i>Pseudomonas aeruginosa</i>. The drugs used in this study were amodiaquine an antimalarial drug, probenecid used to prevent gout, ibuprofen a painkiller, 2-amino-5-chlorobenzaxazole used as a tool for assessing hepatic cytochrome P450 activity in rodents, ellargic acid an antioxidant, quercetin an antioxidant and anti-inflammatory drug, N-N diacryloylpiperazine used to crosslink polyacrylamide gel in 2D-protein electrophoresis, epicatechin an antioxidant and antiviral drug, curcumin an anticancer drug, and quinine an antimalarial drug. Antibacterial susceptibility tests were carried out for the 10 compounds. Curcumin exhibited the most potent antimicrobial activity against both bacteria, with MICs of 50 <i>μ</i>g/ml and 100 <i>μ</i>g/ml for <i>P. aeruginosa</i> and <i>S. aureus</i>, respectively. Ellargic acid was found to have an MIC of 100 <i>μ</i>g/ml against <i>S. aureus.</i> Curcumin caused protein and nucleic acid leakage from the bacterial cell membrane in both bacterial species. When curcumin was combined with ciprofloxacin, it was found to enhance the antibacterial effects of ciprofloxacin. The combination with ciprofloxacin reduced the MIC for ciprofloxacin from 0.5 <i>μ</i>g/ml to 0.0625 <i>μ</i>g/ml on <i>P. aeruginosa</i> and 0.25 <i>μ</i>g/ml to 0.0625 <i>μ</i>g/ml on <i>S. aureus</i>. The results obtained show that curcumin has antibacterial activity against <i>S. aureus</i> and <i>P. aeruginosa</i> and may enhance the antibacterial activity of ciprofloxacin.",2020,,"Kamurai B, Mombeshora M, Mukanganyama S.",https://doi.org/10.1155/2020/8885338,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,['\\bmembrane\\b'],[],park,not_relevant,no,uncertain,yes,no,uncertain,"[""Details on ibuprofen's specific antibacterial activity"", 'Any formulation information related to ibuprofen for dermal application', 'End points related to skin penetration or diffusion studies']","The abstract discusses repurposing of ibuprofen but does not provide specific data related to its dermal formulation, penetration, or relevant endpoints for IVPT/IVRT. Its inclusion seems limited to a broader discussion of antibacterial activity which may not align with specific dermal delivery studies.",0.6
MED,35898486,35898486.0,PMC9313958,10.1155/2022/1020504,The Healing Effects of Piano Practice-Induced Hand Muscle Injury.,"<h4>Background</h4>The muscles related to piano practice are mainly concentrated in the fingers and upper limbs, and the muscles related to other parts of the body are weak. Compared with other sports injuries, the injuries caused by piano practice are mainly chronic injuries caused by long-term strain of the upper limbs, and acute injuries rarely occur. The purpose of this study was to analyze the therapeutic effect of hand muscle injury caused by piano practice.<h4>Method</h4>A total of 60 patients with hand muscle injury caused by piano practice admitted to our hospital from January 2019 to June 2020 were selected. According to the number random grouping method, they were randomly divided into two groups. There were 30 patients in the observation group, including 20 males and 10 females, aged 24-53 (39.51 ± 7.01) years old, and the course of disease was 1-5 (3.24 ± 1.62) months. In the control group, there were 30 patients, including 18 males and 12 females, aged 24-56 (39.62 ± 7.17) years old, and the course of disease was 1.5-5 (3.14 ± 1.71) months. If the observation group experienced excessive pain, the group took ibuprofen sustained-release capsules. On weekdays, exercise your fingers 2-3 times per day. After the intervention, the wrist joint function score of the observation group was higher than that before the intervention.<h4>Results</h4>Before treatment, there was no significant difference in pain level scores between the two groups (<i>P</i> > 0.05). After treatment, the limb pain score in the observation group was lower than that in the control group. The effective rate of hand tendon rehabilitation in the observation group was 93.33%. The effective rate of hand tendon rehabilitation in the control group was 70.00%. The comparison results showed that there was statistical significance (<i>P</i> < 0.05). The score of the observation group was significantly higher than that of the control group, with statistically significant differences (<i>P</i> < 0.05).<h4>Conclusion</h4>Piano workouts can cause hand muscle difficulties, which can be alleviated by daily finger gymnastics. Daily finger exercises are simple and not limited by time and place. Piano practitioners can use the spare time of daily training and performance to exercise for a long time, so as to prevent or recover finger muscle damage caused by piano practice. It has the potential to help pianists avoid hand muscle injuries when practicing while also allowing music to reach its full potential.",2022,,"Yu H, Luo X.",https://downloads.hindawi.com/journals/cmmm/2022/1020504.pdf,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,['\\brelease\\b'],[],park,not_relevant,no,uncertain,yes,no,uncertain,"['Details on ibuprofen formulation', 'Measurable endpoints related to dermal application', 'Methodology for pain score assessments']","The study focuses on hand muscle injuries related to piano practice and the therapeutic effects of ibuprofen, but it does not discuss dermal formulations or diffusion-cell methods relevant to IVPT/IVRT.",0.7
MED,37609005,37609005.0,PMC10442183,10.1155/2023/5535344,"Extraction, Characterization, and Evaluation of <i>Lepidium sativum</i> Linn. Mucilage as a Mucoadhesive Polymer.","Being biocompatible, less toxic, cheap, easily available, and environmentally friendly, there is an increased trust in natural polymers in the drug delivery system. Mucilages, among the natural polymers, are the primary metabolites of plants that have been widely utilized in pharmaceutical manufacturing for different purposes, and mucoadhesive is one among them. The present study was designed to investigate the use of LSM as a mucoadhesive polymer using ibuprofen as a model drug. The mucilage was extracted following an aqueous extraction method and its percentage yield was found to be 13.2% w/w. Besides, three microsphere formulations of ibuprofen were prepared using synthetic polymer hydroxyl propyl methyl cellulose (HPMC) K100M and the LSM in polymer to drug ratios of 1 : 1, 1 : 5, and 3 : 5 by applying ionotropic gelation followed by solvent evaporation methods. The microspheres were evaluated for various micromeritic properties and all the formulations exhibited free-flowing properties. Optical microscopic pictures of almost all the microspheres except F3 and F6 (which had more or less spherical shapes) were found to have irregular and discrete shapes. Besides, the surfaces of all the formulations were rough in texture. The drug entrapment efficiency of the microspheres was found to be between 52.08% ± 0.80 and 87.97% ± 0.72. The <i>in-vitro</i>wash-off test evidenced that almost 50 percent (especially F3) of the microspheres were able to adhere up to 18 h and showed remarkable bioadhesion properties. The <i>in-vitro</i> drug release profile indicated that all the formulations were able to prolong their drug release up to 12 h with a non-fickian release mechanism, except for F4, which followed a fickian release. Therefore, based on the findings of this study, LSM can be used as a potential alternative mucoadhesive excipient for sustained release formulations.",2023,,"Embafrash Berhe H, Tesfay Mezgebo D, Abrha S, Gebremeskel Haile T, Molla F.",https://doi.org/10.1155/2023/5535344,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,['\\brelease\\b'],[],later,relevant,no,IVRT,yes,yes,uncertain,"['Evidence of ibuprofen permeation data through barrier', 'Details on the formulation of microspheres', 'Full release profile of ibuprofen from formulations', 'Comparison with existing formulations', 'Discussion of mucilage as a barrier']","The study involves the formulation of ibuprofen microspheres using a natural polymer, which is relevant for dermal formulations and could provide insights into drug diffusion characteristics. There is enough information to warrant further investigation into the full text for IVRT evidence.",0.85
MED,21097678,21097678.0,PMC3003770,10.1158/1541-7786.mcr-10-0342,NSAID inhibition of prostate cancer cell migration is mediated by Nag-1 Induction via the p38 MAPK-p75(NTR) pathway.,"The nonsteroidal anti-inflammatory drugs (NSAID) R-flurbiprofen and ibuprofen have been shown to induce expression of p75(NTR) (neurotrophin receptor) in prostate cancer cell lines. p75(NTR), a tumor necrosis factor receptor superfamily member, is a proapoptotic protein that functions as a tumor suppressor in the human prostate. Expression of p75(NTR) is lost as prostate cancer progresses and is minimal in several metastatic prostate cancer cell lines. NSAIDs induce p75(NTR) through activation of the p38 mitogen-activated protein kinase (MAPK) pathway, with a concomitant decrease in cell survival. Here, we show that treatment with R-flurbiprofen and ibuprofen induces expression of the NSAID-activated gene-1 (Nag-1) protein, a divergent member of the TGF beta (TGF-β) family, in PC-3 cells. Using the selective pharmacologic inhibitor of p38 MAPK, SB202190, and p38 MAPK-specific siRNA (small interfering RNA), we show that Nag-1 induction following NSAID treatment is mediated by the p38 MAPK pathway. p75(NTR)-specific siRNA pretreatment shows that Nag-1 induction by NSAIDs is downstream of p75(NTR) induction. Decreased survival of NSAID-treated cells is rescued by p75(NTR)-specific siRNA but not by Nag-1 siRNA. Transwell chamber and in vitro wound healing assays demonstrate decreased cell migration upon NSAID treatment. Pretreatment of PC-3 cells with p75(NTR) and Nag-1-specific siRNA shows that NSAID inhibition of cell migration is mediated by Nag-1 and p75(NTR). These results demonstrate a role for Nag-1 in NSAID inhibition of cell migration, but not survival.",2010,,"Wynne S, Djakiew D.",https://mcr.aacrjournals.org/content/molcanres/8/12/1656.full.pdf,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,['\\bin vitro\\b'],[],later,not_relevant,no,uncertain,no,no,uncertain,"['Formulation details of ibuprofen', 'Specific diffusion-cell methodologies', 'Endpoints measured in relation to ibuprofen application']",The study addresses cellular mechanisms of NSAIDs in cancer but does not focus on dermal formulations or provide measurable endpoints relevant for diffusion-cell studies.,0.7
MED,14976385,14976385.0,,10.1159/000076018,Lateral diffusion of ibuprofen in human skin during permeation studies.,"In order to characterize the quality of dermal preparations, permeation studies using human stratum corneum or artificial skin constructs are carried out. For a better understanding of the diffusion processes a method to measure the lateral diffusion in skin samples was developed allowing an estimation of built-up drug depots. By extracting concentric skin segments surrounding the site of application, lateral drug diffusion was determined. Both, excised human skin and artificial skin constructs, showed comparable results with two phases of lateral diffusion (accumulation/redistribution). The use of permeation enhancers promoted lateral diffusion and thus increased the tendency to create a drug depot within the skin.",2004,,"Schicksnus G, Müller-Goymann CC.",https://doi.org/10.1159/000076018,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bpermeat', '\\bdiffus', '\\bskin\\b']",[],now,relevant,no,IVPT,yes,uncertain,skin,"['Detailed methodology of the permeation studies', 'Specific formulations tested', 'Data on the measurable endpoints', 'Effect of formulation enhancers']","The study focuses on lateral diffusion in skin, which is critical for understanding dermal delivery of ibuprofen, making it relevant for IVPT evidence.",0.9
MED,19088498,19088498.0,,10.1159/000183922,"Influence of ethanol on the solubility, ionization and permeation characteristics of ibuprofen in silicone and human skin.","In the context of topical and transdermal delivery, cosolvents may be expected to enhance solubility, modify drug partitioning behaviour and alter skin barrier properties. In the present study, we have investigated systematically the influence of increasing amounts of the cosolvent ethanol on the solubility, ionization, and permeability characteristics of ibuprofen in silicone and in skin. The possibility of ibuprofen self-association was also examined. As the amount of ethanol was raised from 0 to 100%, ibuprofen solubility was enhanced 5,500-fold relative to its aqueous solubility. Up to 50%, the pK(a) of ibuprofen shifted from 4.44 to 5.68. Infrared spectroscopy confirmed the presence of ibuprofen in both monomer and dimer forms in vehicles containing 75 and 100% ethanol. In silicone membranes, the flux of ibuprofen increased 8-fold over the range of ethanol concentrations studied (0-100%) relative to aqueous solutions, with the highest flux observed for 100% ethanol. However, in skin, the flux of ibuprofen was optimal for 50:50 and 75:25 ethanol-water vehicles (>10-fold flux enhancement). The lower ibuprofen flux from pure ethanol may reflect the alcohol's ability to dehydrate human skin. In general, the flux data confirm that increasing ethanol content enhances the solubility of ibuprofen in silicone and human skin as well as in the vehicle itself.",2009,,"Watkinson RM, Herkenne C, Guy RH, Hadgraft J, Oliveira G, Lane ME.",https://doi.org/10.1159/000183922,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bpermeat', '\\btransdermal\\b', '\\btopical\\b', '\\bskin\\b']",[],now,relevant,no,IVPT,yes,yes,both,"['Detailed permeability data for ibuprofen in both silicone and human skin', 'Exact formulations and concentrations used in experiments', 'Any statistical analysis or validation methods used', 'Comparative analysis of flux between different vehicles', 'Potential side effects or limitations related to ethanol use']","The study evaluates the effects of ethanol on the solubility and permeation of ibuprofen across both silicone and human skin, making it relevant for IVPT evidence.",0.95
MED,19648784,19648784.0,,10.1159/000231528,Optimisation of cosolvent concentration for topical drug delivery - II: influence of propylene glycol on ibuprofen permeation.,"The influence of formulation components on drug thermodynamic activity and on membrane properties has not been extensively studied to date. Propylene glycol (PG) has a long history of use as a component of topical pharmaceutical and cosmetic preparations. In the present study we investigated the influence of PG on the solubility and membrane permeability characteristics of ibuprofen in silicone and skin using binary (PG:water) and ternary (ethanol:PG:water) solvent systems. Fluxes were maximum for 70:30 PG:water systems in silicone membrane; however, for experiments conducted with skin, the flux of ibuprofen systematically increased with increasing amounts of PG. For silicone membrane, the flux values of ibuprofen from ternary ethanol:PG:water (25:25:50 and 50:25:25) systems were 1.2- and 1.5-fold higher than the highest values observed from the PG:water systems. A comparison of the data from occluded versus non-occluded studies suggested that the ethanol content was the critical determinant of flux enhancement in these systems. For human skin, a PG:water (50:50) mixture enhanced ibuprofen flux to the same extent as the corresponding ethanol:PG:water (25:25:50) system. However, the ternary system, ethanol:PG:water (50:25:25), demonstrated the greatest enhancement. An analysis of the partition and diffusion parameters for experiments conducted with skin confirmed that the influence of PG in the PG:water systems is primarily on the solubility and partitioning behaviour of ibuprofen. The ternary systems also appear to influence skin partition behaviour rather than diffusivity when compared with the permeation parameters of ibuprofen from saturated aqueous solutions.",2009,,"Watkinson RM, Guy RH, Hadgraft J, Lane ME.",https://doi.org/10.1159/000231528,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bpermeat', '\\bdiffus', '\\btopical\\b', '\\bskin\\b', '\\bmembrane\\b']",[],now,relevant,no,IVPT,yes,yes,skin,"['Detailed formulations used in the study', 'Specific flux values for various formulations', 'Comparison of results with other studies', 'Methodology for measuring permeation', 'Analysis of permeability with different solvents']","The abstract discusses the impact of propylene glycol on ibuprofen permeation through skin, suggesting that it likely provides measurable endpoints related to drug flux and permeation characteristics, which are essential for IVPT studies.",0.9
MED,20616625,20616625.0,,10.1159/000315139,Optimisation of cosolvent concentration for topical drug delivery III--influence of lipophilic vehicles on ibuprofen permeation.,"Previously, we have reported the effects of water, ethanol, propylene glycol and various binary and ternary mixtures of these solvents on the permeation of ibuprofen in model membranes and in skin. The present study investigates the influence of lipophilic vehicles on the transport of ibuprofen in silicone membrane and in human skin. The permeation of ibuprofen was measured from mineral oil (MO), Miglyol® 812 (MG) and binary mixtures of MO and MG. The solubility of ibuprofen was 5-fold higher in MG than in MO, however, the permeation of ibuprofen from the pure vehicles and combinations of both was comparable in silicone membrane. Additionally, there were no significant differences in skin permeation for MO and MG vehicles. When the permeation of various hydrophilic and lipophilic vehicles is considered, a trend between flux values for the model membrane and skin is evident (r(2) = 0.71). The findings suggest that silicone membrane may provide information on qualitative trends in skin permeation for vehicles of diverse solubility and partition characteristics.",2011,,"Watkinson RM, Guy RH, Oliveira G, Hadgraft J, Lane ME.",https://doi.org/10.1159/000315139,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bpermeat', '\\btopical\\b', '\\bskin\\b', '\\bmembrane\\b']",[],now,relevant,no,IVPT,yes,yes,both,"['details on concentrations of cosolvents', 'specific formulations used', 'statistical data on permeation rates', 'comparison metrics between silicone membrane and skin', 'any mention of Franz diffusion cells']","The study investigates ibuprofen permeation through skin and model membranes using various vehicle formulations, which directly aligns with the focus on dermal formulations and permeation evidence.",0.9
MED,25531080,25531080.0,,10.1159/000365730,The influence of the acyl chain on the transdermal penetration-enhancing effect of synthetic phytoceramides.,"<h4>Background/aims</h4>The skin has become very attractive as a route for drug administration. Optimization of topical drug formulations by the addition of penetration enhancers may facilitate the passage of drugs through the stratum corneum.<h4>Methods</h4>In this paper, the skin penetration effect of phytosphingosine and 9 derived phytoceramides (PCERs) on 3 transdermal model drugs (i.e. caffeine, testosterone, ibuprofen) was investigated via Franz diffusion cell experiments using split-thickness human skin. Azone was included as a positive control.<h4>Results</h4>The main finding in our study was that the PCERs exerted a compound-dependent penetration-enhancing effect. Some of the investigated PCERs exhibited a penetration-enhancing ratio of more than 2 (mean ± SE): for caffeine PCER1 (2.48 ± 0.44), PCER2 (2.75 ± 0.74), PCER3 (2.62 ± 0.93) and PCER6 (2.70 ± 0.45) and for testosterone PCER1 (2.08 ± 0.56), PCER2 (2.56 ± 0.13), PCER3 (3.48), PCER4 (2.53), PCER5 (2.04 ± 0.14), PCER6 (2.05 ± 0.48) and PCER10 (4.84 ± 0.79), but none of them had an influence on ibuprofen.<h4>Conclusion</h4>The investigated PCERs exhibited a penetration-enhancing effect on caffeine and testosterone but not on ibuprofen.",2015,,"Veryser L, Boonen J, Taevernier L, Guillaume J, Risseeuw M, Shah SN, Roche N, Van Calenbergh S, De Spiegeleer B.",https://doi.org/10.1159/000365730,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bdiffus', '\\btransdermal\\b', '\\btopical\\b', '\\bskin\\b', '\\bfranz\\b']",[],park,not_relevant,yes,IVPT,no,no,skin,"['Specific formulations used', 'Detailed penetration-enhancement results for ibuprofen', 'Additional methods or controls']","Although the paper investigates transdermal penetration and uses Franz diffusion cell methods, it concludes that the tested phytoceramides do not enhance ibuprofen penetration, making it less relevant for ibuprofen-focused inquiries.",0.8
MED,6138170,6138170.0,,10.1161/01.res.53.5.584,Hydrogen peroxide and hydroxyl radical mediation of activated leukocyte depression of cardiac sarcoplasmic reticulum. Participation of the cyclooxygenase pathway.,"Human peripheral blood leukocytes, activated by phorbol myristate acetate, disrupt canine sarcoplasmic reticulum calcium transport, in vitro, by an oxygen-derived free radical mechanism. Activated leukocytes significantly depress Ca++ uptake activity and Ca++ -stimulated, Mg++ -dependent ATPase activity. The depression is completely inhibited by sodium-azide (0.1 mM) or the combination of superoxide dismutase (10 micrograms/ml) and catalase (10 micrograms/ml). Exogenous hydrogen peroxide (0.441-4.41 mM) uncoupled Ca++ uptake activity from ATP hydrolysis, and this effect was inhibited by catalase. Mannitol alone did not inhibit the effects of activated leukocytes, but superoxide plus mannitol (20-100 mM) resulted in normal ATPase activity, while Ca++ uptake remained depressed. In the presence of indomethacin and ibuprofen, activated leukocytes depressed Ca++ uptake and had no effect on ATPase activity. 2-Amino-methyl-4-t-butyl-6-iodophenol (MK-447) further depressed Ca++ uptake and partially inhibited the effect on ATPase activity. Indomethacin plus catalase completely inhibited the effects of activated leukocytes on cardiac sarcoplasmic reticulum. We conclude, first, that activated leukocytes depress canine cardiac sarcoplasmic reticulum Ca++ transport by an oxygen-free radical mechanism with the generation of hydrogen peroxide and hydroxyl radical. In addition to the classical membrane NADPH oxidase system, significant oxygen radical generation can occur through the cyclooxygenase pathway of arachidonic acid metabolism, and seems to be responsible for the generation of the hydroxyl radical.",1983,,"Rowe GT, Manson NH, Caplan M, Hess ML.",https://www.ahajournals.org/doi/pdf/10.1161/01.RES.53.5.584,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bin vitro\\b', '\\bmembrane\\b']",[],park,not_relevant,no,uncertain,no,no,uncertain,"['Presence of ibuprofen information related to dermal formulation', 'Details on measurement of IVPT/IVRT effects', 'Specifics on the formulation used']",The study does not focus on diffusion-cell IVPT/IVRT evidence related to dermal formulations of ibuprofen. The findings pertain more to cellular mechanisms involving leukocytes and sarcoplasmic reticulum without direct relevance to skin absorption or drug delivery systems.,0.7
MED,15147162,15147162.0,,10.1163/156856204322977184,Preparation and characterization of ibuprofen-loaded poly(lactide-co-glycolide)/poly(ethylene glycol)-g-chitosan electrospun membranes.,"Ibuprofen-loaded composite membranes composed of poly(lactide-co-glycolide) (PLGA) and poly(ethylene glycol)-g-chitosan (PEG-g-CHN) were prepared by electrospinning. The electrospun membranes were characterized by scanning electron microscopy (SEM), differential scanning calorimetry (DSC), mechanical evaluation and contact angle measurements. Shrinkage behavior of the membrane in buffer at 37 degrees C was also evaluated. It was found that PLGA glass transition temperature (Tg) decreased with increasing PEG-g-CHN content in the composite membranes, which results in a decrease in tensile stress at break but an increase in tensile strain of the membranes. The degree of shrinkage of these composite membranes decreased from 76 to only 3% when the PEG-g-CHN content in the membranes increased from 10 to 30%. The presence of PEG-g-CHN significantly moderated the burst release rate of ibuprofen from the electrospun PLGA membranes. Moreover, ibuprofen could be conjugated to the side chains of PEG-g-CHN to prolong its release for more than two weeks. The sustained release capacity of the PLGA/PEG-g-CHN composite membranes, together with their compliant and stable mechanical properties, renders them ideal matrices for atrial fibrillation.",2004,,"Jiang H, Fang D, Hsiao B, Chu B, Chen W.",https://doi.org/10.1163/156856204322977184,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\brelease\\b', '\\bmembrane\\b']",[],now,relevant,no,IVPT,yes,yes,uncertain,"['detailed formulation of ibuprofen-incorporated membranes', 'IVPT or IVRT studies described', 'specific diffusion cell methods used', 'measurable release kinetics of ibuprofen', 'comparison of release rates with other formulations']","The study focuses on the preparation of ibuprofen-loaded membranes which are relevant for dermal applications and describes their drug release characteristics, suggesting potential for IVPT analysis.",0.9
MED,7697256,7697256.0,,10.1164/ajrccm/151.4.1218,Paradoxic effect of ibuprofen on neutrophil accumulation in pulmonary and cutaneous inflammation.,"Evidence exists to suggest that the local accumulation of neutrophils in pulmonary inflammation occurs by a different mechanism than in other microvascular beds. In the present study, this suggestion was investigated using the nonsteroidal antiinflammatory drug ibuprofen. This drug was used because in addition to inhibiting cyclooxygenase, it prevents several aspects of neutrophil function, including adhesion. Local inflammation in the lung and skin of the same rabbits was induced by the administration of C5a, and the effect of intravenous injection of ibuprofen on the accumulation of neutrophils at these two sites was examined. In the skin, neutrophil accumulation was inhibited by ibuprofen, and this appeared to be independent of cyclooxygenase blockade. A possible mechanism was prevention of neutrophil adherence to endothelium in postcapillary venules, and in vitro experiments showed that ibuprofen could entirely prevent neutrophil adherence, in addition to suppressing azurophil granule secretion and superoxide anion generation. However, the effect on adherence appeared to be independent of expression of the CD11/CD18 adhesion complex on the neutrophil. By contrast, in the pulmonary circulation of the same rabbit, C5a-induced neutrophil accumulation was enhanced by ibuprofen treatment. This was suggested to result from the prevention of thromboxane production, which normally serves to decrease local pulmonary blood flow to diminish delivery of neutrophils to the inflammatory site. Ibuprofen had no effect on retention of neutrophils in filters (models of pulmonary capillaries), suggesting that the drug was not enhancing the retention of neutrophils in capillaries on the first pass through the lung. Thus, it was possible that enhancement in the lung was caused by an increase in neutrophil supply. Because the accumulation of neutrophils in the skin is known to be dependent on the adherence phenomena, the paradoxic effects of ibuprofen on inflammation suggest that mechanisms responsible for the accumulation of neutrophils in cutaneous and pulmonary microcirculations are different.",1995,,"Hellewell PG, Young SK, Henson PM, Worthen GS.",https://doi.org/10.1164/ajrccm.151.4.7697256,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bin vitro\\b', '\\bskin\\b']",[],later,not_relevant,no,uncertain,uncertain,no,uncertain,"['Details on ibuprofen formulation', 'Data on dermal absorption', 'IVPT/IVRT methodology', 'Endpoint measurements related to ibuprofen', 'Comparison of skin vs lung effects']","The study investigates ibuprofen's effects on neutrophil accumulation rather than its dermal formulation or diffusion mechanisms, making it less relevant for the framework focusing on topical absorption studies.",0.6
