record_id,doi,route,previous_status,current_status,transition,endpoint_kind,endpoint_unit,api_raw,failure_reason
record_d44a8caf44a3,10.1002/14651858.cd001177.pub2,table,unresolved,unresolved,unresolved->unresolved,amount_per_area,mg/cm2,0.5 mg/cm2,insufficient_evidence
record_d8d2b57596ab,10.1208/s12249-019-1481-1,table,verified,verified,verified->verified,amount_per_area,µg/cm²,-,
record_d8ec78052c20,10.1371/journal.pone.0156931,mixed,unresolved,unresolved,unresolved->unresolved,amount_total,invasion score,NaIbu 131μM hydrogel,insufficient_evidence
record_d9ccefdc9f5c,10.1016/j.ejpb.2020.05.013,figure,unresolved,unresolved,unresolved->unresolved,amount_per_area,mg/cm²,5 % w/w,source_context_inconsistent
record_d9fc1e579464,10.1208/s12249-013-9995-4,table,verified,verified,verified->verified,amount_total,μg,5% (w/v),
record_daa04f908693,10.1039/d0ra00100g,table,rejected,rejected,rejected->rejected,amount_total,mg IBU cm²,,not_target_api
record_db9e53b4e4c5,10.1593/neo.121890,figure,unresolved,unresolved,unresolved->unresolved,amount_total,mg,1 mg/ml,source_context_inconsistent
record_dc0536190cb0,10.1208/s12249-013-9995-4,table,verified,verified,verified->verified,amount_total,μg,5% (w/v),
record_dc75f062c81e,10.1208/s12249-019-1481-1,table,verified,verified,verified->verified,amount_per_area,µg/cm²,-,
record_dcb14df0525a,10.3390/molecules28207156,table,unresolved,unresolved,unresolved->unresolved,unknown,µg/mL,67.4 ± 2.6,insufficient_evidence
record_de6fae5613ca,10.3390/molecules28207156,table,unresolved,unresolved,unresolved->unresolved,unknown,µg/mL,17.2 ± 1.2,insufficient_evidence
record_dea378194778,10.1186/2050-6511-13-5,mixed,verified,verified,verified->verified,amount_per_area,μg/cm²/h,,
record_df8235034e6d,10.1208/s12249-015-0474-y,mixed,rejected,rejected,rejected->rejected,amount_per_area,ug/cm2,,not_target_api
record_dfe6c44e744a,10.1016/j.ijpharm.2016.03.043,figure,unresolved,unresolved,unresolved->unresolved,amount_per_area,ug/cm2,5%,source_context_inconsistent
record_e058c87cb94e,10.1038/nature18615,text,unresolved,unresolved,unresolved->unresolved,unknown,none,not specified,missing_endpoint
record_e0f692cb7519,10.3389/fphar.2024.1355283,figure,unresolved,unresolved,unresolved->unresolved,amount_total,mg,,source_context_inconsistent
record_e1258a12308c,10.1007/s11095-024-03747-6,mixed,rejected,rejected,rejected->rejected,unknown,,5% w/v,not_target_device
record_e2382147b1cd,10.4103/jomfp.jomfp_253_19,mixed,unresolved,unresolved,unresolved->unresolved,percent,%,,insufficient_evidence
record_e26a9af3a51b,10.1038/s41598-024-57883-5,mixed,unresolved,unresolved,unresolved->unresolved,amount_total,mg,,insufficient_evidence
record_e3375489a6c9,10.1016/j.ejpb.2020.05.013,figure,verified,verified,verified->verified,amount_total,µg/mL,5 % w/w,
record_e56d12da6110,10.4103/jomfp.jomfp_253_19,mixed,unresolved,unresolved,unresolved->unresolved,percent,%,,insufficient_evidence
record_e6bcd65ec626,10.4103/jomfp.jomfp_253_19,mixed,unresolved,unresolved,unresolved->unresolved,percent,%,,insufficient_evidence
record_e6ee5fbe2ba0,10.1208/s12249-015-0474-y,mixed,unresolved,verified,unresolved->verified,jss,μg/(cm2 h),N/A,
record_e9f28313fe6a,10.1371/journal.pone.0156931,mixed,unresolved,unresolved,unresolved->unresolved,amount_total,invasion score,,insufficient_evidence
record_ea6d3cf8e803,10.1172/jci2614,figure,unresolved,unresolved,unresolved->unresolved,unknown,mA/cm²,500 µM,source_context_inconsistent
record_ea936078e644,10.3389/fchem.2021.767923,figure,unresolved,unresolved,unresolved->unresolved,amount_total,mg,5 mg/ml,source_context_inconsistent
record_eb5e98f7f8bb,10.1208/s12249-013-9995-4,table,verified,verified,verified->verified,amount_total,μg,5% (w/v),
record_ed1043dd980c,10.1371/journal.pone.0118536,figure,rejected,rejected,rejected->rejected,amount_per_area,μg/cm²,1 μM,source_context_inconsistent
record_eebedadd4c16,10.1007/s11095-024-03747-6,mixed,rejected,rejected,rejected->rejected,unknown,,10% w/v,not_target_device
record_f014c92e4f9a,10.1208/s12249-013-9995-4,table,verified,verified,verified->verified,amount_total,μg,5% (w/v),
record_f1bd4b546c11,10.1208/s12249-015-0474-y,mixed,unresolved,verified,unresolved->verified,jss,μg/(cm2 h),N/A,
record_f478ed281906,10.1523/jneurosci.15-04-02768.1995,figure,rejected,rejected,rejected->rejected,amount_total,%,,source_context_inconsistent
record_f4ad6fc69336,10.1007/s11095-008-9785-y,mixed,verified,verified,verified->verified,amount_per_area,μg/cm²,Ibuprofen saturated solution in 75:25 propylene glycol/water,
record_f4db8f371df4,10.1208/s12249-019-1481-1,table,verified,verified,verified->verified,amount_per_area,µg/cm²,-,
record_f5b1e66e5b83,10.1371/journal.pone.0130253,mixed,unresolved,unresolved,unresolved->unresolved,amount_total,mg g–1,,insufficient_evidence
record_fa22d53562d2,10.3390/molecules28207156,table,unresolved,unresolved,unresolved->unresolved,unknown,µg/mL,17.6 ± 1.2,insufficient_evidence
record_fb26829467a8,10.1186/2050-6511-13-5,mixed,verified,verified,verified->verified,amount_per_area,μg/cm²/h,,
record_fb64e8e3e022,10.1208/s12249-019-1584-8,figure,unresolved,unresolved,unresolved->unresolved,amount_per_area,µg/cm²,,source_context_inconsistent
record_fb7946ffb370,10.1208/s12249-019-1584-8,figure,unresolved,unresolved,unresolved->unresolved,amount_per_area,µg/cm²,,source_context_inconsistent
record_ffa5e9ab3144,10.1007/s13346-022-01182-x,table,unresolved,unresolved,unresolved->unresolved,amount_total,%,0.5% w/v ibuprofen,insufficient_evidence
