paper_id,doi,pmid,pmcid,title,preferred_format,available_formats,access_urls,local_paths,status,notes
paper_843bc5107f14,10.1016/j.ijbiomac.2023.124942,37210059,,Controlled ibuprofen release from Pickering emulsions stabilized by pH-responsive cellulose-based nanofibrils.,unresolved,[],{},{},unresolved,[]
paper_cf2c55bfbe17,10.1016/j.ijbiomac.2023.126464,37619682,,"Micro array patch assisted transdermal delivery of high dose, ibuprofen sodium using thermoresponsive sodium alginate/poly (vinylcaprolactam) in situ gels depot.",unresolved,[],{},{},unresolved,[]
paper_d3106106b92b,10.1016/j.ijbiomac.2024.133237,38897513,,Rubber oily liquids as transdermal and periodontal pocket drug delivery systems.,unresolved,[],{},{},unresolved,[]
paper_2adc29e6cac3,10.1016/j.ijbiomac.2024.134168,39067729,,Synthesis of thermally and pH-responsive poly(2-(dimethylamino)ethyl methacrylate)-based hydrogel reinforced with cellulose nanocrystals for sustained drug release.,unresolved,[],{},{},unresolved,[]
paper_65819699fd2c,10.1016/j.ijbiomac.2025.146380,40738443,,Chitosan and ibuprofen functionalized electrospun nanofiber membrane modulates inflammatory response and promotes full-thickness abdominal wall repair.,unresolved,[],{},{},unresolved,[]
paper_edcf3ce47c8a,10.1016/j.ijpharm.2004.07.010,15488676,,Liposome formulation of poorly water soluble drugs: optimisation of drug loading and ESEM analysis of stability.,unresolved,[],{},{},unresolved,[]
paper_bed6d956ca00,10.1016/j.ijpharm.2004.11.038,15725558,,Effect of lactic acid and iontophoresis on drug permeation across rabbit ear skin.,unresolved,[],{},{},unresolved,[]
paper_bf0412a94b4c,10.1016/j.ijpharm.2005.05.030,16061334,,Synthesis and transdermal penetration of NSAID glycoside esters.,unresolved,[],{},{},unresolved,[]
paper_7eb5ffc7869c,10.1016/j.ijpharm.2006.02.015,16600540,,Microemulsion-based hydrogel formulation of ibuprofen for topical delivery.,unresolved,[],{},{},unresolved,[]
paper_daec9dff9e98,10.1016/j.ijpharm.2009.02.018,19446754,,Investigation of the permeation of model formulations and a commercial ibuprofen formulation in Carbosil and human skin using ATR-FTIR and multivariate spectral analysis.,unresolved,[],{},{},unresolved,[]
paper_884050a1c1ea,10.1016/j.ijpharm.2009.04.029,19409460,,Development of PMMA membranes functionalized with hydroxypropyl-beta-cyclodextrins for controlled drug delivery using a supercritical CO(2)-assisted technology.,unresolved,[],{},{},unresolved,[]
paper_a046b5092593,10.1016/j.ijpharm.2009.09.012,19748558,,"Drug release from PLGA-based microparticles: effects of the ""microparticle:bulk fluid"" ratio.",unresolved,[],{},{},unresolved,[]
paper_27bdf362680d,10.1016/j.ijpharm.2009.10.053,19900522,,Effect of drug chirality on the skin permeability of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_c4d741aae501,10.1016/j.ijpharm.2012.01.002,22266531,,Bacterial cellulose membranes applied in topical and transdermal delivery of lidocaine hydrochloride and ibuprofen: in vitro diffusion studies.,unresolved,[],{},{},unresolved,[]
paper_3ea2279967cd,10.1016/j.ijpharm.2012.04.070,22579578,,Investigation of surfactant/cosurfactant synergism impact on ibuprofen solubilization capacity and drug release characteristics of nonionic microemulsions.,unresolved,[],{},{},unresolved,[]
paper_a6cbcdf73e38,10.1016/j.ijpharm.2012.05.031,22633930,,Design and characterization of submicron formulation for a poorly soluble drug: the effect of Vitamin E TPGS and other solubilizers on skin permeability enhancement.,unresolved,[],{},{},unresolved,[]
paper_242d18730616,10.1016/j.ijpharm.2013.09.019,24064201,,Delivery of ibuprofen to the skin.,unresolved,[],{},{},unresolved,[]
paper_7f6eabc731b1,10.1016/j.ijpharm.2013.12.009,24361268,,Improving ex vivo skin permeation of non-steroidal anti-inflammatory drugs: enhancing extemporaneous transformation of liposomes into planar lipid bilayers.,unresolved,[],{},{},unresolved,[]
paper_23021d6dc8bf,10.1016/j.ijpharm.2014.03.013,24607207,,Transdermal enhancement effect and mechanism of iontophoresis for non-steroidal anti-inflammatory drugs.,unresolved,[],{},{},unresolved,[]
paper_3b5739cf65f6,10.1016/j.ijpharm.2015.05.030,25997660,,Ex vivo skin permeation and retention studies on chitosan-ibuprofen-gellan ternary nanogel prepared by in situ ionic gelation technique--a tool for controlled transdermal delivery of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_7c6c8ef1cb1d,10.1016/j.ijpharm.2015.05.040,26002567,,Characterization of gelation process and drug release profile of thermosensitive liquid lecithin/poloxamer 407 based gels as carriers for percutaneous delivery of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,27025294,,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",pdf,['pdf'],{'pdf': 'https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf'},{'pdf': 'papers\\pdf\\10.1016_j.ijpharm.2016.03.043__d92e739f32.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_e6ae5a7f6abc,10.1016/j.ijpharm.2018.07.036,30016671,,Multi-drug delivery system based on lipid membrane mimetic coated nano-hydroxyapatite formulations.,unresolved,[],{},{},unresolved,[]
paper_cbb799458232,10.1016/j.ijpharm.2019.03.052,30926525,,Planar lipid bilayers formed from thermodynamically-optimized liposomes as new featured carriers for drug delivery systems through human skin.,unresolved,[],{},{},unresolved,[]
paper_a3f8d2ac3f06,10.1016/j.ijpharm.2019.118549,31394188,,Computer-based formulation design and optimization using Hansen solubility parameters to enhance the delivery of ibuprofen through the skin.,unresolved,[],{},{},unresolved,[]
paper_46629d6edc15,10.1016/j.ijpharm.2019.118640,31446025,,Development of a poly(vinyl alcohol)/lysine electrospun membrane-based drug delivery system for improved skin regeneration.,unresolved,[],{},{},unresolved,[]
paper_65d1607eaf60,10.1016/j.ijpharm.2019.118886,31790804,,Nanoparticle formulations as recrystallization inhibitors in transdermal patches.,unresolved,[],{},{},unresolved,[]
paper_cceb8131dfed,10.1016/j.ijpharm.2019.118975,31857184,,SEBS block copolymers as novel materials to design transdermal patches.,pdf,['pdf'],{'pdf': 'https://ars.els-cdn.com/content/image/1-s2.0-S037851731931035X-ga1_lrg.jpg'},{'pdf': 'papers\\pdf\\10.1016_j.ijpharm.2019.118975__a995cdeef6.pdf'},downloaded,['legacy_pdf_reused_local']
paper_72198f65fadf,10.1016/j.ijpharm.2021.120289,33556488,,Dense nanolipid fluid dispersions comprising ibuprofen: Single step extrusion process and drug properties.,unresolved,[],{},{},unresolved,[]
paper_17dbc52877b1,10.1016/j.ijpharm.2021.121242,34737113,,"Development of an intelligent, stimuli-responsive transdermal system for efficient delivery of Ibuprofen against rheumatoid arthritis.",unresolved,[],{},{},unresolved,[]
paper_6c85bf10cc83,10.1016/j.ijpharm.2022.121835,35597393,,"Super-swelling hydrogel-forming microneedle based transdermal drug delivery: Mathematical modelling, simulation and experimental validation.",unresolved,[],{},{},unresolved,[]
paper_614fe40c0c5f,10.1016/j.ijpharm.2022.122416,36450335,,Mechanistic insights of different release behaviors dominated by drug physicochemical properties in polyisobutylene pressure sensitive adhesive.,unresolved,[],{},{},unresolved,[]
paper_c96f4105c9a2,10.1016/j.ijpharm.2023.122720,36781085,,3D-printed EVA-based patches manufactured by direct powder extrusion for personalized transdermal therapies.,unresolved,[],{},{},unresolved,[]
paper_d95accd49fa0,10.1016/j.ijpharm.2024.125102,39708846,,Spatial separation of different drug substances in one microneedle array patch by combining inkjet printing and micromolding technology.,unresolved,[],{},{},unresolved,[]
paper_a7e90b5516fe,10.1016/j.ijpharm.2025.125306,39894087,,Topical drug formulation for enhanced permeation: A comparison of Bayesian optimisation and response surface methodology with an ibuprofen-loaded poloxamer 407-based formulations case study.,unresolved,[],{},{},unresolved,[]
paper_d9dade80d773,10.1016/j.ijpx.2022.100131,36189458,PMC9519472,How bulk fluid renewal can affect in vitro drug release from PLGA implants: Importance of the experimental set-up.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC9519472', 'pdf': 'https://europepmc.org/articles/PMC9519472?pdf=render'}",{},resolved,['failed_download:pdf']
paper_36b2f722d06e,10.1016/j.ijpx.2023.100205,37609107,PMC10440359,Enhanced stability and skin permeation of ibuprofen-loaded solid lipid nanoparticles based binary solid lipid matrix: Effect of surfactant and lipid compositions.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC10440359', 'pdf': 'https://europepmc.org/articles/PMC10440359?pdf=render'}",{},resolved,['failed_download:pdf']
paper_268b3f751be9,10.1016/j.jconrel.2004.08.011,15544868,,Transdermal self-permeation enhancement of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_5fbaa51b697c,10.1016/j.jconrel.2013.11.002,24231405,,Evaluation of drug delivery to intact and porated skin by coherent Raman scattering and fluorescence microscopies.,unresolved,[],{},{},unresolved,[]
paper_2bd94878ab74,10.1016/j.jconrel.2017.08.011,28803898,,Electrospun fibrous membranes featuring sustained release of ibuprofen reduce adhesion and improve neurological function following lumbar laminectomy.,unresolved,[],{},{},unresolved,[]
paper_dfd28344dd2f,10.1016/j.jconrel.2025.114469,41308755,PMC13011891,Bilayer gelatin-methacryloyl scaffold for pulp inflammation suppression and dentin-like tissue regeneration.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC13011891', 'pdf': 'https://europepmc.org/articles/PMC13011891?pdf=render'}",{},resolved,['failed_download:pdf']
paper_440b4ea27027,10.1016/j.jep.2013.03.076,23583736,,Skin penetration enhancing properties of the plant N-alkylamide spilanthol.,unresolved,[],{},{},unresolved,[]
paper_13eefc545725,10.1016/j.jhazmat.2021.125554,33684815,,Modelling of the adsorption of pharmaceutically active compounds on carbon-based nanomaterials.,pdf,['pdf'],{'pdf': 'http://fulir.irb.hr/6449/7/JHM414-2021-12554-fulir%20%281%29.pdf'},{'pdf': 'papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_fca0cf438b6d,10.1016/j.jpain.2022.10.011,36283655,PMC9991952,"Green Light Exposure Elicits Anti-inflammation, Endogenous Opioid Release and Dampens Synaptic Potentiation to Relieve Post-surgical Pain.",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC9991952', 'pdf': 'https://europepmc.org/articles/PMC9991952?pdf=render'}",{},resolved,['failed_download:pdf']
paper_6358fa005f56,10.1016/j.jpba.2011.02.027,21429687,,Ion mobility spectrometry as a high-throughput technique for in vitro transdermal Franz diffusion cell experiments of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_02968484f14a,10.1016/j.jpba.2019.04.040,31029804,,Selective modification of skin barrier lipids.,html,['html'],{'html': 'http://hdl.handle.net/10261/201207'},{},resolved,[]
paper_e3d1f0291aed,10.1016/j.jsps.2017.03.004,29158703,PMC5681307,Vapour-phase method in the synthesis of polymer-ibuprofen sodium-silica gel composites.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC5681307', 'pdf': 'https://europepmc.org/articles/PMC5681307?pdf=render'}",{},resolved,['failed_download:pdf']
paper_19bee800e526,10.1016/j.jtcm.2017.05.002,32186063,,Potential chronic liver toxicity in rats orally administered an ethanol extract of Huangqin (Radix Scutellariae Baicalensis).,unresolved,[],{},{},unresolved,[]
paper_a21c8dfc3d45,10.1016/j.jtcm.2018.03.006,32186064,,Cytotoxicity and penetration enhancement activity of essential oils from warming the interior medicinals with hot or warm property in terms of Traditional Chinese Medicine.,unresolved,[],{},{},unresolved,[]
paper_701551456963,10.1016/j.mehy.2020.110079,32758897,PMC7340056,"Ibuprofen, a traditional drug that may impact the course of COVID-19 new effective formulation in nebulizable solution.",html,"['html', 'pdf']","{'pdf': 'http://hdl.handle.net/11086/16281', 'html': 'https://europepmc.org/articles/PMC7340056'}",{'pdf': 'papers\\pdf\\10.1016_j.mehy.2020.110079__4393b9b137.pdf'},downloaded,['legacy_pdf_reused_local']
paper_96ad542a7f1c,10.1016/j.molmet.2022.101526,35691529,PMC9243162,Activating ligands of Uncoupling protein 1 identified by rapid membrane protein thermostability shift analysis.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC9243162', 'pdf': 'https://europepmc.org/articles/PMC9243162?pdf=render'}",{},resolved,['failed_download:pdf']
paper_ea14e01e5f33,10.1016/j.msec.2013.05.034,23910307,,Drug delivery systems using sandwich configurations of electrospun poly(lactic acid) nanofiber membranes and ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_403db77f21c0,10.1016/j.msec.2015.10.053,26652399,,"Supercritical fluid assisted process for the generation of cellulose acetate loaded structures, potentially useful for tissue engineering applications.",unresolved,[],{},{},unresolved,[]
paper_18c2ae425c05,10.1016/j.msec.2016.12.048,28254322,,Regenerated cellulose micro-nano fiber matrices for transdermal drug release.,unresolved,[],{},{},unresolved,[]
paper_3d8a222d8695,10.1016/j.msec.2019.110393,31923982,,Fabrication of flexible composite drug films via foldable linkages using electrohydrodynamic printing.,unresolved,[],{},{},unresolved,[]
paper_6696b83bceaa,10.1016/j.mtcomm.2022.103205,36883050,PMC9988240,Physicomechanical properties and in vitro release behaviors of electrospun ibuprofen-loaded blend PEO/EC fibers.,html,"['html', 'pdf']","{'html': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9988240', 'pdf': 'https://europepmc.org/articles/PMC9988240?pdf=render'}",{},resolved,['failed_download:pdf']
paper_c06f96ed16ad,10.1016/j.phrs.2020.104849,32360482,PMC7189871,"NSAIDs in patients with viral infections, including Covid-19: Victims or perpetrators?",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC7189871', 'pdf': 'https://europepmc.org/articles/PMC7189871?pdf=render'}",{},resolved,['failed_download:pdf']
paper_ba6ce881b00f,10.1016/j.prostaglandins.2007.12.001,18201917,PMC2278380,Phospholipid actions on PGHS-1 and -2 cyclooxygenase kinetics.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC2278380', 'pdf': 'https://europepmc.org/articles/PMC2278380?pdf=render'}",{},resolved,['failed_download:pdf']
paper_37f0c889be25,10.1016/j.prostaglandins.2017.09.005,28923362,PMC5803320,Human retinal endothelial cells and astrocytes cultured on 3-D scaffolds for ocular drug discovery and development.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC5803320', 'pdf': 'https://europepmc.org/articles/PMC5803320?pdf=render'}",{},resolved,['failed_download:pdf']
paper_3e2ead9ff683,10.1016/j.redox.2020.101571,32446175,PMC7243194,EFHD2 contributes to non-small cell lung cancer cisplatin resistance by the activation of NOX4-ROS-ABCC1 axis.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC7243194', 'pdf': 'https://europepmc.org/articles/PMC7243194?pdf=render'}",{},resolved,['failed_download:pdf']
paper_5878fa191e8b,10.1016/j.rinphs.2012.10.001,25755997,PMC4167178,Regenerated keratin membrane to match the in vitro drug diffusion through human epidermis.,html,"['html', 'pdf']","{'pdf': 'https://ars.els-cdn.com/content/image/1-s2.0-S2211286312000103-gr7_lrg.jpg', 'html': 'https://europepmc.org/articles/PMC4167178'}",{'pdf': 'papers\\pdf\\10.1016_j.rinphs.2012.10.001__cde6758302.pdf'},downloaded,['legacy_pdf_reused_local']
paper_f28762e4df77,10.1016/j.scitotenv.2020.137474,32325567,,Removal of micropollutants from water by commercially available nanofiltration membranes.,unresolved,[],{},{},unresolved,[]
paper_a417a812a8fa,10.1016/j.scitotenv.2023.169863,38190906,,"Occurrence and fate of CECs (OMPs, ARGs and pathogens) during decentralised treatment of black water and grey water.",unresolved,[],{},{},unresolved,[]
paper_0656564e784f,10.1016/j.watres.2006.01.038,16530802,,Nanofiltration for the separation of pharmaceuticals from nutrients in source-separated urine.,unresolved,[],{},{},unresolved,[]
paper_fb685e06f9fe,10.1016/j.xphs.2018.10.054,30395827,,Comparison of the Effect of Bioadhesive Polymers on Stability and Drug Release Kinetics of Biocompatible Hydrogels for Topical Application of Ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_0f55d90b5670,10.1016/j.xphs.2025.103796,40252806,,Novel surfactant-based elastic vesicular system as a promising approach for the topical delivery of Ibuprofen for enhanced wound healing.,unresolved,[],{},{},unresolved,[]
paper_7f382c45ab85,10.1016/j.xphs.2025.103837,40374076,,Validating Otto: a Franz diffusion cell autosampler to automate in vitro permeation studies.,unresolved,[],{},{},unresolved,[]
paper_87a0dfd2232e,10.1016/s0002-9343(84)80028-5,6547810,,Promotion of vascular patency in dermal burns with ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_c18c29e9bab6,10.1016/s0006-3495(03)74603-7,12944288,PMC1303347,"Lateral diffusion rates of lipid, water, and a hydrophobic drug in a multilamellar liposome.",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC1303347', 'pdf': 'https://europepmc.org/articles/PMC1303347?pdf=render'}",{},resolved,['failed_download:pdf']
paper_f997539c28ba,10.1016/s0021-9673(99)00995-4,10722071,,Determination by high-performance liquid chromatography of ketoprofen in vitro in rat skin permeation samples.,unresolved,[],{},{},unresolved,[]
paper_5b6a63b3c55d,10.1016/s0022-3549(15)00172-0,26886318,,Investigation of the Efficacy of Transdermal Penetration Enhancers Through the Use of Human Skin and a Skin Mimic Artificial Membrane.,unresolved,[],{},{},unresolved,[]
paper_cfbf927e61be,10.1016/s0090-6980(00)00089-7,11060900,,Topical application of a selective cyclooxygenase inhibitor suppresses UVB mediated cutaneous inflammation.,unresolved,[],{},{},unresolved,[]
paper_f295c867735c,10.1016/s0168-3659(00)00230-3,10825570,,"Rheological, mechanical and membrane penetration properties of novel dual drug systems for percutaneous delivery.",unresolved,[],{},{},unresolved,[]
paper_c97903f097e0,10.1016/s0168-3659(97)00153-3,9685897,,"Transdermal delivery from eutectic systems: enhanced permeation of a model drug, ibuprofen.",unresolved,[],{},{},unresolved,[]
paper_14da2c5a2845,10.1016/s0304-3959(02)00322-6,12507708,,Spinal nerve injury activates prostaglandin synthesis in the spinal cord that contributes to early maintenance of tactile allodynia.,unresolved,[],{},{},unresolved,[]
paper_3b0d4af30b29,10.1016/s0378-5173(00)00346-x,10767571,,Membrane penetration enhancement of ibuprofen using supersaturation.,unresolved,[],{},{},unresolved,[]
paper_1cca23a206fc,10.1016/s0378-5173(00)00402-6,10867254,,"pH, pK(a) and dermal delivery.",unresolved,[],{},{},unresolved,[]
paper_e8fc6fc224c0,10.1016/s0378-5173(00)00559-7,11084251,,Enhancing effect of polyoxyethylene alkyl ethers on the skin permeation of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_40fe3bee67de,10.1016/s0378-5173(00)00603-7,11165828,,Penetration enhancement of ibuprofen from supersaturated solutions through human skin.,unresolved,[],{},{},unresolved,[]
paper_1a1018f78d2e,10.1016/s0378-5173(01)00758-x,11489559,,An in vitro investigation into the effect of glycosaminoglycans on the skin partitioning and deposition of NSAIDs.,unresolved,[],{},{},unresolved,[]
paper_d3e80ed36aef,10.1016/s0378-5173(03)00297-7,12878406,,The in vitro delivery of NSAIDs across skin was in proportion to the delivery of essential fatty acids in the vehicle--evidence that solutes permeate skin associated with their solvation cages?,unresolved,[],{},{},unresolved,[]
paper_c60195f01956,10.1016/s0378-5173(03)00382-x,14559395,,Post-iontophoresis transport of ibuprofen lysine across rabbit ear skin.,unresolved,[],{},{},unresolved,[]
paper_1f5aa8d1c633,10.1016/s0883-9441(86)80012-0,3079930,,Reduction of polymorphonuclear leukocyte accumulations by inhibition of cyclooxygenase and thromboxane syntase in the rabbit.,unresolved,[],{},{},unresolved,[]
paper_cc1bce1cf65e,10.1016/s0939-6411(98)00023-x,9795056,,Transformation of a liposomal dispersion containing ibuprofen lysinate and phospholipids into mixed micelles - physico-chemical characterization and influence on drug permeation through excised human stratum corneum.,unresolved,[],{},{},unresolved,[]
paper_443054768964,10.1016/s0939-6411(98)00028-9,9885298,,Comparative investigations to evaluate the use of organotypic cultures of transformed and native dermal and epidermal cells for permeation studies.,unresolved,[],{},{},unresolved,[]
paper_8213cbbee979,10.1021/acs.est.0c06803,33724810,,Effect of Water pH on the Uptake of Acidic (Ibuprofen) and Basic (Propranolol) Drugs in a Fish Gill Cell Culture Model.,pdf,['pdf'],{'pdf': 'https://pubs.acs.org/doi/pdf/10.1021/acs.est.0c06803'},{},resolved,['failed_download:pdf']
paper_06ec33a7a6d3,10.1021/acs.est.8b04394,30589539,PMC6503469,The Use of Molecular Descriptors To Model Pharmaceutical Uptake by a Fish Primary Gill Cell Culture Epithelium.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC6503469', 'pdf': 'https://europepmc.org/articles/PMC6503469?pdf=render'}",{},resolved,['failed_download:pdf']
paper_fdd794763c2b,10.1021/acs.inorgchem.0c03550,33570921,,Anchoring Drugs to a Zinc(II) Coordination Polymer Network: Exploiting Structural Rationale toward the Design of Metallogels for Drug-Delivery Applications.,unresolved,[],{},{},unresolved,[]
paper_a68fe35d8f88,10.1021/acs.jpcb.4c00929,38736379,,Pluronic P123/DMSO Lyotropic Liquid Crystal for Incorporating Bioactive Substances for Topical Application.,unresolved,[],{},{},unresolved,[]
paper_e8a69f60c5e3,10.1021/acs.langmuir.2c01148,35855516,,New Insights into High-Performance Nanocomposite Membranes with Threefold-Imprinted Layers for Selective Recognition and Separation.,unresolved,[],{},{},unresolved,[]
paper_57371a22bd0a,10.1021/acs.langmuir.2c02497,36516863,PMC9798862,pH-Responsive Metal-Organic Framework Thin Film for Drug Delivery.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC9798862', 'pdf': 'https://europepmc.org/articles/PMC9798862?pdf=render'}",{},resolved,['failed_download:pdf']
paper_693ab859bc2c,10.1021/acs.langmuir.3c02748,38412279,,Multifunctional Deep Eutectic Solvent-Based Microemulsion for Transdermal Delivery of Artemisinin.,unresolved,[],{},{},unresolved,[]
paper_2810c372d939,10.1021/acs.langmuir.9b01028,31120755,,Microcavity-Supported Lipid Bilayers; Evaluation of Drug-Lipid Membrane Interactions by Electrochemical Impedance and Fluorescence Correlation Spectroscopy.,unresolved,[],{},{},unresolved,[]
paper_ab30082c93b2,10.1021/acs.molpharmaceut.0c00515,32672976,PMC7482401,Poly(caprolactone)-Based Coatings on 3D-Printed Biodegradable Implants: A Novel Strategy to Prolong Delivery of Hydrophilic Drugs.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC7482401', 'pdf': 'https://europepmc.org/articles/PMC7482401?pdf=render'}",{},resolved,['failed_download:pdf']
paper_4cd65bde6fb4,10.1021/acs.molpharmaceut.0c00720,33118829,,Controlling Supramolecular Structures of Drugs by Light.,pdf,['pdf'],{'pdf': 'https://repository.helmholtz-hzi.de/bitstream/10033/622589/1/Wiest%20et%20al.pdf'},{'pdf': 'papers\\pdf\\10.1021_acs.molpharmaceut.0c00720__d814df522c.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_320ca28dae93,10.1021/acs.molpharmaceut.1c00988,35235330,PMC9097526,Elucidating the Impact of Surfactants on the Performance of Dissolving Microneedle Array Patches.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC9097526', 'pdf': 'https://europepmc.org/articles/PMC9097526?pdf=render'}",{},resolved,['failed_download:pdf']
paper_36136cbbf214,10.1021/acs.molpharmaceut.5b00807,26795883,,Hydrogel-Forming Microneedle Arrays Made from Light-Responsive Materials for On-Demand Transdermal Drug Delivery.,unresolved,[],{},{},unresolved,[]
paper_f904fae1c55a,10.1021/acs.molpharmaceut.6b00530,27540750,,Inflammation Caused by Nanosized Delivery Systems: Is There a Benefit?,unresolved,[],{},{},unresolved,[]
paper_1829b9333048,10.1021/acs.molpharmaceut.8b01027,30525649,,Monitoring Drug Crystallization in Percutaneous Penetration Using Localized Nanothermal Analysis and Photothermal Microspectroscopy.,unresolved,[],{},{},unresolved,[]
paper_2f32de9402bf,10.1021/acs.molpharmaceut.9b01075,31887061,PMC7007282,Revealing Intermolecular Hydrogen Bonding Structure and Dynamics in a Deep Eutectic Pharmaceutical by Magic-Angle Spinning NMR Spectroscopy.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC7007282', 'pdf': 'https://europepmc.org/articles/PMC7007282?pdf=render'}",{},resolved,['failed_download:pdf']
paper_6749d1b7641d,10.1021/acsabm.2c00126,35389215,,Ibuprofen-Loaded Electrospun PCL/PEG Nanofibrous Membranes for Preventing Postoperative Abdominal Adhesion.,unresolved,[],{},{},unresolved,[]
paper_d0dfedfedc03,10.1021/acsami.0c06629,32407065,,Anti-inflammatory Cotton Fabrics and Silica Nanoparticles with Potential Topical Medical Applications.,unresolved,[],{},{},unresolved,[]
paper_29853e01a303,10.1021/acsami.3c11903,37909419,,"Phase Change Material-Embedded Multifunctional Janus Nanofiber Dressing with Directional Moisture Transport, Controlled Release of Anti-Inflammatory Drugs, and Synergistic Antibacterial Properties.",unresolved,[],{},{},unresolved,[]
paper_86c11b19c24b,10.1021/acsami.4c00383,38469717,PMC10982928,Coated Cotton Fabrics with Antibacterial and Anti-Inflammatory Silica Nanoparticles for Improving Wound Healing.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC10982928', 'pdf': 'https://europepmc.org/articles/PMC10982928?pdf=render'}",{},resolved,['failed_download:pdf']
paper_86eb1f4451f9,10.1021/acsami.4c16675,40208007,PMC12022951,Solution Blow Spun Mats with Beaded-Fiber Morphologies as a Drug Delivery System with Potential Use for Skin Wound Dressing.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC12022951', 'pdf': 'https://europepmc.org/articles/PMC12022951?pdf=render'}",{},resolved,['failed_download:pdf']
paper_b1dfd5612cc3,10.1021/acsami.4c18625,39681510,PMC11783531,Poly l-Lactic Acid Nanofiber Membrane Effectively Inhibits Liver Cancer Cells Growth and Prevents Postoperative Residual Cancer Recurrence.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC11783531', 'pdf': 'https://europepmc.org/articles/PMC11783531?pdf=render'}",{},resolved,['failed_download:pdf']
paper_e7d53de868a7,10.1021/acsmedchemlett.7b00212,28835803,PMC5554911,"Evaluation of Oxetan-3-ol, Thietan-3-ol, and Derivatives Thereof as Bioisosteres of the Carboxylic Acid Functional Group.",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC5554911', 'pdf': 'https://europepmc.org/articles/PMC5554911?pdf=render'}",{},resolved,['failed_download:pdf']
paper_546d0bb12749,10.1021/acsnanoscienceau.3c00004,37360843,PMC10288613,Label-Free Digital Holotomography Reveals Ibuprofen-Induced Morphological Changes to Red Blood Cells.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC10288613', 'pdf': 'https://europepmc.org/articles/PMC10288613?pdf=render'}",{},resolved,['failed_download:pdf']
paper_9070fab614d1,10.1021/acsomega.5c08566,41768653,PMC12946996,"Enhanced Anticancer Activity of Ibuprofen and 2'-Hydroxy-2,3,5'-trimethoxychalcone-Linked Polymeric Micelles in HeLa Cells.",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC12946996', 'pdf': 'https://europepmc.org/articles/PMC12946996?pdf=render'}",{},resolved,['failed_download:pdf']
paper_9d283ba69741,10.1021/acsomega.7b01800,30023593,PMC6044772,Drug-Loaded Supramolecular Gels Prepared in a Microfluidic Platform: Distinctive Rheology and Delivery through Controlled Far-from-Equilibrium Mixing.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC6044772', 'pdf': 'https://europepmc.org/articles/PMC6044772?pdf=render'}",{},resolved,['failed_download:pdf']
