record_id,paper_id,doi,paper_url,route,verification_status,failure_reasons,scope_tags,api_name,api_concentration_value,api_concentration_unit,api_basis,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time_value,endpoint_time_unit,device,study_type,diffusion_area_cm2,evidence_preview,gold_target_api_ok,gold_5pct_ww_ok,gold_franz_ok,gold_ivpt_ivrt_ok,gold_amount_endpoint_ok,gold_endpoint_time_ok,gold_endpoint_value_correct,gold_area_ok,gold_keep_record,gold_notes,gold_scope_correct,gold_value_correct
record_1d882e0e9090,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,verified,,,Ibuprofen,5.0,% w/w,w/w,amount_per_area,16.183204650878906,µg/cm²,48.0,hours,Franz diffusion cell,IVPT,1.0,"Cumulative amounts permeated and percentages of ibuprofen delivered were 90–100 µg/cm² and 64-69% respectively after 1 µl application. | curve_id=cluster_4; color=gray; trace_id=figure_trace_paper_7008480bdcae_figure_1_7_A_f8d06ae7fa29::cluster_4 | Section on Methods (Page 5) | 11 For the 30 l applications (Figures 3A, 3B), the profiles are generally linear, consistent with these 209 amounts representing infinite doses. At 6 h, there are significant differences in ibuprofen permeation 210 from the two commercial formulations and between the gel and all other formulations (p<0.05), but not 211 between the PG and PEG 300 formulations. This is in contrast to the finite dose studies conducted in 212 human skin where no differences in permeation from the commercial formulations were determined. 213 Overall ibuprofen permeation from the PG and PEG 300 alcoholic solutions is higher than for the 214 commercial formulations in PAMPA (p<0.05). For human skin studies significantly higher permeation 215 was only evident for the PG formulation compared with all other formulations. For the commercial 216 formulations the permeation differences may reflect the influence of various excipients on ibuprofen 217 permeation. Both formulations contain industrial methylated spirit (IMS) or denatured alcohol. The gel 218 contains PG whereas the spray does not. The volatile nature of the spray formulation should also result 219 in a shorter residence time of this formulation on the PAMPA membrane compared with the gel. 220 Differences between the commercial spray and the simple solutions may also reflect differences in the 221 absolute content of the volatile components. However, further studies with individual excipients and 222 the PAMPA lipid mixture will be needed to interpret these data. These specific excipients and the 223 functions previously proposed for them are detailed in Table 1. 224 225 Table 1: Excipients included in commercial and experimental formulations and proposed 226 functions reported in the literature 227 Excipient Functions IMS Penetration enhancer*, solvent† PEG 300 Solvent‡ PG Penetration enhancer, solvent† *Hadgraft et al., (2003); †Lane (2013); ‡Rowe et al., 2012 228 229 As expected cumulative amounts of ibuprofen which permeated drop for the 1 and 3 L doses 230 compared with the 30 l application and there are no differences in the permeation between the 231 commercial formulations at 6 h. This is consistent with an exaggerated influence of formulation 232 excipients on membrane transport at the higher 30 L dose. As we have previously noted data from 233 infinite dose studies may not be extrapolated to finite dose conditions (Santos et al., 2011; Goh and 234 Lane, 2014; Luo and Lane, 2015; Hadgraft and Lane, 2016). For the 3 L dose, ibuprofen permeation is 235 significantly (p<0.05) higher from the formulations containing PG and PEG 300 when compared with 236",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Human skin in Figure 1(A), but it seem the Figure-Agent misatched y-axis (actually belongs to Fig. 1(B)) in the extraction progress.",yes,no
record_339f642dd0cd,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,verified,,,Ibuprofen,5.0,% w/w,w/w,amount_per_area,15.0,µg/cm²,48.0,hours,Franz diffusion cell,IVPT,1.0,"Cumulative amounts permeated and percentages of ibuprofen delivered were 90–100 µg/cm² and 64-69% respectively after 1 µl application. | curve_id=cluster_2; color=black; trace_id=figure_trace_paper_7008480bdcae_figure_1_7_A_f8d06ae7fa29::cluster_2 | Section on Methods (Page 5) | 11 For the 30 l applications (Figures 3A, 3B), the profiles are generally linear, consistent with these 209 amounts representing infinite doses. At 6 h, there are significant differences in ibuprofen permeation 210 from the two commercial formulations and between the gel and all other formulations (p<0.05), but not 211 between the PG and PEG 300 formulations. This is in contrast to the finite dose studies conducted in 212 human skin where no differences in permeation from the commercial formulations were determined. 213 Overall ibuprofen permeation from the PG and PEG 300 alcoholic solutions is higher than for the 214 commercial formulations in PAMPA (p<0.05). For human skin studies significantly higher permeation 215 was only evident for the PG formulation compared with all other formulations. For the commercial 216 formulations the permeation differences may reflect the influence of various excipients on ibuprofen 217 permeation. Both formulations contain industrial methylated spirit (IMS) or denatured alcohol. The gel 218 contains PG whereas the spray does not. The volatile nature of the spray formulation should also result 219 in a shorter residence time of this formulation on the PAMPA membrane compared with the gel. 220 Differences between the commercial spray and the simple solutions may also reflect differences in the 221 absolute content of the volatile components. However, further studies with individual excipients and 222 the PAMPA lipid mixture will be needed to interpret these data. These specific excipients and the 223 functions previously proposed for them are detailed in Table 1. 224 225 Table 1: Excipients included in commercial and experimental formulations and proposed 226 functions reported in the literature 227 Excipient Functions IMS Penetration enhancer*, solvent† PEG 300 Solvent‡ PG Penetration enhancer, solvent† *Hadgraft et al., (2003); †Lane (2013); ‡Rowe et al., 2012 228 229 As expected cumulative amounts of ibuprofen which permeated drop for the 1 and 3 L doses 230 compared with the 30 l application and there are no differences in the permeation between the 231 commercial formulations at 6 h. This is consistent with an exaggerated influence of formulation 232 excipients on membrane transport at the higher 30 L dose. As we have previously noted data from 233 infinite dose studies may not be extrapolated to finite dose conditions (Santos et al., 2011; Goh and 234 Lane, 2014; Luo and Lane, 2015; Hadgraft and Lane, 2016). For the 3 L dose, ibuprofen permeation is 235 significantly (p<0.05) higher from the formulations containing PG and PEG 300 when compared with 236",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Porcine skin in Figure 1(B).",yes,no
record_437e38b169f5,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,verified,,,Ibuprofen,5.0,% w/w,w/w,amount_per_area,280.0,µg/cm2,6.0,h,Franz diffusion cell,IVPT,1.0,"At 6 h approximately 280 µg/cm² of ibuprofen had permeated following application of 3 µL doses of the commercial formulations, accounting for 60–70% of the applied dose. | Section on Methods (Page 5) | 5 Silicone membrane was pre-treated as reported previously (Oliveira et al., 2012). Full-thickness 116 porcine ear skin was prepared as described by Caon et al. (2010) and stored at -20°C until required. 117 Heat-separated epidermis was obtained from human skin samples (Oliveira et al., 2012). Silicone and 118 tissues were mounted between donor and receptor compartments of Franz cells (effective diffusion 119 area ~1 cm2). Assembled Franz cells were filled with PBS pH 7.4 which served as the receptor phase and 120 0.02% sodium azide (w/v) was also included in the receptor phase for studies that lasted for 48 h. All 121 permeation studies were conducted at 32±1°C as confirmed with a Digitron TM-22 Differential Digital 122 Thermometer, (RS Components, Corby, UK). Formulations were dosed at volumes of either 3.6 L 123 (solutions) or 4 L (gel) in each Franz cell. Samples (200 L) were removed from the receptor 124 compartment at regular intervals over the duration of the permeation studies and replaced with fresh 125 receptor phase. Experiments were conducted in silicone membrane and PAMPA for 6 h as preliminary 126 studies had confirmed that most of the API had permeated by this time point. 127 The Skin PAMPA membrane was hydrated overnight by placing 200 µL of the hydration solution 128 in each well. For these studies, three different doses were investigated in order to determine the 129 amount of formulation which best represented finite dose conditions. Following removal of the 130 hydration solution, 1, 3, or 30 µL of the tested formulations were applied by a Multipette® plus pipette 131 (Eppendorf AG, Germany) on the membrane surface in each well of the top (donor) compartment of the 132 PAMPA Sandwich. This corresponds to a dose of 3.3, 9.9 and 99 µL/cm2. The corresponding wells in each 133 bottom (receptor) plate were prefilled with 180 µL of PBS pH 7.4 and a stirring disk was also placed in 134 each well. Subsequently, the PAMPA Sandwich was incubated on the stirring unit or “Gut-BoxTM” at 135 32±1oC. At 0.5, 1, 2, 3, 4 and 6 h, the bottom (receptor) plate was replaced with a plate prefilled with 136 fresh receptor phase and stirrer disks. Replacing the entire receptor phase and a shorter interval 137 between sample times compared with Franz cell studies was necessary in order to maintain sink 138 conditions. 139 PAMPA samples were analysed using a Hewlett-Packard HPLC 1100 series equipped with a diode 140 array detector. Separation was conducted at 30°C using a Luna C18 column (250×4.6 mm, 5 µm 141 | 4 Recently, the Parallel Artificial Membrane Permeation Assay (PAMPA) has been proposed as a 90 high throughput screening system that may be suitable to study skin permeation (Sinkó et al., 2012). 91 Previously the PAMPA model was investigated for prediction of gastrointestinal absorption (Avdeef and 92 Tsinman, 2006; Avdeef et al., 2007) and as a potential model of the blood-brain barrier (Tsinman et al., 93 2011). This model consists of a mixture of synthetic ceramides (certamides), cholesterol and free fatty 94 acids mounted in 96-well plates (Sinkó et al., 2012). With respect to skin permeation the number of 95 molecules and formulations evaluated in PAMPA to date remains low. Accordingly we set out to 96 examine the permeation of a model API, ibuprofen, from two commercial preparations and two simple 97 solutions using the PAMPA model. The data are compared with results from studies conducted with an 98 artificial membrane (silicone) as well as with porcine and human skin. A further objective was to identify 99 optimal dosing in the PAMPA model which best simulates typical amounts applied on skin by patients 100 and consumers. 101 Ibuprofen was a gift from Wyeth (Haversham, Hants., UK). Polyethylene glycol (PEG) 300, 102 propylene glycol (PG), HPLC grade isopropyl alcohol and trifluoroacetic acid (HPLC grade) were supplied 103 by Fisher Scientific (UK). HPLC grade solvents (methanol and water) were provided by Sigma-Aldrich (UK). 104 Phosphate buffered saline (pH 7.4) was prepared using Dulbecco A tablets (Oxoid, UK). Silicone 105 membrane (250 m) was obtained from Samco (Nuneaton, UK). This grade and thickness of silicone was 106 selected because we have used it previously to examine the effects of a range of hydrophilic and 107 lipophilic vehicles on ibuprofen permeation (Watkinson et al., 2009a,b; Watkinson et al., 2011). The pre- 108 coated Skin PAMPA Sandwich stirring disks, hydration solution, and Gut-Box™ were obtained from pION 109 Inc. (Billerica, USA). Porcine tissue was obtained from a local abattoir. Excised abdominal human skin 110 was obtained from the UK Human Tissue Bank and was stored in a freezer at -20oC until required 111 (Research Ethics Committee reference 06/MRE04/37). The commercial formulations selected for 112 evaluation were IBUGEL™ (Ibuprofen 5% w/w) and IBULEVE™ Speed Relief 5% Spray (Dermal 113 Laboratories, Hitchin, Hertfordshire, UK). Two other formulations of ibuprofen were prepared as 5% 114 w/w solutions in isopropyl alcohol and either PEG 300 or PG. 115",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Human skin in Figure 1(A), but it seem the Figure-Agent misatched y-axis (actually belongs to Fig. 1(B)) in the extraction progress.",yes,no
record_982332825448,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,verified,,,Ibuprofen,5.0,% w/w,w/w,amount_per_area,16.183204650878906,µg/cm²,48.0,hours,Franz diffusion cell,IVPT,1.0,"At 6 h approximately 240 µg/cm² of ibuprofen had permeated following application of 3 µL doses from the IBULEVE formulation. | curve_id=cluster_3; color=cyan; trace_id=figure_trace_paper_7008480bdcae_figure_1_7_A_f8d06ae7fa29::cluster_3 | Section on Methods (Page 5) | 11 For the 30 l applications (Figures 3A, 3B), the profiles are generally linear, consistent with these 209 amounts representing infinite doses. At 6 h, there are significant differences in ibuprofen permeation 210 from the two commercial formulations and between the gel and all other formulations (p<0.05), but not 211 between the PG and PEG 300 formulations. This is in contrast to the finite dose studies conducted in 212 human skin where no differences in permeation from the commercial formulations were determined. 213 Overall ibuprofen permeation from the PG and PEG 300 alcoholic solutions is higher than for the 214 commercial formulations in PAMPA (p<0.05). For human skin studies significantly higher permeation 215 was only evident for the PG formulation compared with all other formulations. For the commercial 216 formulations the permeation differences may reflect the influence of various excipients on ibuprofen 217 permeation. Both formulations contain industrial methylated spirit (IMS) or denatured alcohol. The gel 218 contains PG whereas the spray does not. The volatile nature of the spray formulation should also result 219 in a shorter residence time of this formulation on the PAMPA membrane compared with the gel. 220 Differences between the commercial spray and the simple solutions may also reflect differences in the 221 absolute content of the volatile components. However, further studies with individual excipients and 222 the PAMPA lipid mixture will be needed to interpret these data. These specific excipients and the 223 functions previously proposed for them are detailed in Table 1. 224 225 Table 1: Excipients included in commercial and experimental formulations and proposed 226 functions reported in the literature 227 Excipient Functions IMS Penetration enhancer*, solvent† PEG 300 Solvent‡ PG Penetration enhancer, solvent† *Hadgraft et al., (2003); †Lane (2013); ‡Rowe et al., 2012 228 229 As expected cumulative amounts of ibuprofen which permeated drop for the 1 and 3 L doses 230 compared with the 30 l application and there are no differences in the permeation between the 231 commercial formulations at 6 h. This is consistent with an exaggerated influence of formulation 232 excipients on membrane transport at the higher 30 L dose. As we have previously noted data from 233 infinite dose studies may not be extrapolated to finite dose conditions (Santos et al., 2011; Goh and 234 Lane, 2014; Luo and Lane, 2015; Hadgraft and Lane, 2016). For the 3 L dose, ibuprofen permeation is 235 significantly (p<0.05) higher from the formulations containing PG and PEG 300 when compared with 236",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Porcine skin in Figure 1(B).",yes,no
record_a28c8f99f0f6,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,verified,,,Ibuprofen,5.0,% w/w,w/w,amount_per_area,280.0,µg/cm2,6.0,h,Franz diffusion cell,IVPT,1.0,"At 6 h approximately 240 µg/cm² of ibuprofen had permeated following application of 3 µL doses from the IBULEVE formulation. | Section on Methods (Page 5) | 5 Silicone membrane was pre-treated as reported previously (Oliveira et al., 2012). Full-thickness 116 porcine ear skin was prepared as described by Caon et al. (2010) and stored at -20°C until required. 117 Heat-separated epidermis was obtained from human skin samples (Oliveira et al., 2012). Silicone and 118 tissues were mounted between donor and receptor compartments of Franz cells (effective diffusion 119 area ~1 cm2). Assembled Franz cells were filled with PBS pH 7.4 which served as the receptor phase and 120 0.02% sodium azide (w/v) was also included in the receptor phase for studies that lasted for 48 h. All 121 permeation studies were conducted at 32±1°C as confirmed with a Digitron TM-22 Differential Digital 122 Thermometer, (RS Components, Corby, UK). Formulations were dosed at volumes of either 3.6 L 123 (solutions) or 4 L (gel) in each Franz cell. Samples (200 L) were removed from the receptor 124 compartment at regular intervals over the duration of the permeation studies and replaced with fresh 125 receptor phase. Experiments were conducted in silicone membrane and PAMPA for 6 h as preliminary 126 studies had confirmed that most of the API had permeated by this time point. 127 The Skin PAMPA membrane was hydrated overnight by placing 200 µL of the hydration solution 128 in each well. For these studies, three different doses were investigated in order to determine the 129 amount of formulation which best represented finite dose conditions. Following removal of the 130 hydration solution, 1, 3, or 30 µL of the tested formulations were applied by a Multipette® plus pipette 131 (Eppendorf AG, Germany) on the membrane surface in each well of the top (donor) compartment of the 132 PAMPA Sandwich. This corresponds to a dose of 3.3, 9.9 and 99 µL/cm2. The corresponding wells in each 133 bottom (receptor) plate were prefilled with 180 µL of PBS pH 7.4 and a stirring disk was also placed in 134 each well. Subsequently, the PAMPA Sandwich was incubated on the stirring unit or “Gut-BoxTM” at 135 32±1oC. At 0.5, 1, 2, 3, 4 and 6 h, the bottom (receptor) plate was replaced with a plate prefilled with 136 fresh receptor phase and stirrer disks. Replacing the entire receptor phase and a shorter interval 137 between sample times compared with Franz cell studies was necessary in order to maintain sink 138 conditions. 139 PAMPA samples were analysed using a Hewlett-Packard HPLC 1100 series equipped with a diode 140 array detector. Separation was conducted at 30°C using a Luna C18 column (250×4.6 mm, 5 µm 141 | 4 Recently, the Parallel Artificial Membrane Permeation Assay (PAMPA) has been proposed as a 90 high throughput screening system that may be suitable to study skin permeation (Sinkó et al., 2012). 91 Previously the PAMPA model was investigated for prediction of gastrointestinal absorption (Avdeef and 92 Tsinman, 2006; Avdeef et al., 2007) and as a potential model of the blood-brain barrier (Tsinman et al., 93 2011). This model consists of a mixture of synthetic ceramides (certamides), cholesterol and free fatty 94 acids mounted in 96-well plates (Sinkó et al., 2012). With respect to skin permeation the number of 95 molecules and formulations evaluated in PAMPA to date remains low. Accordingly we set out to 96 examine the permeation of a model API, ibuprofen, from two commercial preparations and two simple 97 solutions using the PAMPA model. The data are compared with results from studies conducted with an 98 artificial membrane (silicone) as well as with porcine and human skin. A further objective was to identify 99 optimal dosing in the PAMPA model which best simulates typical amounts applied on skin by patients 100 and consumers. 101 Ibuprofen was a gift from Wyeth (Haversham, Hants., UK). Polyethylene glycol (PEG) 300, 102 propylene glycol (PG), HPLC grade isopropyl alcohol and trifluoroacetic acid (HPLC grade) were supplied 103 by Fisher Scientific (UK). HPLC grade solvents (methanol and water) were provided by Sigma-Aldrich (UK). 104 Phosphate buffered saline (pH 7.4) was prepared using Dulbecco A tablets (Oxoid, UK). Silicone 105 membrane (250 m) was obtained from Samco (Nuneaton, UK). This grade and thickness of silicone was 106 selected because we have used it previously to examine the effects of a range of hydrophilic and 107 lipophilic vehicles on ibuprofen permeation (Watkinson et al., 2009a,b; Watkinson et al., 2011). The pre- 108 coated Skin PAMPA Sandwich stirring disks, hydration solution, and Gut-Box™ were obtained from pION 109 Inc. (Billerica, USA). Porcine tissue was obtained from a local abattoir. Excised abdominal human skin 110 was obtained from the UK Human Tissue Bank and was stored in a freezer at -20oC until required 111 (Research Ethics Committee reference 06/MRE04/37). The commercial formulations selected for 112 evaluation were IBUGEL™ (Ibuprofen 5% w/w) and IBULEVE™ Speed Relief 5% Spray (Dermal 113 Laboratories, Hitchin, Hertfordshire, UK). Two other formulations of ibuprofen were prepared as 5% 114 w/w solutions in isopropyl alcohol and either PEG 300 or PG. 115",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Human skin in Figure 1(A), but it seem the Figure-Agent misatched y-axis (actually belongs to Fig. 1(B)) in the extraction progress.",yes,no
record_ca0291b430fe,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,verified,,,Ibuprofen,5.0,% w/w,w/w,amount_per_area,15.0,µg/cm²,48.0,hours,Franz diffusion cell,IVPT,1.0,"Cumulative amounts permeated and percentages of ibuprofen delivered were 90–100 µg/cm² and 64-69% respectively after 1 µl application. | curve_id=cluster_2; color=black; trace_id=figure_trace_paper_7008480bdcae_figure_1_7_A_f8d06ae7fa29::cluster_2 | Section on Methods (Page 5) | 11 For the 30 l applications (Figures 3A, 3B), the profiles are generally linear, consistent with these 209 amounts representing infinite doses. At 6 h, there are significant differences in ibuprofen permeation 210 from the two commercial formulations and between the gel and all other formulations (p<0.05), but not 211 between the PG and PEG 300 formulations. This is in contrast to the finite dose studies conducted in 212 human skin where no differences in permeation from the commercial formulations were determined. 213 Overall ibuprofen permeation from the PG and PEG 300 alcoholic solutions is higher than for the 214 commercial formulations in PAMPA (p<0.05). For human skin studies significantly higher permeation 215 was only evident for the PG formulation compared with all other formulations. For the commercial 216 formulations the permeation differences may reflect the influence of various excipients on ibuprofen 217 permeation. Both formulations contain industrial methylated spirit (IMS) or denatured alcohol. The gel 218 contains PG whereas the spray does not. The volatile nature of the spray formulation should also result 219 in a shorter residence time of this formulation on the PAMPA membrane compared with the gel. 220 Differences between the commercial spray and the simple solutions may also reflect differences in the 221 absolute content of the volatile components. However, further studies with individual excipients and 222 the PAMPA lipid mixture will be needed to interpret these data. These specific excipients and the 223 functions previously proposed for them are detailed in Table 1. 224 225 Table 1: Excipients included in commercial and experimental formulations and proposed 226 functions reported in the literature 227 Excipient Functions IMS Penetration enhancer*, solvent† PEG 300 Solvent‡ PG Penetration enhancer, solvent† *Hadgraft et al., (2003); †Lane (2013); ‡Rowe et al., 2012 228 229 As expected cumulative amounts of ibuprofen which permeated drop for the 1 and 3 L doses 230 compared with the 30 l application and there are no differences in the permeation between the 231 commercial formulations at 6 h. This is consistent with an exaggerated influence of formulation 232 excipients on membrane transport at the higher 30 L dose. As we have previously noted data from 233 infinite dose studies may not be extrapolated to finite dose conditions (Santos et al., 2011; Goh and 234 Lane, 2014; Luo and Lane, 2015; Hadgraft and Lane, 2016). For the 3 L dose, ibuprofen permeation is 235 significantly (p<0.05) higher from the formulations containing PG and PEG 300 when compared with 236",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Porcine skin in Figure 1(B).",yes,no
record_e5a5cd848fa6,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,verified,,,Ibuprofen,5.0,% w/w,w/w,amount_per_area,280.0,µg/cm2,6.0,h,Franz diffusion cell,IVPT,1.0,"At 6 h approximately 280 µg/cm² of ibuprofen had permeated following application of 3 µL doses of the commercial formulations, accounting for 60–70% of the applied dose. | Section on Methods (Page 5) | 5 Silicone membrane was pre-treated as reported previously (Oliveira et al., 2012). Full-thickness 116 porcine ear skin was prepared as described by Caon et al. (2010) and stored at -20°C until required. 117 Heat-separated epidermis was obtained from human skin samples (Oliveira et al., 2012). Silicone and 118 tissues were mounted between donor and receptor compartments of Franz cells (effective diffusion 119 area ~1 cm2). Assembled Franz cells were filled with PBS pH 7.4 which served as the receptor phase and 120 0.02% sodium azide (w/v) was also included in the receptor phase for studies that lasted for 48 h. All 121 permeation studies were conducted at 32±1°C as confirmed with a Digitron TM-22 Differential Digital 122 Thermometer, (RS Components, Corby, UK). Formulations were dosed at volumes of either 3.6 L 123 (solutions) or 4 L (gel) in each Franz cell. Samples (200 L) were removed from the receptor 124 compartment at regular intervals over the duration of the permeation studies and replaced with fresh 125 receptor phase. Experiments were conducted in silicone membrane and PAMPA for 6 h as preliminary 126 studies had confirmed that most of the API had permeated by this time point. 127 The Skin PAMPA membrane was hydrated overnight by placing 200 µL of the hydration solution 128 in each well. For these studies, three different doses were investigated in order to determine the 129 amount of formulation which best represented finite dose conditions. Following removal of the 130 hydration solution, 1, 3, or 30 µL of the tested formulations were applied by a Multipette® plus pipette 131 (Eppendorf AG, Germany) on the membrane surface in each well of the top (donor) compartment of the 132 PAMPA Sandwich. This corresponds to a dose of 3.3, 9.9 and 99 µL/cm2. The corresponding wells in each 133 bottom (receptor) plate were prefilled with 180 µL of PBS pH 7.4 and a stirring disk was also placed in 134 each well. Subsequently, the PAMPA Sandwich was incubated on the stirring unit or “Gut-BoxTM” at 135 32±1oC. At 0.5, 1, 2, 3, 4 and 6 h, the bottom (receptor) plate was replaced with a plate prefilled with 136 fresh receptor phase and stirrer disks. Replacing the entire receptor phase and a shorter interval 137 between sample times compared with Franz cell studies was necessary in order to maintain sink 138 conditions. 139 PAMPA samples were analysed using a Hewlett-Packard HPLC 1100 series equipped with a diode 140 array detector. Separation was conducted at 30°C using a Luna C18 column (250×4.6 mm, 5 µm 141 | 4 Recently, the Parallel Artificial Membrane Permeation Assay (PAMPA) has been proposed as a 90 high throughput screening system that may be suitable to study skin permeation (Sinkó et al., 2012). 91 Previously the PAMPA model was investigated for prediction of gastrointestinal absorption (Avdeef and 92 Tsinman, 2006; Avdeef et al., 2007) and as a potential model of the blood-brain barrier (Tsinman et al., 93 2011). This model consists of a mixture of synthetic ceramides (certamides), cholesterol and free fatty 94 acids mounted in 96-well plates (Sinkó et al., 2012). With respect to skin permeation the number of 95 molecules and formulations evaluated in PAMPA to date remains low. Accordingly we set out to 96 examine the permeation of a model API, ibuprofen, from two commercial preparations and two simple 97 solutions using the PAMPA model. The data are compared with results from studies conducted with an 98 artificial membrane (silicone) as well as with porcine and human skin. A further objective was to identify 99 optimal dosing in the PAMPA model which best simulates typical amounts applied on skin by patients 100 and consumers. 101 Ibuprofen was a gift from Wyeth (Haversham, Hants., UK). Polyethylene glycol (PEG) 300, 102 propylene glycol (PG), HPLC grade isopropyl alcohol and trifluoroacetic acid (HPLC grade) were supplied 103 by Fisher Scientific (UK). HPLC grade solvents (methanol and water) were provided by Sigma-Aldrich (UK). 104 Phosphate buffered saline (pH 7.4) was prepared using Dulbecco A tablets (Oxoid, UK). Silicone 105 membrane (250 m) was obtained from Samco (Nuneaton, UK). This grade and thickness of silicone was 106 selected because we have used it previously to examine the effects of a range of hydrophilic and 107 lipophilic vehicles on ibuprofen permeation (Watkinson et al., 2009a,b; Watkinson et al., 2011). The pre- 108 coated Skin PAMPA Sandwich stirring disks, hydration solution, and Gut-Box™ were obtained from pION 109 Inc. (Billerica, USA). Porcine tissue was obtained from a local abattoir. Excised abdominal human skin 110 was obtained from the UK Human Tissue Bank and was stored in a freezer at -20oC until required 111 (Research Ethics Committee reference 06/MRE04/37). The commercial formulations selected for 112 evaluation were IBUGEL™ (Ibuprofen 5% w/w) and IBULEVE™ Speed Relief 5% Spray (Dermal 113 Laboratories, Hitchin, Hertfordshire, UK). Two other formulations of ibuprofen were prepared as 5% 114 w/w solutions in isopropyl alcohol and either PEG 300 or PG. 115",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Human skin in Figure 1(A), but it seem the Figure-Agent misatched y-axis (actually belongs to Fig. 1(B)) in the extraction progress.",yes,no
record_62962b5f0280,paper_85f231cdccef,10.1208/s12249-019-1584-8,https://link.springer.com/content/pdf/10.1208/s12249-019-1584-8.pdf,figure,unresolved,not_target_api_concentration,useful_but_out_of_scope; useful_api_concentration_out_of_scope,Ibuprofen,1.0,% w/w,w/w,amount_per_area,19.812591552734375,µg/cm²,24.0,h,Franz diffusion cell,IVPT,1.6,Table I shows the composition of the Ibuprofen-Loaded Formulations where the concentration of Ibuprofen is listed as 1% (w/w). | Contains information on the composition of drug-loaded hydrogel formula,yes,yes,yes,yes,yes,yes,yes,yes,yes,"conclusion: yes; evidence: Fig.3a; Reason: the api_concentration was extracted as 1% w/w. the paper states 5 % w/w in Table I, diffusion area is 1.6 cm^2.",yes,yes
record_96e92dcd41dd,paper_85f231cdccef,10.1208/s12249-019-1584-8,https://link.springer.com/content/pdf/10.1208/s12249-019-1584-8.pdf,figure,unresolved,not_target_api_concentration,useful_but_out_of_scope; useful_api_concentration_out_of_scope,Ibuprofen,1.0,% w/w,w/w,amount_per_area,49.263702392578125,µg/cm²,24.0,h,Franz diffusion cell,IVPT,1.6,The preparation method and components of the microemulsion containing ibuprofen were mentioned in the context of the formulation process. | curve_id=cluster_2; color=black; trace_id=figure_trace_paper,yes,yes,yes,yes,yes,yes,yes,yes,yes,"conclusion: yes; evidence: Fig.3a; Reason: the api_concentration was extracted as 1% w/w. the paper states 5 % w/w in Table I, diffusion area is 1.6 cm^3.",yes,yes
record_c3fdc7aafe21,paper_85f231cdccef,10.1208/s12249-019-1584-8,https://link.springer.com/content/pdf/10.1208/s12249-019-1584-8.pdf,figure,unresolved,not_target_api_concentration,useful_but_out_of_scope; useful_api_concentration_out_of_scope,Ibuprofen,1.0,% w/w,w/w,amount_per_area,22.5,µg/cm²,24.0,h,Franz diffusion cell,IVPT,1.6,The preparation method and components of the microemulsion containing ibuprofen were mentioned in the context of the formulation process. | In vitro Transdermal Test | References to the formulation pr,yes,yes,yes,yes,yes,yes,yes,yes,yes,"conclusion: yes; evidence: Fig.3a; Reason: the api_concentration was extracted as 1% w/w. the paper states 5 % w/w in Table I, diffusion area is 1.6 cm^4.",yes,yes
