record_id,doi,route,study_type,scientific_guard_pass,guard_reason,formulation_label,api_name,dosage_form,device,barrier,api_concentration_raw,components_text,evidence_preview,api_match,device_match,membrane_match,poloxamer_match,ethanol_match,propylene_glycol_match,matched_excipient_terms,level1_exact_match,level2_same_excipient_system,level3_partial_excipient_overlap,level4_same_api_device,highest_level,highest_level_label
record_94fdeacead82,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F3,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=+1 (2.0) ; HPMC K100 level source cell=−1 (3.0) ; particle size factor source cell=−1 (900),F3 | −1 (900) | +1 (2.0) | −1 (3.0) | 98.5 (0.8) | 19.3 (2.4) | 140.2 (35.9) | 543.5 (112.5) | 759.6 (94.4) | F3 | −1 (900) | +1 (2.0) | −1 (3.0) | 98.5 (0.8) | 19.3 (2.4) | 140.2 (35.9) | 543.5 (112.5) | 759.6 (94.4) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_a8b14ec9c84e,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F3,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=+1 (2.0) ; HPMC K100 level source cell=−1 (3.0) ; particle size factor source cell=−1 (900),F3 | −1 (900) | +1 (2.0) | −1 (3.0) | 98.5 (0.8) | 19.3 (2.4) | 140.2 (35.9) | 543.5 (112.5) | 759.6 (94.4) | F3 | −1 (900) | +1 (2.0) | −1 (3.0) | 98.5 (0.8) | 19.3 (2.4) | 140.2 (35.9) | 543.5 (112.5) | 759.6 (94.4) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_59963ee27e78,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F4,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=−1 (3.0) ; particle size factor source cell=+1 (300),F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_eb5e98f7f8bb,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F4,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=−1 (3.0) ; particle size factor source cell=+1 (300),F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_764e4aa71249,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F4,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=−1 (3.0) ; particle size factor source cell=+1 (300),F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_83a3f9b0e06e,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F5,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=−1 (3.0) ; particle size factor source cell=−1 (900),F5 | −1 (900) | −1 (0.1) | −1 (3.0) | 100.1 (2.5) | 14.1 (2.2) | 312.3 (53.1) | 542.5 (65.1) | 799.5 (133.3) | F5 | −1 (900) | −1 (0.1) | −1 (3.0) | 100.1 (2.5) | 14.1 (2.2) | 312.3 (53.1) | 542.5 (65.1) | 799.5 (133.3) | te of the United S,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_bbc291658e05,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F5,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=−1 (3.0) ; particle size factor source cell=−1 (900),F5 | −1 (900) | −1 (0.1) | −1 (3.0) | 100.1 (2.5) | 14.1 (2.2) | 312.3 (53.1) | 542.5 (65.1) | 799.5 (133.3) | F5 | −1 (900) | −1 (0.1) | −1 (3.0) | 100.1 (2.5) | 14.1 (2.2) | 312.3 (53.1) | 542.5 (65.1) | 799.5 (133.3) | te of the United S,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_9424b5553135,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F5,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=−1 (3.0) ; particle size factor source cell=−1 (900),F5 | −1 (900) | −1 (0.1) | −1 (3.0) | 100.1 (2.5) | 14.1 (2.2) | 312.3 (53.1) | 542.5 (65.1) | 799.5 (133.3) | F5 | −1 (900) | −1 (0.1) | −1 (3.0) | 100.1 (2.5) | 14.1 (2.2) | 312.3 (53.1) | 542.5 (65.1) | 799.5 (133.3) | te of the United S,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_c83676244c03,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F6,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=+1 (2.0) ; HPMC K100 level source cell=+1 (1.0) ; particle size factor source cell=−1 (900),F6 | −1 (900) | +1 (2.0) | +1 (1.0) | 98.3 (2.3) | 19.8 (0.9) | 148.8 (28.6) | 551.2 (123.0) | 808.0 (128.9) | F6 | −1 (900) | +1 (2.0) | +1 (1.0) | 98.3 (2.3) | 19.8 (0.9) | 148.8 (28.6) | 551.2 (123.0) | 808.0 (128.9) | te of the United S,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_cff9534403d5,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F6,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=+1 (2.0) ; HPMC K100 level source cell=+1 (1.0) ; particle size factor source cell=−1 (900),F6 | −1 (900) | +1 (2.0) | +1 (1.0) | 98.3 (2.3) | 19.8 (0.9) | 148.8 (28.6) | 551.2 (123.0) | 808.0 (128.9) | F6 | −1 (900) | +1 (2.0) | +1 (1.0) | 98.3 (2.3) | 19.8 (0.9) | 148.8 (28.6) | 551.2 (123.0) | 808.0 (128.9) | te of the United S,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_d9fc1e579464,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F6,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=+1 (2.0) ; HPMC K100 level source cell=+1 (1.0) ; particle size factor source cell=−1 (900),F6 | −1 (900) | +1 (2.0) | +1 (1.0) | 98.3 (2.3) | 19.8 (0.9) | 148.8 (28.6) | 551.2 (123.0) | 808.0 (128.9) | F6 | −1 (900) | +1 (2.0) | +1 (1.0) | 98.3 (2.3) | 19.8 (0.9) | 148.8 (28.6) | 551.2 (123.0) | 808.0 (128.9) | te of the United S,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_8451385f5434,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F7,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=+1 (1.0) ; particle size factor source cell=−1 (900),F7 | −1 (900) | −1 (0.1) | +1 (1.0) | 96.2 (2.3) | 12.5 (2.2) | 123.9 (24.6) | 260.1 (81.5) | 387.9 (146.1) | F7 | −1 (900) | −1 (0.1) | +1 (1.0) | 96.2 (2.3) | 12.5 (2.2) | 123.9 (24.6) | 260.1 (81.5) | 387.9 (146.1) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_771853ae9097,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F7,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=+1 (1.0) ; particle size factor source cell=−1 (900),F7 | −1 (900) | −1 (0.1) | +1 (1.0) | 96.2 (2.3) | 12.5 (2.2) | 123.9 (24.6) | 260.1 (81.5) | 387.9 (146.1) | F7 | −1 (900) | −1 (0.1) | +1 (1.0) | 96.2 (2.3) | 12.5 (2.2) | 123.9 (24.6) | 260.1 (81.5) | 387.9 (146.1) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_1bf5e1e73737,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F7,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=+1 (1.0) ; particle size factor source cell=−1 (900),F7 | −1 (900) | −1 (0.1) | +1 (1.0) | 96.2 (2.3) | 12.5 (2.2) | 123.9 (24.6) | 260.1 (81.5) | 387.9 (146.1) | F7 | −1 (900) | −1 (0.1) | +1 (1.0) | 96.2 (2.3) | 12.5 (2.2) | 123.9 (24.6) | 260.1 (81.5) | 387.9 (146.1) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_f014c92e4f9a,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F8,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=+1 (1.0) ; particle size factor source cell=+1 (300),F8 | +1 (300) | −1 (0.1) | +1 (1.0) | 96.4 (1.6) | 17.7 (2.4) | 132.3 (51.6) | 464.8 (110.8) | 734.4 (88.8) | F8 | +1 (300) | −1 (0.1) | +1 (1.0) | 96.4 (1.6) | 17.7 (2.4) | 132.3 (51.6) | 464.8 (110.8) | 734.4 (88.8) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_6a484a2ea1ad,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F8,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=+1 (1.0) ; particle size factor source cell=+1 (300),F8 | +1 (300) | −1 (0.1) | +1 (1.0) | 96.4 (1.6) | 17.7 (2.4) | 132.3 (51.6) | 464.8 (110.8) | 734.4 (88.8) | F8 | +1 (300) | −1 (0.1) | +1 (1.0) | 96.4 (1.6) | 17.7 (2.4) | 132.3 (51.6) | 464.8 (110.8) | 734.4 (88.8) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_6378b97946c2,10.1208/s12249-013-9995-4,table,both,False,non_ivpt_or_ivrt,F8,Ibuprofen,,Franz diffusion cell,porcine skin,5% (w/v),Vit. E TPGS level source cell=−1 (0.1) ; HPMC K100 level source cell=+1 (1.0) ; particle size factor source cell=+1 (300),F8 | +1 (300) | −1 (0.1) | +1 (1.0) | 96.4 (1.6) | 17.7 (2.4) | 132.3 (51.6) | 464.8 (110.8) | 734.4 (88.8) | F8 | +1 (300) | −1 (0.1) | +1 (1.0) | 96.4 (1.6) | 17.7 (2.4) | 132.3 (51.6) | 464.8 (110.8) | 734.4 (88.8) | te of the United Sta,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_81fa3c94d4c0,10.1208/s12249-015-0474-y,mixed,IVPT,True,,ESP-IB,Escitalopram,,Franz diffusion cell,rabbit abdominal skin,,Ibuprofen,". Five organic acids with different physicochemical properties, benzoic acid (BA), ibuprofen (IB), salicylic acid (SA), benzenesulfonic acid (BSA), and p-aminobenzoic acid (PABA), were employed as counter-ions to regulate the permeation rat",False,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_596369d34f61,10.1208/s12249-015-0474-y,mixed,IVPT,True,,ESP-IB,Escitalopram,,Franz diffusion cell,rabbit abdominal skin,,Ibuprofen,". Five organic acids with different physicochemical properties, benzoic acid (BA), ibuprofen (IB), salicylic acid (SA), benzenesulfonic acid (BSA), and p-aminobenzoic acid (PABA), were employed as counter-ions to regulate the permeation rat",False,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_7c2e998fb428,10.1208/s12249-015-0474-y,mixed,IVPT,True,,ESP-IB,Escitalopram,,Franz diffusion cell,rabbit abdominal skin,,Ibuprofen,". Five organic acids with different physicochemical properties, benzoic acid (BA), ibuprofen (IB), salicylic acid (SA), benzenesulfonic acid (BSA), and p-aminobenzoic acid (PABA), were employed as counter-ions to regulate the permeation rat",False,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_df8235034e6d,10.1208/s12249-015-0474-y,mixed,IVPT,True,,ESP-IB,Escitalopram,,Franz diffusion cell,rabbit abdominal skin,,Ibuprofen,". Five organic acids with different physicochemical properties, benzoic acid (BA), ibuprofen (IB), salicylic acid (SA), benzenesulfonic acid (BSA), and p-aminobenzoic acid (PABA), were employed as counter-ions to regulate the permeation rat",False,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_bc79e0e452d8,10.1208/s12249-015-0474-y,mixed,IVPT,True,,ESP-IB,Escitalopram,,Franz diffusion cell,rabbit abdominal skin,,Ibuprofen,". Five organic acids with different physicochemical properties, benzoic acid (BA), ibuprofen (IB), salicylic acid (SA), benzenesulfonic acid (BSA), and p-aminobenzoic acid (PABA), were employed as counter-ions to regulate the permeation rat",False,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_631b45331512,10.1208/s12249-015-0474-y,mixed,IVPT,True,,ESP-IB,Escitalopram,,Franz diffusion cell,rabbit abdominal skin,,Ibuprofen,". Five organic acids with different physicochemical properties, benzoic acid (BA), ibuprofen (IB), salicylic acid (SA), benzenesulfonic acid (BSA), and p-aminobenzoic acid (PABA), were employed as counter-ions to regulate the permeation rat",False,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_69b036af1c1b,10.1208/s12249-015-0474-y,mixed,IVPT,True,,ESP-IB,Escitalopram,,Franz diffusion cell,rabbit abdominal skin,,Ibuprofen,". Five organic acids with different physicochemical properties, benzoic acid (BA), ibuprofen (IB), salicylic acid (SA), benzenesulfonic acid (BSA), and p-aminobenzoic acid (PABA), were employed as counter-ions to regulate the permeation rat",False,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_12a2a82537f4,10.1208/s12249-015-0474-y,mixed,IVPT,True,,ESP-IB,Escitalopram,,Franz diffusion cell,rabbit abdominal skin,,Ibuprofen,". Five organic acids with different physicochemical properties, benzoic acid (BA), ibuprofen (IB), salicylic acid (SA), benzenesulfonic acid (BSA), and p-aminobenzoic acid (PABA), were employed as counter-ions to regulate the permeation rat",False,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_ce086dd6b33a,10.1208/s12249-015-0474-y,mixed,IVPT,True,,ESP-IB,Escitalopram,,Franz diffusion cell,rabbit abdominal skin,,Ibuprofen,". Five organic acids with different physicochemical properties, benzoic acid (BA), ibuprofen (IB), salicylic acid (SA), benzenesulfonic acid (BSA), and p-aminobenzoic acid (PABA), were employed as counter-ions to regulate the permeation rat",False,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_ed1043dd980c,10.1371/journal.pone.0118536,figure,both,False,non_ivpt_or_ivrt,Fasudil 1 μM,Fasudil,,,human NT2 neurons,1 μM,,K inhibition are in line with several functional regeneration studies after spinal cord hemisection described in a systematic review. Pharmacological intervention causing blockage of RhoA/ROCK resulted in an overall increase to 15% in locom,False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_70e3e452fbe6,10.1371/journal.pone.0118536,figure,both,False,non_ivpt_or_ivrt,Fasudil 10 μM,Fasudil,,,human NT2 neurons,10 μM,,K inhibition are in line with several functional regeneration studies after spinal cord hemisection described in a systematic review. Pharmacological intervention causing blockage of RhoA/ROCK resulted in an overall increase to 15% in locom,False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_0b97a6afd6c5,10.1371/journal.pone.0118536,figure,both,False,non_ivpt_or_ivrt,Fasudil 100 μM,Fasudil,,,human NT2 neurons,100 μM,,K inhibition are in line with several functional regeneration studies after spinal cord hemisection described in a systematic review. Pharmacological intervention causing blockage of RhoA/ROCK resulted in an overall increase to 15% in locom,False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_5c419d7bef3a,10.1371/journal.pone.0118536,figure,both,False,non_ivpt_or_ivrt,Ibuprofen 10 μM,Ibuprofen,,,human NT2 neurons,10 μM,,K inhibition are in line with several functional regeneration studies after spinal cord hemisection described in a systematic review. Pharmacological intervention causing blockage of RhoA/ROCK resulted in an overall increase to 15% in locom,True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_5c91ad38b660,10.1371/journal.pone.0118536,figure,both,False,non_ivpt_or_ivrt,Ibuprofen 100 μM,Ibuprofen,,,human NT2 neurons,100 μM,,K inhibition are in line with several functional regeneration studies after spinal cord hemisection described in a systematic review. Pharmacological intervention causing blockage of RhoA/ROCK resulted in an overall increase to 15% in locom,True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_2c775db21521,10.1371/journal.pone.0118536,figure,both,False,non_ivpt_or_ivrt,Ibuprofen 500 μM,Ibuprofen,,,human NT2 neurons,500 μM,,K inhibition are in line with several functional regeneration studies after spinal cord hemisection described in a systematic review. Pharmacological intervention causing blockage of RhoA/ROCK resulted in an overall increase to 15% in locom,True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_bbed5ffe19a8,10.1371/journal.pone.0118536,figure,both,False,non_ivpt_or_ivrt,Y-27632 1 μM,Y-27632,,,human NT2 neurons,1 μM,,K inhibition are in line with several functional regeneration studies after spinal cord hemisection described in a systematic review. Pharmacological intervention causing blockage of RhoA/ROCK resulted in an overall increase to 15% in locom,False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_8286a15b79b9,10.1371/journal.pone.0118536,figure,both,False,non_ivpt_or_ivrt,Y-27632 10 μM,Y-27632,,,human NT2 neurons,10 μM,,K inhibition are in line with several functional regeneration studies after spinal cord hemisection described in a systematic review. Pharmacological intervention causing blockage of RhoA/ROCK resulted in an overall increase to 15% in locom,False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_217c1e06fdac,10.1371/journal.pone.0118536,figure,both,False,non_ivpt_or_ivrt,Y-27632 5 μM,Y-27632,,,human NT2 neurons,5 μM,,K inhibition are in line with several functional regeneration studies after spinal cord hemisection described in a systematic review. Pharmacological intervention causing blockage of RhoA/ROCK resulted in an overall increase to 15% in locom,False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_8eaf064b8d83,10.1371/journal.pone.0118536,figure,both,False,non_ivpt_or_ivrt,Y-27632 50 μM,Y-27632,,,human NT2 neurons,50 μM,,K inhibition are in line with several functional regeneration studies after spinal cord hemisection described in a systematic review. Pharmacological intervention causing blockage of RhoA/ROCK resulted in an overall increase to 15% in locom,False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_3f078e0f5942,10.1371/journal.pone.0130253,mixed,IVRT,False,non_skin_or_membrane_context,MSM-500,Ibuprofen,,,mesoporous silica materials (MSMs),,Silica molar concentration ; Pluronic P123 molar concentration ; NaOH molar concentration ; HCl molar concentration,MSM-500 showed a 41% loading capacity and almost 100% unloading efficiency within a few hours. | MSM-500 showed a 41% loading capacity and almost 100% unloading efficiency within a few hours. | Cost Mesoporous Material for the Removal or De,True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_f5b1e66e5b83,10.1371/journal.pone.0130253,mixed,IVRT,False,non_skin_or_membrane_context,MSM-600,Ibuprofen,,,mesoporous silica materials (MSMs),,Silica molar concentration ; Pluronic P123 molar concentration ; NaOH molar concentration ; HCl molar concentration,"MSM-600 had a loading capacity of 31.9 mg g–1. | MSM-600 had a loading capacity of 31.9 mg g–1. | Cost Mesoporous Material for the Removal or Delivery of Ibuprofen PLOS ONE | DOI:10.1371/journal.pone.0130253 July 10, 2015 16 / 19 Study demo",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_5b82144ee3e1,10.1371/journal.pone.0156931,mixed,IVPT,True,,F+K+A375SM+W,Ibuprofen,,,tissue engineered skin model,,Ibuprofen,"1/journal.pone.0156931.t005 Wounding and NSAID on Melanoma Invasion in Tissue Engineered Skin PLOS ONE | DOI:10.1371/journal.pone.0156931 June 7, 2016 16 / 22 The study evaluates the effects of ibuprofen on melanoma invasion in an in vitro ",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_e9f28313fe6a,10.1371/journal.pone.0156931,mixed,IVPT,True,,F+K+A375SM+W+Fn+TNF-α,Ibuprofen,,,tissue engineered skin model,,Ibuprofen,"1/journal.pone.0156931.t005 Wounding and NSAID on Melanoma Invasion in Tissue Engineered Skin PLOS ONE | DOI:10.1371/journal.pone.0156931 June 7, 2016 16 / 22 The study evaluates the effects of ibuprofen on melanoma invasion in an in vitro ",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_bccde2cb806b,10.1371/journal.pone.0156931,mixed,IVPT,True,,F+K+A375SM+W+NaIbu 100μM,Ibuprofen,,,tissue engineered skin model,NaIbu 100μM hydrogel,Ibuprofen hydrogel,"1/journal.pone.0156931.t005 Wounding and NSAID on Melanoma Invasion in Tissue Engineered Skin PLOS ONE | DOI:10.1371/journal.pone.0156931 June 7, 2016 16 / 22 The study evaluates the effects of ibuprofen on melanoma invasion in an in vitro ",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_d41e1e0d78c1,10.1371/journal.pone.0156931,mixed,IVPT,True,,F+K+C8161+W,Ibuprofen,,,tissue engineered skin model,,Ibuprofen,"1/journal.pone.0156931.t005 Wounding and NSAID on Melanoma Invasion in Tissue Engineered Skin PLOS ONE | DOI:10.1371/journal.pone.0156931 June 7, 2016 16 / 22 The study evaluates the effects of ibuprofen on melanoma invasion in an in vitro ",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_9b9583220402,10.1371/journal.pone.0156931,mixed,IVPT,True,,F+K+C8161+W+Fn+TNF-α,Ibuprofen,,,tissue engineered skin model,,Ibuprofen,"1/journal.pone.0156931.t005 Wounding and NSAID on Melanoma Invasion in Tissue Engineered Skin PLOS ONE | DOI:10.1371/journal.pone.0156931 June 7, 2016 16 / 22 The study evaluates the effects of ibuprofen on melanoma invasion in an in vitro ",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_d8ec78052c20,10.1371/journal.pone.0156931,mixed,IVPT,True,,F+K+C8161+W+NaIbu 131μM,Ibuprofen,,,tissue engineered skin model,NaIbu 131μM hydrogel,Ibuprofen hydrogel,"1/journal.pone.0156931.t005 Wounding and NSAID on Melanoma Invasion in Tissue Engineered Skin PLOS ONE | DOI:10.1371/journal.pone.0156931 June 7, 2016 16 / 22 The study evaluates the effects of ibuprofen on melanoma invasion in an in vitro ",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_06ac7a8b3930,10.1371/journal.pone.0156931,mixed,IVPT,True,,F+K+HBL,Ibuprofen,,,tissue engineered skin model,,Ibuprofen,"1/journal.pone.0156931.t005 Wounding and NSAID on Melanoma Invasion in Tissue Engineered Skin PLOS ONE | DOI:10.1371/journal.pone.0156931 June 7, 2016 16 / 22 The study evaluates the effects of ibuprofen on melanoma invasion in an in vitro ",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_5ff80e2cdc44,10.1371/journal.pone.0156931,mixed,IVPT,True,,F+K+HBL+W+NaIbu 100μM,Ibuprofen,,,tissue engineered skin model,NaIbu 100μM hydrogel,Ibuprofen hydrogel,"1/journal.pone.0156931.t005 Wounding and NSAID on Melanoma Invasion in Tissue Engineered Skin PLOS ONE | DOI:10.1371/journal.pone.0156931 June 7, 2016 16 / 22 The study evaluates the effects of ibuprofen on melanoma invasion in an in vitro ",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_53de1fd970cc,10.1523/jneurosci.15-04-02768.1995,figure,IVPT,False,non_skin_or_membrane_context,Control (formalin),S(+) ibuprofen,,diffusion cell,N/A,,"PGE,-LI ; Glu ; Asp ; Tau mean or median of the mean dialysate concentration in two consecutive 10 min samples collected after 30-40 min of washout. ; Cit In 4 of the 48 samples, Cit was not detected. ; Gly ; Ser ; Asn ; Gln","been shown to enhance substance P release from sensory neurons (Nicol et al., 1992), and it is possible that PGE, also facilitates release of other neurotransmitters, such as Study focuses on the effects of ibuprofen on spinal release of PG",True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_f478ed281906,10.1523/jneurosci.15-04-02768.1995,figure,IVPT,False,non_skin_or_membrane_context;excluded_non_topical_context,Control (formalin),S(+) ibuprofen,,diffusion cell,N/A,,,"been shown to enhance substance P release from sensory neurons (Nicol et al., 1992), and it is possible that PGE, also facilitates release of other neurotransmitters, such as Study focuses on the effects of ibuprofen on spinal release of PG",True,True,False,False,False,True,propylene glycol,False,False,False,False,0,No funnel match
record_0a56e7ea5527,10.1523/jneurosci.15-04-02768.1995,figure,IVPT,False,non_skin_or_membrane_context;excluded_non_topical_context,Control (formalin),S(+) ibuprofen,,diffusion cell,N/A,,,"been shown to enhance substance P release from sensory neurons (Nicol et al., 1992), and it is possible that PGE, also facilitates release of other neurotransmitters, such as Study focuses on the effects of ibuprofen on spinal release of PG",True,True,False,False,False,True,propylene glycol,False,False,False,False,0,No funnel match
record_0aca1f9d808f,10.1523/jneurosci.15-04-02768.1995,figure,IVPT,False,non_skin_or_membrane_context;excluded_non_topical_context,Control (formalin),S(+) ibuprofen,,diffusion cell,N/A,,,"been shown to enhance substance P release from sensory neurons (Nicol et al., 1992), and it is possible that PGE, also facilitates release of other neurotransmitters, such as Study focuses on the effects of ibuprofen on spinal release of PG",True,True,False,False,False,True,propylene glycol,False,False,False,False,0,No funnel match
record_3687bb2add91,10.1523/jneurosci.15-04-02768.1995,figure,IVPT,False,non_skin_or_membrane_context;excluded_non_topical_context,"R(-) ibuprofen (10 mg/kg, i.p.)",R(-) ibuprofen,,diffusion cell,N/A,,,"been shown to enhance substance P release from sensory neurons (Nicol et al., 1992), and it is possible that PGE, also facilitates release of other neurotransmitters, such as Study focuses on the effects of ibuprofen on spinal release of PG",True,True,False,False,False,True,propylene glycol,False,False,False,False,0,No funnel match
record_a52834b24d3a,10.1523/jneurosci.15-04-02768.1995,figure,IVPT,False,non_skin_or_membrane_context;excluded_non_topical_context,"R(-) ibuprofen (10 mg/kg, i.p.)",R(-) ibuprofen,,diffusion cell,N/A,,,"been shown to enhance substance P release from sensory neurons (Nicol et al., 1992), and it is possible that PGE, also facilitates release of other neurotransmitters, such as Study focuses on the effects of ibuprofen on spinal release of PG",True,True,False,False,False,True,propylene glycol,False,False,False,False,0,No funnel match
record_72e99d415db4,10.1523/jneurosci.15-04-02768.1995,figure,IVPT,False,non_skin_or_membrane_context;excluded_non_topical_context,"S(+) ibuprofen (1 mg/kg, i.p.)",S(+) ibuprofen,,diffusion cell,N/A,,,"been shown to enhance substance P release from sensory neurons (Nicol et al., 1992), and it is possible that PGE, also facilitates release of other neurotransmitters, such as Study focuses on the effects of ibuprofen on spinal release of PG",True,True,False,False,False,True,propylene glycol,False,False,False,False,0,No funnel match
