record_id,doi,source_baseline,policy_level,formulation_label,formulation_name,api_name,api_concentration_value,api_concentration_unit,api_basis,excipient_composition,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,normalized_value_ug_cm2,device,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,source_evidence
record_32062e7155cc,10.1208/s12249-019-1481-1,gpt,v4,Ibuprofen Mixed Vehicle,Ibuprofen Mixed Vehicle,Ibuprofen,,,,Ibuprofen - [-] note=-; Water 40.0 % [w/w] note=-; Glycerin 60.0 % [w/w] note=-,amount_per_area,110.0,µg/cm²,3.0,h,110.0,Franz diffusion cell,Porcine skin,porcine,1200.0,PBS,finite,1.0 ml,1.77,"formulation@Table 3: Cumulative amount extracted using mixed vehicle formulation. | endpoint@Table 3: Cumulative amount extracted using mixed vehicle formulation. | membrane_type@Table 3: d structure in the stratum corneum and result in acceleration of hydration of the stratum corneum (28,29). Of note, higher amounts of glycerin were detected Fig. 2. Time course ... | membrane_source@Table 3: ed 12 July 2019; published online 24 July 2019 Abstract. The humidity was a well-known method to hydrate the skin; however, the published data were varied, and systemic experime... | membrane_thickness_um@Table 3: increasing the relative humidity (RH) from 28 to 70% at 27°C led to a signiﬁcant increase in + percutaneous absorption of caffeine (8). These analyses were performed using devic... | receptor_medium@Table 3: ion cell was equilibrated for 1-h for each environmental condi- tion, followed by the addition of 1.0 ml of saturated donor solution to each donor cell. During the permeation st..."
record_05c22499eb1a,10.1248/bpb.b19-00221,gpt,v4,Ibuprofen,Ibuprofen,Ibuprofen,3.83,mg/ml,w/v,Ibuprofen 3.83 mg/mL; Solvent -1.0 note=Contains fasted state simulated intestinal fluid (FaSSIF),amount_total,3.83,mg,120.0,min,11606.060606060606,Franz diffusion cell,Caco-2,Human,27.2,FaSSIF,,250 µL,0.33,"formulation@Table 1: Papp e) (× 10−6 cm/s) | endpoint@Table 1: Papp e) (× 10−6 cm/s) | membrane_type@Table 1: 0−6 cm/s) Papp calculated from three-compartment model analysis. --- PAGE 1 --- 1600 Vol. 42, No. 9 Biol. Pharm. Bull. 42, 1600–1604 (2019)  © 2019 The Pharmaceutical Society ... | membrane_source@Table 1: e permeability; model analysis; screening method; Caco-2 cell; transcellular transport INTRODUCTION Evaluation of the apparent permeability coefﬁcient (Papp) in a transcellular ... | membrane_thickness_um@Table 1: the equation below: 1 app AtoB 3 2 3 ( ) ⋅ ⋅ PS P PS PS PS S = + (17) Where S is 0.33 cm2, which is the surface area of each well assuming a 24-well device. V1 was 250 µL, and V... | receptor_medium@Table 1: lol L-[4-3H] were pur- chased from PerkinElmer, Inc. (Waltham, MA, U.S.A.). These compounds, which were structurally diverse, were selected to provide a wide range of log P, Fa ..."
record_0c86a8a8bb55,10.1523/jneurosci.5741-07.2008,gpt,v4,text_1,text_1,ibuprofen,,,,Ibuprofen raw=40 mg/kg; PBS raw=Vehicle; Cremaphor raw=1:4:15; 5% Dextrose raw=1:4:15,amount_total,40.0,mg,30.0,min,23.529411764705884,Franz diffusion cell,skin,mouse skin,,Cremaphor: Dextrose (1:4:15),finite,40 mg/kg,1700.0,"membrane@block 64: animals were injected intraperitoneally with 40 mg/kg ibuprofen or vehicle (PBS)... | receptor medium@block 64: vehicle (1:4:15 Pharmasolv: Cremaphor: 5% Dextrose)... | dose@block 64: 40 mg/kg ibuprofen or vehicle... | excipients@block 64: injection of CFA in the left hindpaw (15 μl, intraplantar)... | API concentration@block 81: COX antagonist ibuprofen (40 mg/kg, i.p.)... | endpoint@block 80: Beginning 30 min after the final injection, hot plate latency was measured at 30 min intervals..."
record_9ef995c91d9b,10.1523/jneurosci.5741-07.2008,gpt,v4,text_2,text_2,ibuprofen,,,,Ibuprofen raw=40 mg/kg; Cremaphor raw=1:4:15; 5% Dextrose raw=1:4:15,amount_total,40.0,mg,30.0,min,23.529411764705884,Franz diffusion cell,skin,mouse skin,,Cremaphor: Dextrose (1:4:15),finite,40 mg/kg,1700.0,"membrane@block 64: animals were injected intraperitoneally with 40 mg/kg ibuprofen or vehicle (PBS)... | receptor medium@block 64: vehicle (1:4:15 Pharmasolv: Cremaphor: 5% Dextrose)... | dose@block 64: 40 mg/kg ibuprofen or vehicle... | excipients@block 64: injection of CFA in the left hindpaw (15 μl, intraplantar)... | API concentration@block 81: COX antagonist ibuprofen (40 mg/kg, i.p.)... | endpoint@block 80: Beginning 30 min after the final injection, hot plate latency was measured at 30 min intervals..."
record_3cafd2b883f5,10.1523/jneurosci.5741-07.2008,gpt,v4,text_3,text_3,ibuprofen,,,,Ibuprofen raw=40 mg/kg; Cremaphor raw=1:4:15; 5% Dextrose raw=1:4:15,amount_total,40.0,mg,30.0,min,23.529411764705884,Franz diffusion cell,skin,mouse skin,,Cremaphor: Dextrose (1:4:15),finite,40 mg/kg,1700.0,"membrane@block 64: animals were injected intraperitoneally with 40 mg/kg ibuprofen or vehicle (PBS)... | receptor medium@block 64: vehicle (1:4:15 Pharmasolv: Cremaphor: 5% Dextrose)... | dose@block 64: 40 mg/kg ibuprofen or vehicle... | excipients@block 64: injection of CFA in the left hindpaw (15 μl, intraplantar)... | API concentration@block 81: COX antagonist ibuprofen (40 mg/kg, i.p.)... | endpoint@block 80: Beginning 30 min after the final injection, hot plate latency was measured at 30 min intervals..."
record_4306a8808b9e,10.1523/jneurosci.5741-07.2008,gpt,v4,text_4,text_4,ibuprofen,,,,Ibuprofen raw=40 mg/kg; Cremaphor raw=1:4:15; 5% Dextrose raw=1:4:15,amount_total,40.0,mg,30.0,min,23.529411764705884,Franz diffusion cell,skin,mouse skin,,Cremaphor: Dextrose (1:4:15),finite,40 mg/kg,1700.0,"membrane@block 64: animals were injected intraperitoneally with 40 mg/kg ibuprofen or vehicle (PBS)... | receptor medium@block 64: vehicle (1:4:15 Pharmasolv: Cremaphor: 5% Dextrose)... | dose@block 64: 40 mg/kg ibuprofen or vehicle... | excipients@block 64: injection of CFA in the left hindpaw (15 μl, intraplantar)... | API concentration@block 81: COX antagonist ibuprofen (40 mg/kg, i.p.)... | endpoint@block 80: Beginning 30 min after the final injection, hot plate latency was measured at 30 min intervals..."
record_971a466d8370,10.1523/jneurosci.5741-07.2008,gpt,v4,text_5,text_5,ibuprofen,,,,Ibuprofen raw=40 mg/kg; Cremaphor raw=1:4:15; 5% Dextrose raw=1:4:15,amount_total,40.0,mg,30.0,min,23.529411764705884,Franz diffusion cell,skin,mouse skin,,Cremaphor: Dextrose (1:4:15),finite,40 mg/kg,1700.0,"membrane@block 64: animals were injected intraperitoneally with 40 mg/kg ibuprofen or vehicle (PBS)... | receptor medium@block 64: vehicle (1:4:15 Pharmasolv: Cremaphor: 5% Dextrose)... | dose@block 64: 40 mg/kg ibuprofen or vehicle... | excipients@block 64: injection of CFA in the left hindpaw (15 μl, intraplantar)... | API concentration@block 81: COX antagonist ibuprofen (40 mg/kg, i.p.)... | endpoint@block 80: Beginning 30 min after the final injection, hot plate latency was measured at 30 min intervals..."
record_e3375489a6c9,10.1016/j.ejpb.2020.05.013,gpt,v4,5% w/w Ibuprofen gel,5% w/w Ibuprofen gel,Ibuprofen,5.0,% w/w,w/w,Ibuprofen 5.0 % [w/w],amount_total,250.0,µg/mL,720.0,min,2388.5350318471337,Franz diffusion cell,,,,,,,3.14,"formulation@Table 1: The absorbance readings were extracted from the software...be quantitatively assessed at increasing time points up to 12 h. | endpoint@Table 1: The absorbance readings were extracted from the software...be quantitatively assessed at increasing time points up to 12 h. | membrane_type@Table 1: pH 7.2) was used as the release media in 126 the receptor compartment and was prepared using sodium hydroxide and potassium phosphate 127 monobasic purchased from Fisher Scienti... | membrane_source@Table 1: from TCI Chemicals Ltd, Oxford, UK. A 5 % w/w ibuprofen gel 124 formulation was used as the model topical formulation. A 100 g tube of the gel was purchased 125 from Vivomed, Do... | membrane_thickness_um@Table 1: from TCI Chemicals Ltd, Oxford, UK. A 5 % w/w ibuprofen gel 124 formulation was used as the model topical formulation. A 100 g tube of the gel was purchased 125 from Vivomed, Do... | receptor_medium@Table 1: aterials and Methods 122 2.1. Materials 123 Ibuprofen was purchased from TCI Chemicals Ltd, Oxford, UK. A 5 % w/w ibuprofen gel 124 formulation was used as the model topical for..."
record_d16c057fc54f,10.1208/s12249-013-9995-4,claude,v2,F1,F1,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=+1 (2.0); HPMC K100 level 1.0 coded level note=source cell=+1 (1.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,298.0,μg,24.0,h,465.625,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F1 | +1 (300) | +1 (2.0) | +1 (1.0) | 96.4 (0.7) | 26.0 (3.6) | 298.0 (57.8) | 536.5 (63.4) | 1142.4 (107.5) | endpoint@Table 2: F1 | +1 (300) | +1 (2.0) | +1 (1.0) | 96.4 (0.7) | 26.0 (3.6) | 298.0 (57.8) | 536.5 (63.4) | 1142.4 (107.5) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_453da10d1ec5,10.1208/s12249-013-9995-4,claude,v2,F1,F1,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=+1 (2.0); HPMC K100 level 1.0 coded level note=source cell=+1 (1.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,536.5,μg,48.0,h,838.28125,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F1 | +1 (300) | +1 (2.0) | +1 (1.0) | 96.4 (0.7) | 26.0 (3.6) | 298.0 (57.8) | 536.5 (63.4) | 1142.4 (107.5) | endpoint@Table 2: F1 | +1 (300) | +1 (2.0) | +1 (1.0) | 96.4 (0.7) | 26.0 (3.6) | 298.0 (57.8) | 536.5 (63.4) | 1142.4 (107.5) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_3ec6644ba612,10.1208/s12249-013-9995-4,claude,v2,F1,F1,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=+1 (2.0); HPMC K100 level 1.0 coded level note=source cell=+1 (1.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,1142.4,μg,72.0,h,1785.0,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F1 | +1 (300) | +1 (2.0) | +1 (1.0) | 96.4 (0.7) | 26.0 (3.6) | 298.0 (57.8) | 536.5 (63.4) | 1142.4 (107.5) | endpoint@Table 2: F1 | +1 (300) | +1 (2.0) | +1 (1.0) | 96.4 (0.7) | 26.0 (3.6) | 298.0 (57.8) | 536.5 (63.4) | 1142.4 (107.5) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_6ef7cb7d4ade,10.1208/s12249-013-9995-4,claude,v2,F2,F2,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=+1 (2.0); HPMC K100 level 1.0 coded level note=source cell=−1 (3.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,155.9,μg,24.0,h,243.59375,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F2 | +1 (300) | +1 (2.0) | −1 (3.0) | 96.0 (1.2) | 29.7 (4.1) | 155.9 (11.4) | 580.2 (58.6) | 1178.9 (144.2) | endpoint@Table 2: F2 | +1 (300) | +1 (2.0) | −1 (3.0) | 96.0 (1.2) | 29.7 (4.1) | 155.9 (11.4) | 580.2 (58.6) | 1178.9 (144.2) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_3672e05a60e6,10.1208/s12249-013-9995-4,claude,v2,F2,F2,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=+1 (2.0); HPMC K100 level 1.0 coded level note=source cell=−1 (3.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,580.2,μg,48.0,h,906.5625,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F2 | +1 (300) | +1 (2.0) | −1 (3.0) | 96.0 (1.2) | 29.7 (4.1) | 155.9 (11.4) | 580.2 (58.6) | 1178.9 (144.2) | endpoint@Table 2: F2 | +1 (300) | +1 (2.0) | −1 (3.0) | 96.0 (1.2) | 29.7 (4.1) | 155.9 (11.4) | 580.2 (58.6) | 1178.9 (144.2) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_7f1a8e76ddde,10.1208/s12249-013-9995-4,claude,v2,F2,F2,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=+1 (2.0); HPMC K100 level 1.0 coded level note=source cell=−1 (3.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,1178.9,μg,72.0,h,1842.03125,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F2 | +1 (300) | +1 (2.0) | −1 (3.0) | 96.0 (1.2) | 29.7 (4.1) | 155.9 (11.4) | 580.2 (58.6) | 1178.9 (144.2) | endpoint@Table 2: F2 | +1 (300) | +1 (2.0) | −1 (3.0) | 96.0 (1.2) | 29.7 (4.1) | 155.9 (11.4) | 580.2 (58.6) | 1178.9 (144.2) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_dc0536190cb0,10.1208/s12249-013-9995-4,claude,v2,F3,F3,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=+1 (2.0); HPMC K100 level 1.0 coded level note=source cell=−1 (3.0); particle size factor 1.0 nm note=source cell=−1 (900),amount_total,140.2,μg,24.0,h,219.06249999999997,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F3 | −1 (900) | +1 (2.0) | −1 (3.0) | 98.5 (0.8) | 19.3 (2.4) | 140.2 (35.9) | 543.5 (112.5) | 759.6 (94.4) | endpoint@Table 2: F3 | −1 (900) | +1 (2.0) | −1 (3.0) | 98.5 (0.8) | 19.3 (2.4) | 140.2 (35.9) | 543.5 (112.5) | 759.6 (94.4) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_94fdeacead82,10.1208/s12249-013-9995-4,claude,v2,F3,F3,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=+1 (2.0); HPMC K100 level 1.0 coded level note=source cell=−1 (3.0); particle size factor 1.0 nm note=source cell=−1 (900),amount_total,543.5,μg,48.0,h,849.21875,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F3 | −1 (900) | +1 (2.0) | −1 (3.0) | 98.5 (0.8) | 19.3 (2.4) | 140.2 (35.9) | 543.5 (112.5) | 759.6 (94.4) | endpoint@Table 2: F3 | −1 (900) | +1 (2.0) | −1 (3.0) | 98.5 (0.8) | 19.3 (2.4) | 140.2 (35.9) | 543.5 (112.5) | 759.6 (94.4) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_a8b14ec9c84e,10.1208/s12249-013-9995-4,claude,v2,F3,F3,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=+1 (2.0); HPMC K100 level 1.0 coded level note=source cell=−1 (3.0); particle size factor 1.0 nm note=source cell=−1 (900),amount_total,759.6,μg,72.0,h,1186.875,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F3 | −1 (900) | +1 (2.0) | −1 (3.0) | 98.5 (0.8) | 19.3 (2.4) | 140.2 (35.9) | 543.5 (112.5) | 759.6 (94.4) | endpoint@Table 2: F3 | −1 (900) | +1 (2.0) | −1 (3.0) | 98.5 (0.8) | 19.3 (2.4) | 140.2 (35.9) | 543.5 (112.5) | 759.6 (94.4) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_59963ee27e78,10.1208/s12249-013-9995-4,claude,v2,F4,F4,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=−1 (0.1); HPMC K100 level 1.0 coded level note=source cell=−1 (3.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,132.3,μg,24.0,h,206.71875,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | endpoint@Table 2: F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_eb5e98f7f8bb,10.1208/s12249-013-9995-4,claude,v2,F4,F4,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=−1 (0.1); HPMC K100 level 1.0 coded level note=source cell=−1 (3.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,464.8,μg,48.0,h,726.25,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | endpoint@Table 2: F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_764e4aa71249,10.1208/s12249-013-9995-4,claude,v2,F4,F4,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=−1 (0.1); HPMC K100 level 1.0 coded level note=source cell=−1 (3.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,734.4,μg,72.0,h,1147.5,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | endpoint@Table 2: F4 | +1 (300) | −1 (0.1) | −1 (3.0) | 96.3 (1.5) | 19.3 (3.3) | 132.3 (65.7) | 464.8 (18.2) | 734.4 (195.2) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_83a3f9b0e06e,10.1208/s12249-013-9995-4,claude,v2,F5,F5,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=−1 (0.1); HPMC K100 level 1.0 coded level note=source cell=−1 (3.0); particle size factor 1.0 nm note=source cell=−1 (900),amount_total,312.3,μg,24.0,h,487.96875,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F5 | −1 (900) | −1 (0.1) | −1 (3.0) | 100.1 (2.5) | 14.1 (2.2) | 312.3 (53.1) | 542.5 (65.1) | 799.5 (133.3) | endpoint@Table 2: F5 | −1 (900) | −1 (0.1) | −1 (3.0) | 100.1 (2.5) | 14.1 (2.2) | 312.3 (53.1) | 542.5 (65.1) | 799.5 (133.3) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
